"SRC_ACT_NAME_ID","DST_ACT_NAME_ID","TYPE","SCORE"
"512","7068","phrase","43.159873962402344"
"512","7068","term","43.159873962402344"
"512","7068","3gram","264.11383056640625"
"512","7068","shingle","91.62550354003906"
"1920","11501","term","34.83184814453125"
"1920","11501","3gram","295.6715393066406"
"1920","11501","shingle","103.644775390625"
"1620","8317","phrase","35.13990020751953"
"1620","8317","term","35.13990020751953"
"1620","8317","3gram","229.08241271972656"
"1620","8317","shingle","68.21894073486328"
"355","1279","term","23.171112060546875"
"355","1279","3gram","196.2994842529297"
"355","1279","shingle","54.18943786621094"
"1943","7320","phrase","30.463768005371094"
"1943","7320","term","31.955286026000977"
"1943","7320","3gram","202.37322998046875"
"1943","7320","shingle","71.17207336425781"
"1769","11428","phrase","30.489124298095703"
"1769","11428","term","30.489124298095703"
"1769","11428","3gram","209.30796813964844"
"1769","11428","shingle","58.93937301635742"
"376","10875","term","21.386648178100586"
"376","10875","shingle","34.69655227661133"
"283","11279","phrase","23.616952896118164"
"283","11279","term","23.616952896118164"
"283","11279","3gram","93.4941177368164"
"283","11279","shingle","38.45985412597656"
"1285","2675","term","48.726253509521484"
"1285","2675","3gram","494.8691711425781"
"658","655","term","20.921737670898438"
"658","655","shingle","35.097572326660156"
"36","9757","term","20.890460968017578"
"36","9757","3gram","149.45652770996094"
"36","9757","shingle","36.57258224487305"
"1181","11459","phrase","32.867008209228516"
"1181","11459","term","32.867008209228516"
"1181","11459","3gram","230.91909790039062"
"1181","11459","shingle","66.49929809570312"
"1105","2702","phrase","19.114076614379883"
"1105","2702","term","30.11650848388672"
"1105","2702","3gram","202.65516662597656"
"1105","2702","shingle","81.06946563720703"
"1483","3194","phrase","20.262609481811523"
"1483","3194","term","32.902523040771484"
"1483","3194","3gram","195.42135620117188"
"1483","3194","shingle","63.0706787109375"
"1829","107","term","6.29247522354126"
"1829","1737","3gram","23.424388885498047"
"1829","107","shingle","7.844655513763428"
"90","12497","term","18.36307144165039"
"90","12497","3gram","117.71552276611328"
"90","12497","shingle","30.050081253051758"
"1928","557","term","19.74783706665039"
"1928","1847","3gram","121.90943145751953"
"1928","1847","shingle","30.599138259887695"
"1635","8644","term","17.05555534362793"
"1635","8644","3gram","70.39136505126953"
"1635","8644","shingle","24.079511642456055"
"1395","1968","term","28.154951095581055"
"1395","1968","3gram","203.67840576171875"
"1395","1968","shingle","55.82106018066406"
"1724","739","term","20.428367614746094"
"1724","739","3gram","172.25787353515625"
"1724","739","shingle","33.84601593017578"
"1252","7292","phrase","33.667137145996094"
"1252","7292","term","35.14224624633789"
"1252","7292","3gram","251.8302764892578"
"1252","7292","shingle","86.93506622314453"
"1760","10961","phrase","30.134138107299805"
"1760","10961","term","30.134140014648438"
"1760","10961","3gram","189.056884765625"
"1760","10961","shingle","58.228084564208984"
"44","9916","phrase","9.606389045715332"
"44","9916","term","14.537117004394531"
"44","9916","3gram","86.05537414550781"
"44","9916","shingle","20.450273513793945"
"1912","10880","phrase","39.69348907470703"
"1912","10880","term","39.693485260009766"
"1912","10880","3gram","363.9583740234375"
"1912","10880","shingle","84.06188201904297"
"2062","13728","phrase","33.822879791259766"
"2062","13728","term","33.822879791259766"
"2062","13728","3gram","241.5882568359375"
"2062","13728","shingle","75.63885498046875"
"865","7233","term","13.316180229187012"
"865","7233","3gram","68.69393920898438"
"865","7233","shingle","16.685745239257812"
"489","3317","term","14.878211975097656"
"489","3317","3gram","177.23081970214844"
"489","3317","shingle","24.197385787963867"
"63","1870","term","17.2940616607666"
"63","11125","3gram","119.6065673828125"
"63","1870","shingle","27.698123931884766"
"466","8306","phrase","24.447864532470703"
"466","8306","term","24.447866439819336"
"466","8306","3gram","53.25938034057617"
"466","8306","shingle","37.32215881347656"
"541","11282","phrase","32.264625549316406"
"541","11282","term","32.26462936401367"
"541","11282","3gram","212.39451599121094"
"541","11282","shingle","56.55519485473633"
"1771","12848","phrase","31.421464920043945"
"1771","12848","term","31.421466827392578"
"1771","12848","3gram","300.4980163574219"
"1771","12848","shingle","76.6828842163086"
"988","1138","term","26.653223037719727"
"988","1138","3gram","210.45372009277344"
"988","1138","shingle","44.38367462158203"
"1716","8213","term","23.39315414428711"
"1716","8213","3gram","198.60647583007812"
"1716","3562","shingle","55.012516021728516"
"1875","11527","phrase","23.67043113708496"
"1875","11527","term","23.67043113708496"
"1875","11527","3gram","175.31565856933594"
"1875","11527","shingle","40.82356262207031"
"1265","8162","term","26.250289916992188"
"1265","8162","3gram","142.55923461914062"
"1265","8162","shingle","43.29547119140625"
"1038","12349","term","15.852910041809082"
"1038","12349","3gram","119.1700668334961"
"1038","12349","shingle","38.045352935791016"
"1472","205","term","13.061607360839844"
"1472","205","3gram","79.33387756347656"
"1472","205","shingle","16.29121971130371"
"2061","13727","phrase","27.794086456298828"
"2061","13727","term","27.79408836364746"
"2061","13727","3gram","118.96625518798828"
"2061","13727","shingle","48.18828582763672"
"2072","979","term","18.99432945251465"
"2072","979","shingle","28.452041625976562"
"1940","7305","phrase","32.98501968383789"
"1940","7305","term","34.47653579711914"
"1940","7305","3gram","184.60635375976562"
"1940","7305","shingle","76.58653259277344"
"106","7323","phrase","30.57213592529297"
"106","7323","term","30.5721378326416"
"106","7323","3gram","175.70016479492188"
"106","7323","shingle","53.629093170166016"
"34","9762","term","18.40070152282715"
"34","9762","3gram","153.10784912109375"
"222","7248","term","37.648433685302734"
"222","7248","3gram","241.698486328125"
"222","7248","shingle","84.05779266357422"
"1030","11965","term","10.463808059692383"
"1030","12084","3gram","66.53878784179688"
"1030","12084","shingle","15.634692192077637"
"985","1957","phrase","18.44890785217285"
"985","1957","term","30.70958137512207"
"985","1957","3gram","165.4977264404297"
"985","1957","shingle","55.270355224609375"
"553","3870","term","23.475589752197266"
"553","3870","3gram","185.491943359375"
"553","3870","shingle","40.28403091430664"
"583","10397","phrase","26.710847854614258"
"583","10397","term","26.71084976196289"
"583","10397","3gram","204.37081909179688"
"583","10397","shingle","48.983341217041016"
"661","11407","term","23.967557907104492"
"661","11407","3gram","156.9217529296875"
"661","11407","shingle","54.33584213256836"
"726","7890","phrase","27.05718231201172"
"726","7890","term","27.05718421936035"
"726","7890","3gram","204.35682678222656"
"726","7890","shingle","49.49369812011719"
"120","8120","term","19.496437072753906"
"120","8120","3gram","203.0429229736328"
"120","8120","shingle","32.92719268798828"
"990","1764","term","24.77742576599121"
"990","1764","3gram","152.93939208984375"
"990","1764","shingle","53.40022277832031"
"1872","1431","phrase","10.20113468170166"
"1872","1431","term","21.945070266723633"
"1872","1431","3gram","183.4356231689453"
"1872","1431","shingle","43.60346221923828"
"1037","12396","term","15.357601165771484"
"1037","12396","3gram","123.45819854736328"
"1037","12396","shingle","25.479961395263672"
"254","13513","phrase","24.300153732299805"
"254","13513","term","24.300155639648438"
"254","13513","3gram","209.03504943847656"
"254","13513","shingle","39.93885040283203"
"2073","10993","term","36.970062255859375"
"2073","10993","3gram","235.86618041992188"
"2073","10993","shingle","68.4626235961914"
"1536","591","phrase","27.098587036132812"
"1536","591","term","27.098587036132812"
"1536","591","3gram","185.34263610839844"
"1536","591","shingle","49.60898208618164"
"890","7228","phrase","13.920093536376953"
"890","7228","term","13.920093536376953"
"890","7228","3gram","61.38813400268555"
"890","7228","shingle","23.149057388305664"
"226","1608","term","24.309595108032227"
"226","1608","3gram","179.39736938476562"
"226","1608","shingle","51.31159591674805"
"1897","13243","phrase","34.9295654296875"
"1897","13243","term","34.9295654296875"
"1897","13243","3gram","267.26324462890625"
"1897","13243","shingle","67.68346405029297"
"1959","11427","phrase","29.124055862426758"
"1959","11427","term","29.124055862426758"
"1959","11427","3gram","202.9290313720703"
"1959","11427","shingle","56.204166412353516"
"1041","810","term","14.580857276916504"
"1041","12722","3gram","126.13255310058594"
"1041","12722","shingle","22.111183166503906"
"1433","193","term","19.473602294921875"
"1433","8001","3gram","141.43458557128906"
"1433","193","shingle","30.6005859375"
"709","7322","term","23.213184356689453"
"709","7322","3gram","187.9334716796875"
"709","7322","shingle","42.131431579589844"
"230","11327","term","18.31644058227539"
"230","11327","3gram","127.95622253417969"
"230","11327","shingle","30.276411056518555"
"1012","3431","term","25.859424591064453"
"1012","3431","3gram","191.92124938964844"
"1012","3431","shingle","46.20602798461914"
"554","4032","term","20.231616973876953"
"554","4032","shingle","45.481544494628906"
"392","3872","term","35.649452209472656"
"392","3872","3gram","259.791015625"
"392","3872","shingle","70.51031494140625"
"1717","9606","phrase","32.43128204345703"
"1717","9606","term","32.43128204345703"
"1717","9606","3gram","195.34568786621094"
"1717","9606","shingle","71.52720642089844"
"1494","3284","term","30.967496871948242"
"1494","3284","3gram","266.43145751953125"
"1494","3284","shingle","72.21211242675781"
"1655","3277","term","32.05949020385742"
"1655","3277","3gram","285.343017578125"
"1655","3277","shingle","74.31014251708984"
"305","14022","phrase","24.876916885375977"
"305","14022","term","26.50448226928711"
"305","14022","3gram","181.12973022460938"
"305","14022","shingle","48.380977630615234"
"1200","3128","3gram","322.5816650390625"
"1319","1961","term","34.89426803588867"
"1319","1961","3gram","301.7340393066406"
"1319","1961","shingle","74.31171417236328"
"499","1240","term","13.263381958007812"
"499","1240","3gram","94.74746704101562"
"499","1240","shingle","18.479007720947266"
"1515","1224","term","28.828845977783203"
"1515","1224","3gram","241.03189086914062"
"1515","1224","shingle","49.23775100708008"
"2055","8821","term","13.21969985961914"
"2055","8821","3gram","136.47128295898438"
"2055","8821","shingle","21.699983596801758"
"666","1246","phrase","24.970291137695312"
"666","1246","term","24.970291137695312"
"666","1246","3gram","172.18539428710938"
"666","1246","shingle","43.235233306884766"
"1290","3309","3gram","252.85023498535156"
"1290","3307","shingle","65.91818237304688"
"1766","11374","phrase","40.52368927001953"
"1766","11374","term","40.523685455322266"
"1766","11374","3gram","172.7598419189453"
"1766","11374","shingle","94.6676025390625"
"1064","13359","term","26.89362335205078"
"1064","13359","3gram","186.5499267578125"
"481","3086","term","20.954519271850586"
"481","3086","3gram","115.95223236083984"
"481","3086","shingle","36.26276397705078"
"1044","12820","phrase","30.520511627197266"
"1044","12820","term","30.520511627197266"
"1044","12820","3gram","300.7899169921875"
"1044","12820","shingle","90.53311157226562"
"1276","12110","phrase","46.669010162353516"
"1276","12110","term","46.66900634765625"
"1276","12110","3gram","424.0559997558594"
"1276","12110","shingle","109.72500610351562"
"351","1576","term","21.36402702331543"
"351","1576","3gram","137.1197967529297"
"351","1576","shingle","32.82802200317383"
"1399","2767","3gram","411.1262512207031"
"2006","8815","phrase","32.74393844604492"
"2006","8815","term","32.74393844604492"
"2006","8815","3gram","245.72433471679688"
"2006","8815","shingle","63.2641716003418"
"692","7877","phrase","20.03190803527832"
"692","7877","term","20.03190803527832"
"692","7877","3gram","98.99674224853516"
"692","7877","shingle","30.59710121154785"
"1080","11965","term","7.431321144104004"
"1080","11965","shingle","10.642942428588867"
"444","9851","term","16.736234664916992"
"444","9851","shingle","25.010860443115234"
"1071","3725","term","15.17680549621582"
"1071","3725","3gram","65.6612548828125"
"1071","3725","shingle","22.065338134765625"
"1732","11502","term","35.98813247680664"
"1732","11502","3gram","301.68621826171875"
"1732","11502","shingle","106.11825561523438"
"459","1110","phrase","20.22511863708496"
"459","1110","term","31.867082595825195"
"459","1110","3gram","248.11032104492188"
"459","1110","shingle","63.43145751953125"
"1889","8278","phrase","40.6979866027832"
"1889","8278","term","40.6979866027832"
"1889","8278","3gram","355.6319885253906"
"1889","8278","shingle","94.90814971923828"
"1542","3301","term","31.73258399963379"
"1542","3301","3gram","244.65245056152344"
"1542","3301","shingle","75.97587585449219"
"2015","518","term","17.719341278076172"
"2015","853","3gram","122.02376556396484"
"2015","518","shingle","26.006244659423828"
"2052","9762","term","18.40070152282715"
"2052","9762","3gram","153.10784912109375"
"2052","9764","shingle","29.92098617553711"
"157","8928","phrase","21.992216110229492"
"157","8928","term","21.992216110229492"
"157","8928","3gram","122.8499526977539"
"157","8928","shingle","37.68058776855469"
"1062","13356","term","17.297061920166016"
"1062","13356","3gram","110.45478057861328"
"1062","13356","shingle","26.809646606445312"
"59","10995","phrase","29.993684768676758"
"59","10995","term","29.993684768676758"
"59","10995","3gram","145.92300415039062"
"59","10995","shingle","49.45762252807617"
"458","1362","term","20.880064010620117"
"458","1362","3gram","163.1765899658203"
"458","1362","shingle","33.19718551635742"
"267","7241","term","25.35650062561035"
"267","7985","3gram","148.619384765625"
"267","2248","shingle","54.19860076904297"
"1800","1932","term","48.078636169433594"
"1800","1932","3gram","497.38714599609375"
"2054","1810","term","10.43910026550293"
"2054","1869","3gram","61.78224182128906"
"2054","7993","shingle","16.330148696899414"
"372","2702","term","30.11650848388672"
"372","2702","3gram","205.27523803710938"
"372","2702","shingle","77.35737609863281"
"866","1132","term","28.538930892944336"
"866","1132","3gram","242.56687927246094"
"866","1132","shingle","61.82891845703125"
"60","61","term","25.879104614257812"
"60","61","3gram","161.54092407226562"
"60","61","shingle","44.298912048339844"
"1775","2765","term","42.86433792114258"
"1775","2765","3gram","367.36553955078125"
"1775","2765","shingle","108.20598602294922"
"1799","2767","term","60.7448844909668"
"637","8253","term","26.166969299316406"
"1024","11626","phrase","24.687196731567383"
"1024","11626","term","24.687196731567383"
"1024","11626","3gram","144.77305603027344"
"1024","11626","shingle","44.90251541137695"
"1370","11463","term","28.838584899902344"
"1370","11463","3gram","227.28147888183594"
"1370","11463","shingle","56.992401123046875"
"1874","11525","phrase","22.803457260131836"
"1874","11525","term","22.803457260131836"
"1874","11525","3gram","172.0057373046875"
"1874","11525","shingle","39.24787902832031"
"536","10505","term","25.778568267822266"
"536","10505","3gram","218.8086395263672"
"536","10505","shingle","45.40962600708008"
"2026","154","phrase","12.764832496643066"
"2026","154","term","19.74184226989746"
"2026","154","3gram","119.23552703857422"
"2026","154","shingle","32.51268768310547"
"823","7272","term","17.17357635498047"
"823","7272","3gram","85.4342041015625"
"823","7272","shingle","25.840608596801758"
"2106","10060","phrase","39.732173919677734"
"2106","10060","term","39.732173919677734"
"2106","10060","3gram","285.1729431152344"
"2106","10060","shingle","80.59809112548828"
"2044","1098","term","18.43968963623047"
"2044","1098","3gram","120.26066589355469"
"2044","1098","shingle","28.364051818847656"
"1539","682","term","28.96552085876465"
"1539","13547","3gram","283.9488830566406"
"799","6433","term","18.910165786743164"
"799","6433","3gram","72.73346710205078"
"799","6433","shingle","28.779720306396484"
"316","1104","term","19.82733917236328"
"316","1104","3gram","156.69850158691406"
"316","1104","shingle","32.97997283935547"
"729","1127","phrase","33.723297119140625"
"729","1127","term","33.723297119140625"
"729","1127","3gram","254.0277557373047"
"729","1127","shingle","67.98959350585938"
"334","7395","phrase","28.83190155029297"
"334","7395","term","28.831899642944336"
"334","7395","3gram","194.9805450439453"
"334","7395","shingle","50.14567947387695"
"1018","11965","term","10.463808059692383"
"1018","11965","3gram","35.582672119140625"
"1018","11965","shingle","16.15435028076172"
"833","7295","phrase","28.800914764404297"
"833","7295","term","30.292434692382812"
"833","7295","3gram","189.1397247314453"
"833","7295","shingle","74.24637603759766"
"1493","3276","term","29.97808074951172"
"1493","3287","3gram","256.0658874511719"
"1493","3276","shingle","70.68994140625"
"1188","2229","phrase","21.867216110229492"
"1188","2229","term","21.867216110229492"
"1188","2229","3gram","101.25261688232422"
"1188","2229","shingle","40.51226806640625"
"1651","13521","term","15.665297508239746"
"1651","13521","3gram","114.46930694580078"
"1651","13521","shingle","33.95989227294922"
"514","4187","term","16.898639678955078"
"514","4187","3gram","106.17740631103516"
"514","4187","shingle","26.347471237182617"
"969","10099","phrase","7.810301303863525"
"969","10099","term","16.34821891784668"
"969","10099","3gram","108.46122741699219"
"969","10099","shingle","24.305278778076172"
"1286","2676","term","46.76375961303711"
"1286","2676","3gram","542.8681030273438"
"1750","9886","phrase","32.17927932739258"
"1750","9886","term","32.17927932739258"
"1750","9886","3gram","178.51051330566406"
"1750","9886","shingle","59.33195495605469"
"506","13241","term","15.652704238891602"
"506","13241","3gram","108.64373779296875"
"506","13241","shingle","21.763254165649414"
"977","10848","term","23.90953826904297"
"977","10848","3gram","152.82949829101562"
"977","10848","shingle","39.71585464477539"
"1251","7291","phrase","32.51085662841797"
"1251","7291","term","33.985965728759766"
"1251","7291","3gram","245.81558227539062"
"1251","7291","shingle","84.39205932617188"
"1663","8312","phrase","23.760725021362305"
"1663","8312","term","23.760725021362305"
"1663","8312","3gram","141.54188537597656"
"1663","8312","shingle","41.13185501098633"
"1773","13298","phrase","34.056617736816406"
"1773","13298","term","34.056617736816406"
"1773","13298","3gram","204.49566650390625"
"1773","13298","shingle","75.05341339111328"
"943","10079","term","30.656326293945312"
"943","10079","3gram","212.58053588867188"
"943","10079","shingle","47.82334899902344"
"991","6039","term","28.945911407470703"
"991","6039","3gram","184.73387145996094"
"991","6039","shingle","57.09627914428711"
"516","7936","term","25.369220733642578"
"516","7936","3gram","230.3578338623047"
"516","7936","shingle","57.33374786376953"
"1261","10669","term","36.714622497558594"
"1261","10669","3gram","237.5253448486328"
"1261","10669","shingle","78.15098571777344"
"1185","1341","term","26.153392791748047"
"1185","1341","3gram","172.78619384765625"
"1185","1341","shingle","47.66926193237305"
"196","1222","term","19.312084197998047"
"196","1222","3gram","115.78089904785156"
"196","1222","shingle","30.330652236938477"
"656","10958","term","19.74067497253418"
"656","10958","shingle","32.3022575378418"
"2112","1397","term","47.4898681640625"
"2112","1397","shingle","105.38752746582031"
"1029","11695","phrase","29.152132034301758"
"1029","11695","term","29.152130126953125"
"1029","11695","3gram","167.52076721191406"
"1029","11695","shingle","56.04237365722656"
"49","5129","term","22.17351722717285"
"49","5129","3gram","126.54866027832031"
"49","5129","shingle","50.46505355834961"
"789","11509","phrase","15.653973579406738"
"789","11509","term","26.38395118713379"
"789","11509","3gram","172.77398681640625"
"789","11509","shingle","60.03361129760742"
"1296","1242","phrase","16.301286697387695"
"1296","1242","term","25.211252212524414"
"1296","1242","3gram","170.6993865966797"
"1296","1242","shingle","39.959190368652344"
"899","13566","term","12.554201126098633"
"899","13566","3gram","54.5317268371582"
"899","4307","shingle","16.02548599243164"
"1948","8846","phrase","29.099449157714844"
"1948","8846","term","29.099449157714844"
"1948","8846","3gram","177.838134765625"
"1948","8846","shingle","48.016334533691406"
"223","5825","term","24.407730102539062"
"223","5825","3gram","177.54270935058594"
"223","5825","shingle","40.53974533081055"
"2028","7322","phrase","31.00773048400879"
"2028","7322","term","31.007728576660156"
"2028","7322","3gram","236.4078369140625"
"2028","7322","shingle","57.04719543457031"
"1112","493","term","23.346742630004883"
"1112","493","3gram","147.60923767089844"
"1112","493","shingle","34.30983352661133"
"850","2253","term","28.191282272338867"
"850","2253","3gram","231.7903594970703"
"850","2253","shingle","49.235443115234375"
"1361","3599","term","46.93800735473633"
"993","1764","term","24.77742576599121"
"993","1764","3gram","152.93939208984375"
"993","6041","shingle","46.2694206237793"
"1616","8312","phrase","23.760725021362305"
"1616","8312","term","23.760725021362305"
"1616","8312","3gram","141.54188537597656"
"1616","8312","shingle","41.13185501098633"
"1687","1271","phrase","48.263648986816406"
"1687","1271","term","48.26364517211914"
"1687","1271","3gram","441.51202392578125"
"1687","1271","shingle","113.46083068847656"
"509","13711","term","22.743274688720703"
"509","13711","3gram","124.46006774902344"
"509","13711","shingle","48.309791564941406"
"1056","12795","term","32.100345611572266"
"1056","12795","3gram","297.8978271484375"
"1056","12795","shingle","61.326820373535156"
"1280","2252","phrase","38.84733963012695"
"1280","2252","term","38.84733963012695"
"1280","2252","3gram","324.42144775390625"
"1280","2252","shingle","85.0491943359375"
"1909","10398","phrase","27.522300720214844"
"1909","10398","term","27.52229881286621"
"1909","10398","3gram","206.4758758544922"
"1909","10398","shingle","50.53484344482422"
"1697","9832","3gram","328.8422546386719"
"1910","10399","phrase","28.974790573120117"
"1910","10399","term","28.974790573120117"
"1910","10399","3gram","212.9862518310547"
"1910","10399","shingle","53.31202697753906"
"2004","1603","term","27.603260040283203"
"2004","8186","3gram","218.02899169921875"
"2004","1603","shingle","65.46316528320312"
"1768","11427","phrase","29.124055862426758"
"1768","11427","term","29.124055862426758"
"1768","11427","3gram","202.9290313720703"
"1768","11427","shingle","56.204166412353516"
"601","1121","term","16.447940826416016"
"601","1121","3gram","111.37702178955078"
"601","1121","shingle","23.574417114257812"
"1921","11502","term","35.98813247680664"
"1921","11502","3gram","301.68621826171875"
"1921","11502","shingle","106.11825561523438"
"1935","7293","phrase","26.901845932006836"
"1935","7293","term","28.39336395263672"
"1935","7293","3gram","179.95530700683594"
"1935","7293","shingle","70.2261962890625"
"737","8032","term","16.351694107055664"
"737","8032","3gram","144.29458618164062"
"737","8032","shingle","28.316904067993164"
"551","7271","term","10.632735252380371"
"551","7271","shingle","13.263213157653809"
"844","7321","phrase","31.682165145874023"
"844","7321","term","33.17368698120117"
"844","7321","3gram","208.50462341308594"
"844","7321","shingle","73.78861999511719"
"1767","11426","phrase","28.36144256591797"
"1767","11426","term","28.361446380615234"
"1767","11426","3gram","199.75274658203125"
"1767","11426","shingle","54.676116943359375"
"1986","9734","term","16.578903198242188"
"1986","9734","shingle","28.04708480834961"
"562","338","term","31.262510299682617"
"562","338","3gram","276.4476013183594"
"562","338","shingle","68.80682373046875"
"1761","10962","phrase","30.896751403808594"
"1761","10962","term","30.89674949645996"
"1761","10962","3gram","192.23316955566406"
