"TOTAL_DESC_ID","PROGRAM_ID","AMOUNT"
"5","347","4899.0"
"1","348","518133.0"
"2","348","414881.0"
"3","348","413981.0"
"4","348","376465.0"
"5","348","552791.0"
"1","349","158994.0"
"2","349","161379.0"
"3","349","152336.0"
"4","349","146251.0"
"5","349","141860.0"
"1","350","47682.0"
"2","350","57323.0"
"3","350","54750.0"
"4","350","52336.0"
"5","350","52780.0"
"1","352","592700.0"
"2","352","595552.0"
"3","352","594042.0"
"4","352","591954.0"
"5","352","592586.0"
"1","353","449274.0"
"2","353","456932.0"
"3","353","432281.0"
"4","353","418661.0"
"5","353","420846.0"
"1","354","50545.0"
"2","354","42820.0"
"3","354","87024.0"
"4","354","87521.0"
"5","354","87697.0"
"1","355","3335732.0"
"2","355","3400484.0"
"3","355","3241894.0"
"4","355","3046266.0"
"5","355","3049996.0"
"1","356","14984.0"
"2","356","19582.0"
"3","356","20712.0"
"4","356","23220.0"
"5","356","21256.0"
"1","357","143275.0"
"2","357","139330.0"
"3","357","139436.0"
"4","357","140388.0"
"5","357","141636.0"
"1","358","14388.0"
"2","358","18008.0"
"3","358","15062.0"
"4","358","16856.0"
"5","358","17589.0"
"1","359","452400.0"
"2","359","335000.0"
"3","359","333000.0"
"4","359","308000.0"
"5","359","335000.0"
"1","360","15000.0"
"2","360","25000.0"
"3","360","30000.0"
"4","360","30000.0"
"1","361","6913000.0"
"2","361","6922000.0"
"3","361","7241000.0"
"4","361","7654000.0"
"5","361","8114000.0"
"1","362","211790.0"
"2","362","222817.0"
"3","362","221680.0"
"4","362","218779.0"
"5","362","202310.0"
"1","363","83000.0"
"2","363","89000.0"
"3","363","90000.0"
"4","363","91000.0"
"5","363","92000.0"
"1","364","2377000.0"
"2","364","2373000.0"
"3","364","2466000.0"
"4","364","2566000.0"
"5","364","2689000.0"
"1","365","793000.0"
"2","365","792000.0"
"3","365","787000.0"
"4","365","780000.0"
"5","365","780000.0"
"1","366","234000.0"
"2","366","255000.0"
"3","366","261000.0"
"4","366","267000.0"
"5","366","273000.0"
"1","367","131000.0"
"2","367","128000.0"
"3","367","127000.0"
"4","367","127000.0"
"5","367","124000.0"
"1","368","439000.0"
"2","368","625000.0"
"3","368","436000.0"
"4","368","452000.0"
"5","368","470000.0"
"1","369","33000.0"
"2","369","13000.0"
"3","369","248000.0"
"4","369","19000.0"
"5","369","19000.0"
"1","370","145000.0"
"2","370","165000.0"
"3","370","165000.0"
"4","370","165000.0"
"5","370","165000.0"
"1","371","9051517.0"
"2","371","8147000.0"
"3","371","8345000.0"
"4","371","8394000.0"
"5","371","9011000.0"
"1","372","7000.0"
"2","372","7000.0"
"3","372","7000.0"
"4","372","7000.0"
"5","372","7000.0"
"1","373","7000.0"
"2","373","7000.0"
"3","373","7000.0"
"4","373","7000.0"
"5","373","7000.0"
"1","374","2208.0"
"2","374","2210.0"
"3","374","2213.0"
"4","374","2229.0"
"5","374","2243.0"
"1","375","6215.0"
"2","375","6175.0"
"3","375","6166.0"
"4","375","6194.0"
"5","375","6242.0"
"1","376","6910.0"
"2","376","6920.0"
"3","376","6914.0"
"4","376","6968.0"
"5","376","7032.0"
"1","377","127517.0"
"2","377","124980.0"
"3","377","124115.0"
"4","377","124978.0"
"5","377","124877.0"
"1","378","2024.0"
"2","378","2022.0"
"3","378","3834.0"
"4","378","3838.0"
"5","378","2368.0"
"1","379","35717.0"
"2","379","34590.0"
"3","379","34567.0"
"4","379","34741.0"
"5","379","34942.0"
"1","380","3.5439842E7"
"2","380","3.5532016E7"
"3","380","3.6506897E7"
"4","380","3.6187025E7"
"5","380","3.7484725E7"
"1","381","526266.0"
"2","381","164584.0"
"3","381","75676.0"
"4","381","271079.0"
"5","381","290783.0"
"1","382","6879.0"
"2","382","3479.0"
"3","382","69.0"
"4","382","9.0"
"5","382","9.0"
"1","383","6.4492026E7"
"2","383","6.8196479E7"
"3","383","7.0536612E7"
"4","383","7.4187042E7"
"5","383","7.7894863E7"
"1","384","2.0690025E7"
"2","384","2.1189153E7"
"3","384","2.2301415E7"
"4","384","2.346802E7"
"5","384","2.4691794E7"
"1","385","1495490.0"
"2","385","1516875.0"
"3","385","1538794.0"
"4","385","1562799.0"
"5","385","1586946.0"
"1","386","1521771.0"
"2","386","954443.0"
"3","386","173346.0"
"1","387","1360042.0"
"2","387","1535843.0"
"3","387","1564907.0"
"4","387","1596043.0"
"5","387","1562472.0"
"1","388","1.1365009E7"
"2","388","1.2189724E7"
"3","388","8221572.0"
"4","388","6538320.0"
"5","388","5930015.0"
"13","424","2326.0"
"14","424","2212.0"
"15","424","2206.0"
"16","424","2218.0"
"3","424","2233.0"
"13","425","42568.0"
"14","425","36406.0"
"17","425","47371.0"
"18","425","43402.0"
"19","425","43935.0"
"13","426","4632.0"
"14","426","4396.0"
"15","426","4420.0"
"16","426","4442.0"
"3","426","4468.0"
"13","430","483881.0"
"14","430","597056.0"
"15","430","413823.0"
"16","430","398472.0"
"3","430","411778.0"
"13","431","11835.0"
"14","431","3941.0"
"15","431","4145.0"
"16","431","4798.0"
"3","431","4936.0"
"13","432","2698.0"
"14","432","3013.0"
"15","432","3574.0"
"16","432","4300.0"
"3","432","4182.0"
"13","433","13122.0"
"14","433","19509.0"
"15","433","17294.0"
"16","433","15698.0"
"3","433","15738.0"
"14","434","997.0"
"15","434","1047.0"
"16","434","1264.0"
"3","434","1304.0"
"13","436","114886.0"
"14","436","129615.0"
"15","436","125977.0"
"16","436","126402.0"
"3","436","130067.0"
"13","438","56108.0"
"14","438","44688.0"
"15","438","44910.0"
"16","438","45392.0"
"3","438","46080.0"
"13","439","32034.0"
"14","439","31152.0"
"15","439","31324.0"
"16","439","31697.0"
"3","439","32229.0"
"13","440","13279.0"
"14","440","12733.0"
"15","440","11069.0"
"16","440","10368.0"
"3","440","10318.0"
"13","441","30946.0"
"14","441","21432.0"
"17","441","19154.0"
"18","441","19635.0"
"19","441","20096.0"
"14","442","168356.0"
"17","442","149724.0"
"18","442","4159.0"
"13","444","43518.0"
"20","444","45640.0"
"21","444","44943.0"
"22","444","44820.0"
"23","444","45175.0"
"13","445","1020676.0"
"14","445","988959.0"
"15","445","932968.0"
"16","445","932557.0"
"3","445","912147.0"
"13","446","236705.0"
"14","446","225984.0"
"15","446","158236.0"
"16","446","152063.0"
"3","446","159543.0"
"13","448","113363.0"
"14","448","112675.0"
"15","448","95514.0"
"16","448","96236.0"
"3","448","97407.0"
"13","449","41675.0"
"14","449","42844.0"
"15","449","44184.0"
"16","449","46697.0"
"3","449","46697.0"
"13","452","38545.0"
"14","452","39667.0"
"15","452","52681.0"
"16","452","52591.0"
"3","452","52729.0"
"13","455","20919.0"
"14","455","25777.0"
"15","455","25827.0"
"16","455","25940.0"
"3","455","26063.0"
"13","458","47777.0"
"14","458","58993.0"
"15","458","58229.0"
"16","458","57866.0"
"3","458","57932.0"
"13","459","66465.0"
"14","459","64972.0"
"15","459","69789.0"
"16","459","70871.0"
"3","459","71958.0"
"13","460","13303.0"
"14","460","13031.0"
"15","460","12761.0"
"13","463","46974.0"
"14","463","47452.0"
"15","463","47041.0"
"16","463","46743.0"
"3","463","46891.0"
"13","464","31461.0"
"14","464","31297.0"
"15","464","30776.0"
"16","464","30471.0"
"3","464","30568.0"
"13","466","327524.0"
"14","466","335912.0"
"15","466","338065.0"
"16","466","349043.0"
"3","466","356144.0"
"13","468","52898.0"
"14","468","49701.0"
"17","468","48246.0"
"18","468","48718.0"
"19","468","49908.0"
"13","469","625940.0"
"14","469","664055.0"
"15","469","709837.0"
"16","469","748321.0"
"3","469","792439.0"
"13","470","42230.0"
"14","470","41336.0"
"15","470","41218.0"
"16","470","41472.0"
"3","470","41866.0"
"13","471","63141.0"
"14","471","64404.0"
"15","471","65692.0"
"16","471","67006.0"
"3","471","68212.0"
"13","472","32998.0"
"14","472","35718.0"
"15","472","36239.0"
"16","472","35730.0"
"3","472","36295.0"
"13","473","527778.0"
"14","473","482502.0"
"15","473","498335.0"
"16","473","498755.0"
"3","473","522628.0"
"13","474","289861.0"
"14","474","264428.0"
"15","474","265687.0"
"16","474","272093.0"
"3","474","278374.0"
"13","475","3589.0"
"14","475","4348.0"
"15","475","2981.0"
"16","475","3232.0"
"3","475","3142.0"
"13","476","25094.0"
"14","476","26424.0"
"15","476","26287.0"
"16","476","26791.0"
"3","476","26703.0"
"13","479","167820.0"
"14","479","191925.0"
"15","479","110655.0"
"16","479","70408.0"
"3","479","22345.0"
"13","480","25916.0"
"14","480","25266.0"
"17","480","25284.0"
"18","480","25352.0"
"19","480","25432.0"
"13","481","14397.0"
"14","481","14119.0"
"17","481","15089.0"
"18","481","14040.0"
"19","481","14062.0"
"13","482","292907.0"
"14","482","279618.0"
"15","482","241892.0"
"16","482","237503.0"
"3","482","239200.0"
"13","483","3264.0"
"14","483","4603.0"
"15","483","4045.0"
"16","483","1648.0"
"3","483","1657.0"
"13","484","417113.0"
"14","484","431549.0"
"15","484","417637.0"
"16","484","414451.0"
"3","484","412459.0"
"13","485","55083.0"
"14","485","37716.0"
"15","485","37276.0"
"16","485","37515.0"
"3","485","84676.0"
"13","487","234144.0"
"14","487","238465.0"
"15","487","253800.0"
"16","487","262958.0"
"3","487","267176.0"
"13","488","78048.0"
"14","488","79488.0"
"15","488","84600.0"
"16","488","87653.0"
"3","488","89059.0"
"13","489","40668.0"
"14","489","36969.0"
"15","489","35898.0"
"16","489","36369.0"
"3","489","36791.0"
"13","490","3304097.0"
"14","490","3367763.0"
"15","490","3312493.0"
"16","490","3232951.0"
"3","490","3143054.0"
"13","491","16978.0"
"14","491","16895.0"
"15","491","15903.0"
"16","491","15509.0"
"3","491","15061.0"
"13","492","148683.0"
"14","492","146544.0"
"15","492","140371.0"
"16","492","137322.0"
"3","492","133854.0"
"13","493","13190.0"
"14","493","13111.0"
"15","493","12235.0"
"16","493","11887.0"
"3","493","11492.0"
"13","494","367500.0"
"14","494","307400.0"
"15","494","300000.0"
"16","494","264000.0"
"3","494","264000.0"
"13","495","22000.0"
"14","495","30000.0"
"13","496","6116900.0"
"14","496","6236000.0"
"15","496","6465900.0"
"16","496","6723700.0"
"3","496","7069700.0"
"13","497","182538.0"
"14","497","224586.0"
"15","497","230578.0"
"16","497","236707.0"
"3","497","238286.0"
"13","498","63000.0"
"14","498","66000.0"
"15","498","70000.0"
"16","498","72000.0"
"3","498","74000.0"
"13","499","2885000.0"
"14","499","2901000.0"
"15","499","3290000.0"
"16","499","3567000.0"
"3","499","3873000.0"
"13","500","742400.0"
"14","500","718400.0"
"15","500","100000.0"
"16","500","100000.0"
"3","500","100000.0"
"13","501","272000.0"
"14","501","249000.0"
"15","501","255000.0"
"16","501","255000.0"
"3","501","246000.0"
"13","502","165000.0"
"14","502","159000.0"
"15","502","158000.0"
"16","502","157000.0"
"3","502","154000.0"
"13","503","364000.0"
"14","503","347000.0"
"15","503","337000.0"
"16","503","331000.0"
"3","503","340000.0"
"13","504","22000.0"
"14","504","26000.0"
"15","504","10000.0"
"16","504","9000.0"
"3","504","9000.0"
"13","505","230000.0"
"14","505","230000.0"
"15","505","275000.0"
"16","505","275000.0"
"3","505","275000.0"
"13","506","5791408.0"
"14","506","6498000.0"
"15","506","7064000.0"
"16","506","7689000.0"
"3","506","8138000.0"
"13","507","15000.0"
"13","510","244683.0"
"14","510","228232.0"
"15","510","230088.0"
"16","510","231397.0"
"3","510","230496.0"
"13","511","140897.0"
"14","511","140714.0"
"15","511","140158.0"
"16","511","139946.0"
"3","511","137900.0"
"13","512","140897.0"
"14","512","140714.0"
"15","512","140158.0"
"16","512","139946.0"
"3","512","137900.0"
"13","513","13001.0"
"14","513","13218.0"
"15","513","13180.0"
"16","513","13244.0"
"3","513","13300.0"
"13","518","367107.0"
"14","518","367949.0"
"15","518","319454.0"
"16","518","320361.0"
"3","518","319232.0"
"13","519","30914.0"
"14","519","28997.0"
"17","519","29290.0"
"18","519","29688.0"
"19","519","30024.0"
"13","521","5815.0"
"14","521","2870.0"
"13","522","34421.0"
"14","522","57127.0"
"15","522","68831.0"
"16","522","80024.0"
"3","522","93082.0"
"13","523","234752.0"
"14","523","363907.0"
"15","523","341633.0"
"16","523","344712.0"
"3","523","344887.0"
"13","525","6355.0"
"14","525","6305.0"
"15","525","6333.0"
"16","525","6362.0"
"3","525","6397.0"
"13","526","476298.0"
"14","526","469803.0"
"15","526","482366.0"
"16","526","497453.0"
"3","526","514300.0"
"13","528","476298.0"
"14","528","469803.0"
"15","528","482366.0"
"16","528","497453.0"
"3","528","514300.0"
"13","531","22880.0"
"14","531","20401.0"
"15","531","17916.0"
"16","531","14974.0"
"3","531","14972.0"
"13","534","1198850.0"
"14","534","1179660.0"
"15","534","1202604.0"
"16","534","1285362.0"
"3","534","1309654.0"
"13","535","160220.0"
"14","535","148330.0"
"15","535","154631.0"
"16","535","150587.0"
"3","535","149994.0"
"13","536","22641.0"
"14","536","23632.0"
"15","536","22862.0"
"16","536","10030.0"
"3","536","5541.0"
"13","537","25642.0"
"14","537","26959.0"
"15","537","24952.0"
"16","537","24758.0"
"3","537","24892.0"
"13","538","324.0"
"14","538","322.0"
"15","538","322.0"
"16","538","315.0"
"3","538","321.0"
"13","539","25642.0"
"14","539","26959.0"
"15","539","24952.0"
"16","539","24758.0"
"3","539","24892.0"
"13","540","324.0"
"14","540","322.0"
"15","540","322.0"
"16","540","315.0"
"3","540","321.0"
"13","541","3518646.0"
"24","541","3505783.0"
"15","541","3244653.0"
"16","541","3218557.0"
"3","541","3220789.0"
"13","542","623856.0"
"24","542","548737.0"
"15","542","553989.0"
"16","542","514419.0"
"3","542","519637.0"
"13","543","2009045.0"
"24","543","2004463.0"
"15","543","2038725.0"
"16","543","2077514.0"
"3","543","2118660.0"
"13","552","70876.0"
"14","552","71397.0"
"15","552","72378.0"
"16","552","71561.0"
"3","552","69275.0"
"13","554","342818.0"
"20","554","963801.0"
"21","554","1267363.0"
"22","554","916995.0"
"23","554","650709.0"
"13","562","834102.0"
"20","562","813196.0"
"21","562","829450.0"
"22","562","835216.0"
"23","562","847296.0"
"13","566","127611.0"
"20","566","162462.0"
"21","566","119866.0"
"22","566","128526.0"
"23","566","120563.0"
"13","567","51594.0"
"20","567","53864.0"
"21","567","53010.0"
"22","567","51817.0"
"23","567","44199.0"
"13","573","92503.0"
"20","573","93957.0"
"21","573","77477.0"
"22","573","71368.0"
"23","573","63410.0"
"13","580","625861.0"
"20","580","672654.0"
"21","580","678728.0"
"22","580","667874.0"
"23","580","622315.0"
"13","582","149722.0"
"14","582","149327.0"
"15","582","149581.0"
"16","582","150754.0"
"3","582","151834.0"
"13","583","38201.0"
"14","583","40396.0"
"15","583","39186.0"
"16","583","39351.0"
"3","583","39450.0"
"25","584","2.0890607E7"
"26","584","1.9335301E7"
"27","584","1.8469546E7"
"28","584","1.8449233E7"
"29","584","1.8666948E7"
"25","585","126178.0"
"26","585","127647.0"
"27","585","112611.0"
"28","585","102635.0"
"29","585","97790.0"
"25","586","65838.0"
"26","586","86455.0"
"27","586","126914.0"
"28","586","152663.0"
"29","586","188040.0"
"25","587","6167.0"
"26","587","6496.0"
"27","587","7068.0"
"28","587","7668.0"
"29","587","8318.0"
"25","588","45558.0"
"26","588","33186.0"
"27","588","29550.0"
"28","588","28634.0"
"29","588","28347.0"
"25","589","4.3243256E7"
"26","589","4.5408252E7"
"27","589","4.6875674E7"
"28","589","4.9554399E7"
"29","589","5.1864898E7"
"25","590","94426.0"
"26","590","104828.0"
"27","590","100489.0"
"28","590","87587.0"
"29","590","74450.0"
"25","591","1.6606273E7"
"26","591","1.7080828E7"
"27","591","1.7522315E7"
"28","591","1.799435E7"
"29","591","1.8639383E7"
"25","592","7842184.0"
"26","592","8396611.0"
"27","592","9003951.0"
"28","592","9539877.0"
"29","592","1.0288088E7"
"25","593","1.7030746E7"
"26","593","1.6501064E7"
"27","593","1.628103E7"
"28","593","1.745939E7"
"29","593","1.8057632E7"
"25","594","3405456.0"
"26","594","3213985.0"
"27","594","3169908.0"
"28","594","3483664.0"
"29","594","3615093.0"
"25","595","140466.0"
"26","595","125039.0"
"27","595","112640.0"
"28","595","110398.0"
"29","595","109115.0"
"25","596","1339.0"
"26","596","1358.0"
"25","597","71965.0"
"26","597","85065.0"
"27","597","87335.0"
"28","597","88905.0"
"29","597","86456.0"
"25","598","32783.0"
"26","598","28426.0"
"27","598","25389.0"
"28","598","25010.0"
"29","598","24787.0"
"25","599","598305.0"
"26","599","765789.0"
"27","599","652504.0"
"28","599","646071.0"
"29","599","588177.0"
"25","600","2043299.0"
"26","600","1750735.0"
"27","600","1640502.0"
"28","600","1731395.0"
"29","600","1785292.0"
"25","601","261563.0"
"26","601","319929.0"
"27","601","381773.0"
"28","601","447217.0"
"29","601","509921.0"
"25","602","136093.0"
"25","603","1051279.0"
"25","604","910862.0"
"25","606","273019.0"
"26","606","228489.0"
"27","606","205454.0"
"28","606","200928.0"
"29","606","198756.0"
"25","607","1001621.0"
"26","607","1074426.0"
"27","607","1118587.0"
"28","607","1091408.0"
"29","607","1045709.0"
"25","608","591185.0"
"26","608","567859.0"
"27","608","516087.0"
"28","608","404798.0"
"29","608","315445.0"
"25","609","125395.0"
"26","609","108808.0"
"27","609","97661.0"
"28","609","95599.0"
"29","609","94523.0"
"25","613","136093.0"
"25","614","1051279.0"
"25","615","910862.0"
"25","617","273019.0"
"26","617","228489.0"
"27","617","205454.0"
"28","617","200928.0"
"29","617","198756.0"
"13","656","5766581.0"
"14","656","6441895.0"
"15","656","6936299.0"
"16","656","7276982.0"
"3","656","7670662.0"
"13","657","9869154.0"
"14","657","1.0553797E7"
"15","657","1.106114E7"
"16","657","1.1556223E7"
"3","657","1.2106426E7"
"13","658","104268.0"
"14","658","101839.0"
"15","658","83313.0"
"16","658","75046.0"
"3","658","70820.0"
"13","659","1005.0"
"13","660","774.0"
"14","660","775.0"
"15","660","240.0"
"16","660","240.0"
"3","660","240.0"
"13","661","237188.0"
"14","661","422615.0"
"15","661","424997.0"
"16","661","358579.0"
"3","661","365692.0"
"13","662","2957334.0"
"14","662","4238005.0"
"15","662","4437718.0"
"13","663","2535272.0"
"14","663","3921255.0"
"15","663","4400080.0"
"16","663","27.0"
"3","663","14.0"
"16","664","1.1056787E7"
"3","664","1.2192035E7"
"13","665","6987735.0"
"14","665","7066253.0"
"15","665","6868463.0"
"16","665","6627359.0"
"3","665","6842294.0"
"13","666","492415.0"
"14","666","410120.0"
"15","666","418163.0"
"16","666","436374.0"
"3","666","366123.0"
"13","667","2443943.0"
"14","667","2619184.0"
"15","667","2577050.0"
"16","667","2816617.0"
"3","667","2909089.0"
"13","668","1829943.0"
"14","668","1777885.0"
"15","668","1931863.0"
"16","668","1912808.0"
"3","668","1971129.0"
"13","669","180140.0"
"14","669","175584.0"
"15","669","179360.0"
"16","669","182784.0"
"3","669","186966.0"
"13","670","55446.0"
"14","670","54090.0"
"15","670","51288.0"
"16","670","48236.0"
"3","670","53332.0"
"13","671","1247191.0"
"14","671","1361669.0"
"15","671","1363461.0"
"16","671","1385025.0"
"3","671","1395365.0"
"13","672","1250502.0"
"14","672","1645006.0"
"15","672","1722052.0"
"16","672","1726457.0"
"3","672","1723003.0"
"13","673","476108.0"
"14","673","368687.0"
"15","673","351900.0"
"16","673","350959.0"
"3","673","349563.0"
"13","674","15034.0"
"14","674","12477.0"
"15","674","12712.0"
"16","674","12808.0"
"3","674","13005.0"
"13","675","71538.0"
"14","675","69867.0"
"15","675","66993.0"
"16","675","67238.0"
"3","675","66477.0"
"13","676","438630.0"
"14","676","459955.0"
"15","676","463372.0"
"16","676","433747.0"
"3","676","444745.0"
"13","677","36550.0"
"14","677","34209.0"
"15","677","34348.0"
"16","677","34372.0"
"3","677","34392.0"
"13","678","65020.0"
"14","678","48213.0"
"15","678","5011.0"
"13","679","43236.0"
"14","679","37432.0"
"15","679","37884.0"
"16","679","37863.0"
"3","679","37512.0"
"13","680","59170.0"
"14","680","59660.0"
"15","680","56186.0"
"16","680","55502.0"
"3","680","58279.0"
"13","681","66847.0"
"14","681","61733.0"
"15","681","62659.0"
"16","681","63880.0"
"3","681","62985.0"
"13","682","2611.0"
"13","683","50840.0"
"14","683","46042.0"
"15","683","40922.0"
"16","683","37632.0"
"3","683","37474.0"
"13","684","6535.0"
"14","684","4928.0"
"15","684","2249.0"
"16","684","2239.0"
"3","684","2237.0"
"13","685","158630.0"
"14","685","197451.0"
"15","685","116792.0"
"16","685","75949.0"
"3","685","26738.0"
"13","686","164245.0"
"14","686","171370.0"
"15","686","167534.0"
"16","686","167023.0"
"3","686","184118.0"
"13","687","63072.0"
"14","687","16951.0"
"15","687","18083.0"
"16","687","18507.0"
"3","687","15692.0"
"13","688","42307.0"
"14","688","43176.0"
"15","688","5443.0"
"16","688","5339.0"
"3","688","2238.0"
"13","704","820139.0"
"14","704","847638.0"
"15","704","742293.0"
"16","704","737000.0"
"3","704","733825.0"
"13","705","3354244.0"
"14","705","3163845.0"
"15","705","3436048.0"
"16","705","3620003.0"
"3","705","3704214.0"
"14","706","2236958.0"
"15","706","12622.0"
"16","706","105000.0"
"3","706","1836110.0"
"13","707","7188.0"
"13","708","432649.0"
"14","708","467287.0"
"15","708","490653.0"
"16","708","524180.0"
"3","708","546701.0"
"13","709","27817.0"
"14","709","28215.0"
"15","709","51083.0"
"16","709","50933.0"
"3","709","50933.0"
"13","710","5044.0"
"14","710","4594.0"
"15","710","4594.0"
"16","710","4594.0"
"3","710","4594.0"
"13","711","158018.0"
"14","711","154266.0"
"15","711","155291.0"
"16","711","158417.0"
"3","711","161462.0"
"13","712","104183.0"
"14","712","104739.0"
"15","712","103909.0"
"16","712","104039.0"
"3","712","102481.0"
"13","713","232420.0"
"14","713","251702.0"
"15","713","247246.0"
"16","713","249398.0"
"3","713","259806.0"
"13","714","194815.0"
"14","714","203007.0"
"15","714","151822.0"
"16","714","152005.0"
"3","714","150991.0"
"13","715","182881.0"
"14","715","176311.0"
"15","715","156129.0"
"16","715","190661.0"
"3","715","200687.0"
"13","716","28823.0"
"14","716","27951.0"
"15","716","31019.0"
"16","716","31808.0"
"3","716","32374.0"
"13","717","19426.0"
"14","717","19353.0"
"17","717","19470.0"
"18","717","19781.0"
"19","717","19896.0"
"13","718","35186.0"
"14","718","34516.0"
"15","718","34712.0"
"16","718","35013.0"
"3","718","35350.0"
"13","719","86562.0"
"14","719","81426.0"
"15","719","82181.0"
"16","719","83329.0"
"3","719","85823.0"
"13","720","122096.0"
"14","720","112639.0"
"15","720","113542.0"
"16","720","113878.0"
"3","720","115150.0"
"13","721","188086.0"
"14","721","194506.0"
"15","721","191583.0"
"16","721","202352.0"
"3","721","196693.0"
"13","722","55202.0"
"14","722","53534.0"
"15","722","52439.0"
"16","722","41453.0"
"3","722","40825.0"
"13","723","219937.0"
"14","723","220500.0"
"15","723","213288.0"
"16","723","212102.0"
"3","723","211946.0"
"13","724","32507.0"
"14","724","25760.0"
"17","724","26865.0"
"18","724","22538.0"
"19","724","23599.0"
"30","726","118303.0"
"14","726","242366.0"
"17","726","249717.0"
"18","726","256186.0"
"19","726","267290.0"
"30","727","2282042.0"
"14","727","4197841.0"
"17","727","4700526.0"
"18","727","5294536.0"
"19","727","5794977.0"
"30","728","8093556.0"
"14","728","1.134754E7"
"17","728","1.19455E7"
"18","728","1.2627339E7"
"19","728","1.3495786E7"
"30","729","129395.0"
"14","729","193784.0"
"17","729","185110.0"
"18","729","187437.0"
"19","729","184556.0"
"13","731","160075.0"
"14","731","173533.0"
"17","731","172256.0"
"18","731","175134.0"
"19","731","175330.0"
"13","732","208294.0"
"14","732","124195.0"
"17","732","129015.0"
"18","732","83925.0"
"19","732","83882.0"
"13","733","307768.0"
"14","733","388362.0"
"17","733","325410.0"
"18","733","317020.0"
"19","733","316945.0"
"13","736","704448.0"
"14","736","827200.0"
"17","736","934019.0"
"18","736","1078173.0"
"19","736","1301030.0"
"13","737","168621.0"
"14","737","15829.0"
"17","737","3726.0"
"18","737","3745.0"
"19","737","7983.0"
"13","738","104955.0"
"14","738","62540.0"
"17","738","30688.0"
"18","738","21964.0"
"19","738","5901.0"
"13","739","12670.0"
"14","739","13162.0"
"17","739","12751.0"
"18","739","12695.0"
"19","739","12549.0"
"13","740","20584.0"
"14","740","19919.0"
"17","740","19268.0"
"18","740","19307.0"
"19","740","19289.0"
"13","743","685764.0"
"14","743","699630.0"
"17","743","717204.0"
"18","743","729822.0"
"19","743","548632.0"
"13","744","774869.0"
"14","744","822096.0"
"17","744","891052.0"
"18","744","926291.0"
"19","744","963764.0"
"13","745","1334801.0"
"14","745","1334453.0"
"17","745","1347820.0"
"18","745","1317395.0"
"19","745","1309208.0"
"13","746","320561.0"
"14","746","417298.0"
"17","746","383567.0"
"18","746","396406.0"
"19","746","397170.0"
"13","747","458678.0"
"14","747","429938.0"
"17","747","381766.0"
"18","747","399161.0"
"19","747","341743.0"
"13","748","360279.0"
"14","748","374990.0"
"17","748","355814.0"
"18","748","370226.0"
"19","748","370648.0"
"13","749","127245.0"
"14","749","138589.0"
"17","749","124261.0"
"18","749","124071.0"
"19","749","121632.0"
"13","751","2.1208995E7"
"14","751","2.1969725E7"
"17","751","2.2673612E7"
"18","751","2.3680664E7"
"19","751","2.512685E7"
"13","752","509199.0"
"14","752","564482.0"
"17","752","573082.0"
"18","752","583964.0"
"19","752","593392.0"
"13","753","1.0475552E7"
"14","753","1.0860153E7"
"17","753","1.104755E7"
"18","753","1.1373022E7"
"19","753","1.1768967E7"
"13","754","5965005.0"
"14","754","6260900.0"
"17","754","6503707.0"
"18","754","6823172.0"
"19","754","6823126.0"
"13","755","94611.0"
"14","755","98059.0"
"17","755","104375.0"
"18","755","110631.0"
"19","755","117269.0"
"13","756","315542.0"
"14","756","417154.0"
"17","756","417168.0"
"18","756","422511.0"
"19","756","439794.0"
"13","757","50342.0"
"14","757","79377.0"
"17","757","79431.0"
"18","757","79305.0"
"19","757","79094.0"
"13","758","340259.0"
"14","758","295658.0"
"17","758","307677.0"
"18","758","318693.0"
"19","758","327534.0"
"13","762","120908.0"
"14","762","113993.0"
"15","762","93291.0"
"16","762","91234.0"
"3","762","93174.0"
"13","763","52026.0"
"14","763","47907.0"
"15","763","49105.0"
"16","763","50332.0"
"3","763","51591.0"
"13","764","32969.0"
"14","764","30169.0"
"15","764","30923.0"
"16","764","31696.0"
"3","764","32488.0"
"13","765","6532.0"
"14","765","6594.0"
"15","765","6651.0"
"16","765","6701.0"
"3","765","6747.0"
"13","766","26528.0"
"14","766","23057.0"
"17","766","23090.0"
"18","766","24007.0"
"19","766","23948.0"
"13","768","516616.0"
"14","768","508194.0"
"15","768","500587.0"
"16","768","512234.0"
"3","768","503154.0"
"13","771","627613.0"
"14","771","534662.0"
"15","771","353898.0"
"16","771","291829.0"
"3","771","233008.0"
"13","774","197576.0"
"14","774","197439.0"
"15","774","206168.0"
"16","774","234526.0"
"3","774","263770.0"
"13","775","180494.0"
"14","775","188846.0"
"15","775","191532.0"
"16","775","192197.0"
"3","775","195548.0"
"13","776","7460.0"
"14","776","7810.0"
"15","776","7926.0"
"16","776","7953.0"
"3","776","8082.0"
"13","777","6129.0"
"14","777","6415.0"
"15","777","6513.0"
"16","777","6536.0"
"3","777","6642.0"
"13","778","170675.0"
"14","778","185281.0"
"15","778","139620.0"
"16","778","133469.0"
"3","778","120649.0"
"13","780","1135446.0"
"14","780","1145547.0"
"17","780","1222872.0"
"18","780","1303718.0"
"19","780","1388141.0"
"13","783","1772.0"
"14","783","1759.0"
"15","783","1742.0"
"16","783","1752.0"
"3","783","1769.0"
"13","789","4535.0"
"14","789","4358.0"
"17","789","4383.0"
"18","789","4408.0"
"19","789","4445.0"
"13","790","934135.0"
