"ID","NAME"
"1986","Biosecurity Charges Imposition (Customs) Act 2015"
"1987","Biosecurity Charges Imposition (Excise) Act 2015"
"1988","Biosecurity Charges Imposition (General) Act 2015"
"1989","Biosecurity (Consequential Amendments and Transitional Provisions) Act 2015, except to the extent administered by the Health Minister"
"1990","Export Charges (Collection) Act 2015"
"1991","Export Charges (Imposition—Customs) Act 2015"
"1992","Export Charges (Imposition—Excise) Act 2015"
"1993","Export Charges (Imposition—General) Act 2015"
"1994","Export Control Amendment (Quotas) Act 2015"
"1995","Household Stimulus Package Act (No. 2) 2009, Schedule 4, insofar as it relates to legislation administered by the Agriculture Minister"
"1996","Imported Food Charges (Collection) Act 2015"
"1997","Imported Food Charges (Imposition—Customs) Act 2015"
"1998","Imported Food Charges (Imposition—Excise) Act 2015"
"1999","Imported Food Charges (Imposition—General) Act 2015"
"2000","Natural Resources Management (Financial Assistance) Act 1992, except to the extent administered by the Environment Minister"
"2001","Water Act 2007, except to the extent administered by the Environment Minister"
"2002","Acts and Instruments (Framework Reform) Act 2015"
"2003","Australian Crime Commission (National Policing Information Charges) Act 2016"
"2004","Australian Transaction Reports and Analysis Centre Industry Contribution Act 2011"
"2005","Australian Transaction Reports and Analysis Centre Industry Contribution (Collection) Act 2011"
"2006","Counter-Terrorism Legislation Amendment (Foreign Fighters) Act 2014"
"2007","Legislation Act 2003"
"2008","Tribunals Amalgamation Act 2015"
"2009","Enhancing Online Safety for Children Act 2015"
"2010","Enhancing Online Safety for Children (Consequential Amendments) Act 2015"
"2011","Australian Defence Force Cover Act 2015"
"2012","Australian Defence Force Superannuation Act 2015"
"2013","Medical Research Future Fund Act 2015"
"2014","Qantas Sale Act 1992, except to the extent administered by the Treasurer or the Minister for Regional Development"
"2015","Australian Trade and Investment Commission Act 1985"
"2016","Aged Care Legislation Amendment (Increasing Consumer Choice) Act 2016"
"2017","Australian Immunisation Register Act 2015"
"2018","Australian Immunisation Register (Consequential and Transitional Provisions) Act 2015"
"2019","Biosecurity Act 2015, except to the extent administered by the Agriculture Minister"
"2020","Biosecurity (Consequential Amendments and Transitional Provisions) Act 2015, except to the extent administered by the Agriculture Minister"
"2021","Human Services (Medicare) Act 1973, Part IID, section 3 (definition of ‘Departmental employee') and section 8AC, in relation to health provider compliance"
"2022","My Health Records Act 2012"
"2023","Narcotic Drugs Amendment Act 2016"
"2024","Australian Hearing Services Act 1991, except to the extent administered by the Health Minister"
"2025","Human Services (Medicare) Act 1973, except to the extent administered by the Health Minister"
"2026","Customs Licensing Charges Act 1997"
"2027","Northern Australia Infrastructure Facility Act 2016"
"2028","A.C.T. Self-Government (Consequential Provisions) Act 1988"
"2029","Low Aromatic Fuel Act 2013"
"2030","Business Services Wage Assessment Tool Payment Scheme Act 2015"
"2031","Business Services Wage Assessment Tool Payment Scheme Amendment Act 2016"
"2032","Asian Infrastructure Investment Bank Act 2015"
"2033","Australian Small Business and Family Enterprise Ombudsman Act 2015"
"2034","Competition and Consumer Act 2010, except to the extent administered by the Attorney-General, the Minister for Communications, the Minister for Industry, Innovation and Science and the Minister for Regional Development"
"2035","Excess Exploration Credit Tax Act 2015"
"2036","Foreign Acquisitions and Takeovers Fees Imposition Act 2015"
"2037","Fuel Indexation (Road Funding) Special Account Act 2015"
"2038","Medical Indemnity (Prudential Supervision and Product Standards) Act 2003, except to the extent administered by the Health Minister"
"2039","Private Health Insurance (Prudential Supervision) Act 2015"
"2040","Private Health Insurance Supervisory Levy Imposition Act 2015"
"2041","Register of Foreign Ownership of Agricultural Land Act 2015"
"2042","International Criminal Court Act 2002, except to the extent administered by the Minister for Foreign Affairs"
"2043","International Criminal Court Act 2002, Parts 11 and 12 of Schedule 1"
"2044","Australian Crime Commission Act 2002, section 27"
"2045","Crimes Act 1914, except to the extent administered by the Minister for Home Affairs"
"2046","Proceeds of Crime Act 1987, section 102"
"2047","Australian Crime Commission Act 2002, except to the extent administered by the Attorney-General"
"2048","Crimes Act 1914, Parts IAA, IAAA, IAAB, IAB, IAC, IC, ID, and IE"
"2049","Proceeds of Crime Act 1987, except to the extent administered by the Attorney-General"
"2050","Social Security Act 1991, except to the extent administered by the Minister for Home Affairs or the Minister for Employment"
"2051","Social Security (Administration) Act 1999, except to the extent administered by the Minister for Home Affairs or the Minister for Employment"
"2052","Export Inspection Charges Collection Act 1985"
"2053","Regional Investment Corporation Act 2018"
"2054","Wine Australia Act 2013"
"2055","Court Administration Legislation Amendment Act 2016"
"2056","Marriage Amendment (Definition and Religious Freedoms) Act 2017"
"2057","Broadcasting Legislation Amendment (Broadcasting Reform) Act 2017"
"2058","Commercial Broadcasting (Tax) Act 2017"
"2059","Enhancing Online Safety Act 2015"
"2060","VET Student Loans Act 2016"
"2061","VET Student Loans (Charges) Act 2016"
"2062","VET Student Loans (Consequential Amendments and Transitional Provisions) Act 2016"
"2063","Hazardous Waste (Regulation of Exports and Imports) Levy Act 2017"
"2064","Moomba-Sydney Pipeline System Sale Act 1994, except to the extent administered by the Minister for Finance"
"2065","Petroleum and Other Fuels Reporting Act 2017"
"2066","Product Emissions Standards Act 2017"
"2067","Product Emissions Standards (Customs) Charges Act 2017"
"2068","Product Emissions Standards (Excise) Charges Act 2017"
"2069","Federal Circuit Court of Australia Act 1999, insofar as it relates to superannuation and death and disability (Division 2 of Part 2 of Schedule 1) and the determination of the rate of superannuation payable (Clause 8 of Division 1 of Schedule 1)"
"2070","Independent Parliamentary Expenses Authority Act 2017"
"2071","Independent Parliamentary Expenses Authority (Consequential Amendments) Act 2017"
"2072","Loans Securities Act 1919, section 6"
"2073","Moomba-Sydney Pipeline System Sale Act 1994, section 51"
"2074","Parliamentary Business Resources Act 2017"
"2075","Parliamentary Business Resources (Consequential and Transitional Provisions) Act 2017"
"2076","Parliamentary Retirement Travel Act 2002"
"2077","Civil Nuclear Transfers to India Act 2016"
"2078","Australian Organ and Tissue Donation and Transplantation Authority Amendment (New Governance Arrangements) Act 2016"
"2079","Budget Savings (Omnibus) Act 2016, Part 2 of Schedule 7"
"2080","Medicare Guarantee Act 2017, to the extent of its application to the Medicare Guarantee Fund (Health) Special Account"
"2081","Narcotic Drugs (Licence Charges) Act 2016"
"2082","National Cancer Screening (Consequential and Transitional Provisions) Act 2016"
"2083","National Cancer Screening Register Act 2016"
"2084","Law Enforcement (AFP Professional Standards and Related Measures) Act 2006"
"2085","Intellectual Property Laws Amendment (Raising the Bar) Act 2012"
"2086","National Measurement Amendment Act 2004"
"2087","National Measurement Amendment Act 2008"
"2088","Building and Construction Industry (Improving Productivity) Act 2016"
"2089","Building and Construction Industry (Consequential and Transitional Provisions) Act 2016"
"2090","Social Security Act 1991, insofar as it relates to the participation and activity test requirements and compliance obligations for participation payment recipients"
"2091","Social Security (Administration) Act 1999, insofar as it relates to the participation and activity test requirements and compliance obligations for participation payment recipients"
"2092","Higher Education Support Act 2003, insofar as it relates to grants to higher education providers for Indigenous persons"
"2093","Succession to the Crown Act 2015"
"2094","Budget Savings (Omnibus) Act 2016, insofar as it relates to Schedule 12, Part 2 and Schedule 21, Part 2, Item 38"
"2095","National Disability Insurance Scheme Amendment (Quality and Safeguards Commission and Other Measures) Act 2017"
"2096","Social Security Act 1991, except to the extent administered by the Minister for Home Affairs or the Minister for Jobs and Innovation"
"2097","Social Security (Administration) Act 1999, except to the extent administered by the Minister for Home Affairs or the Minister for Jobs and Innovation"
"2098","Social Services and Other Legislation Amendment (Seniors Supplement Cessation) Act 2015"
"2099","Social Services Legislation Amendment (No. 2) Act 2015"
"2100","Social Services Legislation Amendment (No Jab, No Pay) Act 2015"
"2101","ASIC Supervisory Cost Recovery Levy Act 2017"
"2102","ASIC Supervisory Cost Recovery Levy (Collection) Act 2017"
"2103","Charities (Consequential Amendments and Transitional Provisions) Act 2013, only to the extent of its application to taxation and corporations law, or the Australian Charities and Not-for-profits Commission"
"2104","Diverted Profits Tax Act 2017"
"2105","First Home Super Saver Tax Act 2017"
"2106","Income Tax (Attribution Managed Investment Trusts—Offsets) Act 2016"
"2107","Loans Securities Act 1919, except to the extent administered by the Minister for Finance"
"2108","Major Bank Levy Act 2017"
"2109","Medicare Guarantee Act 2017, except to the extent administered by the Minister for Health"
"2110","Register of Foreign Ownership of Water or Agricultural Land Act 2015"
"2111","Superannuation (Excess Transfer Balance Tax) Imposition Act 2016"
"2112","Australian Participants in British Nuclear Tests and British Commonwealth Occupation Force (Treatment) Act 2006"
"2113","Safety, Rehabilitation and Compensation (Defence-related Claims) Act 1988"
"2114","Australian Security Intelligence Organisation Act 1979, section 34ZX"
"2115","Intelligence Services Act 2001, except to the extent administered by the Prime Minister, the Minister for Defence and the Minister for Home Affairs"
"2116","Australian Security Intelligence Organisation Act 1979, except to the extent administered by the Attorney-General"
"2118","Abolition of Compulsory Age Retirement (Statutory Officeholders) Act 2001"
"2119","Aboriginal and Torres Strait Islander Amendment (Indigenous Land Corporation) Act 2018"
"2120","Aboriginal and Torres Strait Islander Commission Amendment Act 1993"
"2121","Aboriginal and Torres Strait Islander Commission Amendment Act 1994"
"2122","Aboriginal and Torres Strait Islander Commission Amendment Act 1996"
"2123","Aboriginal and Torres Strait Islander Commission Amendment Act 1998"
"2124","Aboriginal and Torres Strait Islander Commission Amendment Act 2001"
"2125","Aboriginal and Torres Strait Islander Commission Amendment Act 2002"
"2126","Aboriginal and Torres Strait Islander Commission Amendment Act (No. 2) 1993"
"2127","Aboriginal and Torres Strait Islander Commission Amendment Act (No. 3) 1993"
"2128","Aboriginal and Torres Strait Islander Commission Amendment (TSRA) Act 1997"
"2129","Aboriginal and Torres Strait Islander Heritage (Interim Protection) Amendment Act 1986"
"2130","Aboriginal and Torres Strait Islander Heritage Protection Amendment Act 1987"
"2131","Aboriginal and Torres Strait Islander Heritage Protection Amendment Act 2006"
"2132","Aboriginal and Torres Strait Islander Land and Sea Future Fund Act 2018"
"2133","Aboriginal and Torres Strait Islander Land and Sea Future Fund (Consequential Amendments) Act 2018"
"2134","Aboriginal and Torres Strait Islander Peoples Recognition (Sunset Extension) Act 2015"
"2135","Aboriginal Councils and Associations Amendment Act 1992"
"2136","Aboriginal Land Grant and Management (Jervis Bay Territory) Legislation Amendment Act 1995"
"2137","Aboriginal Land Grant (Jervis Bay Territory) Amendment Act 2003"
"2138","Aboriginal Land (Lake Condah and Framlingham Forest) Amendment Act 1994"
"2139","Aboriginal Land Rights (Northern Territory) Amendment Act (No. 2) 2000"
"2140","Aboriginal Land Rights and Other Legislation Amendment Act 2013"
"2141","Aboriginal Land Rights (Northern Territory) Amendment Act 1980"
"2142","Aboriginal Land Rights (Northern Territory) Amendment Act 1987"
"2143","Aboriginal Land Rights (Northern Territory) Amendment Act 1989"
"2144","Aboriginal Land Rights (Northern Territory) Amendment Act 1993"
"2145","Aboriginal Land Rights (Northern Territory) Amendment Act 1994"
"2146","Aboriginal Land Rights (Northern Territory) Amendment Act 1995"
"2147","Aboriginal Land Rights (Northern Territory) Amendment Act 1997"
"2148","Aboriginal Land Rights (Northern Territory) Amendment Act 2002"
"2149","Aboriginal Land Rights (Northern Territory) Amendment Act 2015"
"2150","Aboriginal Land Rights (Northern Territory) Amendment Act (No. 3) 1987"
"2151","Aboriginal Land Rights (Northern Territory) Amendment Act (No. 2) 1995"
"2152","Aboriginal Land Rights (Northern Territory) Amendment Act (No. 1) 1999"
"2153","Aboriginal Land Rights (Northern Territory) Amendment Act (No. 3) 2000"
"2154","Access to Justice (Civil Litigation Reforms) Amendment Act 2009"
"2155","Access to Justice (Federal Jurisdiction) Amendment Act 2012"
"2156","Act No. 38 of 2001: There is no Act No. 38 of 2001"
"2157","ACT Government Loan Act 2014"
"2158","Acts and Instruments (Framework Reform) (Consequential Provisions) Act 2015"
"2159","Acts Interpretation Amendment Act 2011"
"2160","Acts Interpretation Amendment (Court Procedures) Act 2003"
"2161","Acts Interpretation Amendment (Legislative Instruments) Act 2005"
"2162","Administrative Appeals Tribunal Amendment Act 2005"
"2163","Administrative Changes (Consequential Provisions) Act 1978"
"2164","AeroSpace Technologies of Australia Limited Sale Act 1994"
"2165","Affirmative Action (Equal Employment Opportunity for Women) Amendment Act 1992"
"2166","Age Discrimination Amendment Act 2006"
"2167","Age Discrimination (Consequential Provisions) Act 2004"
"2168","Aged Care (Accommodation Payment Security) Levy Amendment (Norfolk Island) Act 2015"
"2169","Aged Care Amendment (2005 Measures No. 1) Act 2006"
"2170","Aged Care Amendment (2008 Measures No. 1) Act 2008"
"2171","Aged Care Amendment (2008 Measures No. 2) Act 2008"
"2172","Aged Care Amendment Act 2000"
"2173","Aged Care Amendment Act 2004"
"2174","Aged Care Amendment Act 2011"
"2175","Aged Care Amendment (Extra Service) Act 2005"
"2176","Aged Care Amendment (Independent Complaints Arrangements) Act 2015"
"2177","Aged Care Amendment (Red Tape Reduction in Places Management) Act 2016"
"2178","Aged Care Amendment (Residential Care) Act 2006"
"2179","Aged Care Amendment (Residential Care) Act 2007"
"2180","Aged Care Amendment (Security and Protection) Act 2007"
"2181","Aged Care Amendment (Transition Care and Assets Testing) Act 2005"
"2182","Aged Care and Other Legislation Amendment Act 2014"
"2183","Aged Care (Bond Security) Amendment Act 2013"
"2184","Aged Care (Bond Security) Levy Amendment Act 2013"
"2185","Aged Care Quality and Safety Commission Act 2018"
"2186","Aged Care Quality and Safety Commission (Consequential Amendments and Transitional Provisions) Act 2018"
"2187","Aged Care (Single Quality Framework) Reform Act 2018"
"2188","Agricultural and Veterinary Chemicals (Administration) Amendment Act 2004"
"2189","Agricultural and Veterinary Chemicals (Administration) Amendment Act 2007"
"2190","Agricultural and Veterinary Chemicals Amendment Act 1992"
"2191","Agricultural and Veterinary Chemicals Code Amendment Act 2010"
"2192","Agricultural and Veterinary Chemicals Legislation Amendment Act 2001"
"2193","Agricultural and Veterinary Chemicals Legislation Amendment Act 2003"
"2194","Agricultural and Veterinary Chemicals Legislation Amendment (Levy and Fees) Act 2005"
"2195","Agricultural and Veterinary Chemicals Legislation Amendment (Name Change) Act 2004"
"2196","Agricultural and Veterinary Chemicals Legislation Amendment (Removing Re-approval and Re-registration) Act 2014"
"2197","Agriculture, Fisheries and Forestry Legislation Amendment (2007 Measures No. 1) Act 2007"
"2198","Agriculture, Fisheries and Forestry Legislation Amendment Act (No. 1) 2003"
"2199","Agriculture, Fisheries and Forestry Legislation Amendment Act (No. 1) 2004"
"2200","Agriculture, Fisheries and Forestry Legislation Amendment Act (No. 1) 2013"
"2201","Air Navigation Act 1974"
"2202","Air Navigation (Charges) Act 1973"
"2203","Aircraft Noise Levy Act 1995"
"2204","Aircraft Noise Levy Collection Act 1995"
"2205","Aircraft Noise Levy Collection Amendment Act 2001"
"2206","Airports Amendment Act 1999"
"2207","Airports Amendment Act 2007"
"2208","Airports Amendment Act 2010"
"2209","Airports Amendment Act 2015"
"2210","Airports Amendment Act 2018"
"2211","Airports (On-Airport Activities Administration) Validation Act 2010"
"2212","Albury-Wodonga Development Amendment Act 2000"
"2213","Albury-Wodonga Development Corporation (Abolition) Act 2014"
"2214","Albury-Wodonga Development (Financial Assistance) Amendment Act 1982"
"2215","Amending Acts 1901 to 1969 Repeal Act 2014"
"2216","Amending Acts 1970 to 1979 Repeal Act 2015"
"2217","Amending Acts 1980 to 1989 Repeal Act 2015"
"2218","Amending Acts 1990 to 1999 Repeal Act 2016"
"2219","Anglo-Australian Telescope Agreement Amendment Act 2006"
"2220","Antarctic Treaty (Environment Protection) Amendment Act 2010"
"2221","Antarctic Treaty (Environment Protection) Amendment Act 2012"
"2222","Anti-Money Laundering and Counter-Terrorism Financing Amendment Act 2007"
"2223","Anti-Money Laundering and Counter-Terrorism Financing Amendment Act 2017"
"2224","Anti-Money Laundering and Counter-Terrorism Financing (Transitional Provisions and Consequential Amendments) Act 2006"
"2225","Anti-People Smuggling and Other Measures Act 2010"
"2226","Anti-Terrorism Act 2005"
"2227","Anti-Terrorism Act (No. 2) 2005"
"2228","Anti-terrorism Act (No. 2) 2004"
"2229","Anti-terrorism Act (No. 3) 2004"
"2230","Appropriation Act (No. 1) 2016-2017"
"2231","Appropriation Act (No. 2) 2016-2017"
"2232","Appropriation Act (No. 3) 2016-2017"
"2233","Appropriation Act (No. 4) 2016-2017"
"2234","Appropriation Act (No. 1) 2017-2018"
"2235","Appropriation Act (No. 2) 2017-2018"
"2236","Appropriation Act (No. 3) 2017-2018"
"2237","Appropriation Act (No. 4) 2017-2018"
"2238","Appropriation Act (No. 5) 2017-2018"
"2239","Appropriation Act (No. 6) 2017-2018"
"2240","Appropriation Act (No. 1) 2018-2019"
"2241","Appropriation Act (No. 2) 2018-2019"
"2242","Appropriation (Parliamentary Departments) Act (No. 1) 2016-2017"
"2243","Appropriation (Parliamentary Departments) Act (No. 1) 2017-2018"
"2244","Appropriation (Parliamentary Departments) Act (No. 1) 2018-2019"
"2245","Archives Amendment Act 2008"
"2246","Arts, Environment and Territories Legislation Amendment Act 1992"
"2247","Arts, Environment and Territories Legislation Amendment Act 1993"
"2248","Arts Legislation Amendment (Maritime Museum and Film, Television and Radio School) Act 2005"
"2249","Arts, Sport, Environment, Tourism and Territories Legislation Amendment Act 1991"
"2250","Arts, Sport, Environment, Tourism and Territories Legislation Amendment Act (No. 2) 1991"
"2251","Arts, Territories and Environment Legislation Amendment Act 1989"
"2252","Asbestos-related Claims (Management of Commonwealth Liabilities) Act 2005"
"2253","Asian Development Bank (Additional Subscription) Act 1972"
"2254","Asian Development Bank (Additional Subscription) Act 1977"
"2255","Asian Development Bank (Additional Subscription) Act 1983"
"2256","Asian Development Bank (Additional Subscription) Act 1995"
"2257","Asian Development Bank (Additional Subscription) Act 2009"
"2258","ASIC Supervisory Cost Recovery Levy Amendment Act 2018"
"2259","ASIC Supervisory Cost Recovery Levy (Consequential Amendments) Act 2017"
"2260","ASIO Legislation Amendment Act 2003"
"2261","ASIO Legislation Amendment Act 2006"
"2262","Assistance for Carers Legislation Amendment Act 1999"
"2263","Astronomical Functions Act 2010"
"2264","Audit Act 1906"
"2265","Audit Amendment Act 1979"
"2266","Auditor-General Amendment Act 2009"
"2267","Auditor-General Amendment Act 2011"
"2268","AusCheck Amendment Act 2009"
"2269","AusLink (National Land Transport) Amendment Act 2008"
"2270","Australia New Zealand Food Authority Amendment Act 2001"
"2271","Australia-Japan Foundation (Repeal and Transitional Provisions) Act 2006"
"2272","Australian Animal Health Council (Live-stock Industries) Funding Amendment Act 2002"
"2273","Australian Astronomical Observatory (Transition) Act 2018"
"2274","Australian Border Force Amendment (Protected Information) Act 2017"
"2275","Australian Broadcasting Corporation Amendment Act 1993"
"2276","Australian Broadcasting Corporation Amendment Act 2006"
"2277","Australian Capital Territory and Jervis Bay (Lands Acquisition) Act 1955"
"2278","Australian Capital Territory (Electoral) Amendment Act 1991"
"2279","Australian Capital Territory Evidence (Temporary Provisions) Act 1971"
"2280","Australian Capital Territory Legislation Amendment Act 2003"
"2281","Australian Capital Territory (Planning and Land Management) Act 1988"
"2282","Australian Capital Territory (Planning and Land Management) Amendment Act 2018"
"2283","Australian Capital Territory (Self-Government) Amendment Act 2013"
"2284","Australian Capital Territory Stamp Duty Amendment Act 1986"
"2285","Australian Capital Territory Supreme Court Act 1933"
"2286","Australian Capital Territory Water Management Legislation Amendment Act 2013"
"2287","Australian Centre For International Agricultural Research Amendment Act 1992"
"2288","Australian Centre for International Agricultural Research Amendment Act 2007"
"2289","Australian Charities and Not-for-profits Commission (Consequential and Transitional) Act 2012"
"2290","Aviation Crimes and Policing Legislation Amendment Act 2011"
"2291","Aviation Legislation Amendment (2007 Measures No. 1) Act 2007"
"2292","Aviation Legislation Amendment (2008 Measures No. 1) Act 2008"
"2293","Aviation Legislation Amendment (2008 Measures No. 2) Act 2009"
"2294","Aviation Legislation Amendment Act 2002"
"2295","Aviation Legislation Amendment Act (No. 1) 1998"
"2296","Aviation Legislation Amendment Act (No. 1) 2000"
"2297","Aviation Legislation Amendment (International Airline Licences and Carriers' Liability Insurance) Act 2008"
"2298","Aviation Legislation Amendment (Liability and Insurance) Act 2012"
"2299","Aviation Security Amendment Act 2004"
"2300","Aviation Transport Security Amendment (2009 Measures No. 1) Act 2010"
"2301","Aviation Transport Security Amendment (2009 Measures No. 2) Act 2010"
"2302","Aviation Transport Security Amendment Act 2006"
"2303","Aviation Transport Security Amendment Act 2018"
"2304","Aviation Transport Security Amendment (Additional Screening Measures) Act 2007"
"2305","Aviation Transport Security Amendment (Air Cargo) Act 2011"
"2306","Aviation Transport Security Amendment (Cargo) Act 2015"
"2307","Aviation Transport Security Amendment (Inbound Cargo Security Enhancement) Act 2013"
"2308","Banking Act 1973"
"2309","Banking Act 1974"
"2310","Banking Act (No. 2) 1973"
"2311","Banking Amendment (Covered Bonds) Act 2011"
"2312","Banking Amendment (Unclaimed Money) Act 2013"
"2313","Banking Laws Amendment (Unclaimed Money) Act 2015"
"2314","Banking Legislation Amendment Act 1986"
"2315","Banking Legislation Amendment Act 1989"
"2316","Banking Legislation Amendment Act 1992"
"2317","Bankruptcy Amendment (Debt Agreement Reform) Act 2018"
"2318","Bankruptcy and Family Law Legislation Amendment Act 2005"
"2319","Bankruptcy (Estate Charges) Amendment Act 2001"
"2320","Bankruptcy (Estate Charges) Amendment Act 2002"
"2321","Bankruptcy (Estate Charges) Amendment Act 2004"
"2322","Bankruptcy (Estate Charges) Amendment Act 2007"
"2323","Bankruptcy Legislation Amendment Act 2002"
"2324","Bankruptcy Legislation Amendment Act 2004"
"2325","Bankruptcy Legislation Amendment Act 2010"
"2326","Bankruptcy Legislation Amendment (Anti-avoidance) Act 2006"
"2327","Bankruptcy Legislation Amendment (Debt Agreements) Act 2007"
"2328","Bankruptcy Legislation Amendment (Fees and Charges) Act 2006"
"2329","Bankruptcy Legislation Amendment (Superannuation Contributions) Act 2007"
"2330","Banks (Shareholdings) Amendment Act 1985"
"2331","Bills of Exchange Act 1971"
"2332","Bills of Exchange Amendment Act 1986"
"2333","Biological Control Amendment Act 2016"
"2334","Biosecurity Act 2015"
"2335","Biosecurity Amendment (Ballast Water and Other Measures) Act 2017"
"2336","Biosecurity (Consequential Amendments and Transitional Provisions) Act 2015"
"2337","Biosecurity Legislation Amendment (Miscellaneous Measures) Act 2018"
"2338","Border Protection Legislation Amendment Act 1999"
"2339","Border Protection Legislation Amendment (Deterrence of Illegal Foreign Fishing) Act 2005"
"2340","Border Protection (Validation and Enforcement Powers) Act 2001"
"2341","Border Security Legislation Amendment Act 2002"
"2342","Broadcasting Amendment Act 1987"
"2343","Broadcasting Amendment Act 1990"
"2344","Broadcasting Amendment Act 1991"
"2345","Broadcasting Amendment Act (No. 3) 1987"
"2346","Broadcasting Amendment Act (No. 2) 1987"
"2347","Broadcasting Amendment Act (No. 4) 1987"
"2348","Broadcasting Amendment Act (No. 2) 1990"
"2349","Broadcasting Amendment Act (No. 2) 1991"
"2350","Broadcasting and Other Legislation Amendment (Deregulation) Act 2015"
"2351","Broadcasting and Television Amendment Act 1980"
"2352","Broadcasting and Television Amendment Act 1981"
"2353","Broadcasting and Television Amendment Act 1982"
"2354","Broadcasting and Television Amendment Act 1984"
"2355","Broadcasting and Television Amendment Act 1985"
"2356","Broadcasting and Television (Consequential Amendments) Act 1985"
"2357","Broadcasting and Television Legislation Amendment Act 1985"
"2358","Broadcasting and Television Legislation Amendment Act 1986"
"2359","Broadcasting (Foreign Ownership) Amendment Act 1990"
"2360","Broadcasting Legislation Amendment Act 1988"
"2361","Broadcasting Legislation Amendment Act 2001"
"2362","Broadcasting Legislation Amendment Act 2007"
"2363","Broadcasting Legislation Amendment Act (No. 2) 2001"
"2364","Broadcasting Legislation Amendment Act (No. 2) 2002"
"2365","Broadcasting Legislation Amendment Act (No. 1) 2002"
"2366","Broadcasting Legislation Amendment Act (No. 1) 2003"
"2367","Broadcasting Legislation Amendment Act (No. 1) 2006"
"2368","Broadcasting Legislation Amendment (Convergence Review and Other Measures) Act 2013"
"2369","Broadcasting Legislation Amendment (Digital Dividend) Act 2013"
"2370","Broadcasting Legislation Amendment (Digital Dividend and Other Measures) Act 2011"
"2371","Broadcasting Legislation Amendment (Digital Radio) Act 2007"
"2372","Broadcasting Legislation Amendment (Digital Radio) Act 2008"
"2373","Broadcasting Legislation Amendment (Digital Radio) Act 2016"
"2374","Broadcasting Legislation Amendment (Digital Radio) Act 2018"
"2375","Broadcasting Legislation Amendment (Digital Television) Act 2006"
"2376","Broadcasting Legislation Amendment (Digital Television) Act 2010"
"2377","Broadcasting Legislation Amendment (Digital Television Switch-over) Act 2008"
"2378","Broadcasting Legislation Amendment (Foreign Media Ownership, Community Radio and Other Measures) Act 2018"
"2379","Broadcasting Legislation Amendment (Primary Television Broadcasting Service) Act 2015"
"2380","Broadcasting Legislation Amendment (Television and Radio Licence Fees) Act 2016"
"2381","Broadcasting (Ownership And Control) Act 1987"
"2382","Broadcasting (Ownership and Control) Act 1988"
"2383","Broadcasting Services Amendment Act 1995"
"2384","Broadcasting Services Amendment Act 1997"
"2385","Broadcasting Services Amendment Act 2000"
"2386","Broadcasting Services Amendment Act (No. 3) 1999"
"2387","Broadcasting Services Amendment Act (No. 1) 1999"
"2388","Broadcasting Services Amendment (Anti-Siphoning) Act 2005"
"2389","Broadcasting Services Amendment (Collection of Datacasting Transmitter Licence Fees) Act 2006"
"2390","Budget Savings (Omnibus) Act 2016"
"2391","Building and Construction Industry Improvement Amendment (OHS) Act 2007"
"2392","Building and Construction Industry Improvement Amendment (Transition to Fair Work) Act 2012"
"2393","Building and Construction Industry (Improving Productivity) Amendment Act 2017"
"2394","Building Energy Efficiency Disclosure Amendment Act 2015"
"2395","Business Services Wage Assessment Tool Payment Scheme (Consequential Amendments) Act 2015"
"2396","Carbon Credits (Consequential Amendments) Act 2011"
"2397","Carbon Farming Initiative Amendment Act 2014"
"2398","Cash Transaction Reports Amendment Act 1991"
"2399","Census and Statistics Act 1920"
"2400","Census and Statistics Act 1930"
"2401","Census and Statistics Act 1938"
"2402","Census and Statistics Act 1946"
"2403","Census and Statistics Act 1949"
"2404","Census and Statistics Amendment Act 1977"
"2405","Census Information Legislation Amendment Act 2000"
"2406","Census Information Legislation Amendment Act 2006"
"2407","Charities Act 2013"
"2408","Charities (Consequential Amendments and Transitional Provisions) Act 2013"
"2409","Charter of the United Nations Amendment Act 2002"
"2410","Cheques and Payment Orders Amendment Act 1998"
"2411","Child Support Legislation Amendment Act 2000"
"2412","Child Support Legislation Amendment Act 2001"
"2413","Child Support Legislation Amendment (Reform of the Child Support Scheme—Initial Measures) Act 2006"
"2414","Child Support Legislation Amendment (Reform of the Child Support Scheme—New Formula and Other Measures) Act 2006"
"2415","Child Support (Registration and Collection) Amendment Act 2011"
"2416","Christmas Island Agreement Act 1958"
"2417","Christmas Island Agreement Act 1976"
"2418","Christmas Island Agreement Amendment Act 1981"
"2419","Civil Aviation Amendment Act 2000"
"2420","Civil Aviation Amendment Act 2003"
"2421","Civil Aviation Amendment Act 2005"
"2422","Civil Aviation Amendment Act 2009"
"2423","Civil Aviation Amendment (CASA Board) Act 2014"
"2424","Civil Aviation Legislation Amendment (1999 Montreal Convention and Other Measures) Act 2008"
"2425","Civil Aviation Legislation Amendment Act 1998"
"2426","Civil Aviation Legislation Amendment Act 2003"
"2427","Civil Aviation Legislation Amendment (Mutual Recognition with New Zealand) Act 2006"
"2428","Civil Law and Justice Legislation Amendment Act 2015"
"2429","Civil Law and Justice Legislation Amendment Act 2018"
"2430","Civil Law and Justice (Omnibus Amendments) Act 2015"
"2431","Classification (Publications, Films and Computer Games) Amendment Act 2004"
"2432","Classification (Publications, Films and Computer Games) Amendment Act 2007"
"2433","Classification (Publications, Films and Computer Games) Amendment Act (No. 1) 2000"
