"ID","NAME"
"7383","An Act to Grant and Apply Out of the Consolidated Revenue Fund the Sum of Fifty-two Thousand Four Hundred and Ninety-seven Pounds to the Service of the Year Ending the Thirtieth Day of June One Thousand Nine Hundred and Two and to Appropriate the Supplies Granted for Such Year in This Session of Parliament"
"7384","An Act to Grant and Apply Out of the Consolidated Revenue Fund the Sum of Five Hundred and Eighty-seven Thousand Two Hundred and Nineteen Pounds to the Service of the Year Ending the Thirtieth Day of June One Thousand Nine Hundred and Three"
"7385","An Act to Grant and Apply Out of the Consolidated Revenue Fund the Sum of Four Hundred and Forty-eight Thousand Eight Hundred and Eighty Two Pounds to the Service of the Year Ending the Thirtieth Day of June One Thousand Nine Hundred and Two"
"7386","An Act to Grant and Apply Out of the Consolidated Revenue Fund the Sum of Four Hundred and Ninety-one Thousand Eight Hundred and Eighty-two Pounds to the Service of the Period Ending the Thirtieth Day of June One Thousand Nine Hundred and One"
"7387","An Act to Grant and Apply Out of the Consolidated Revenue Fund the Sum of Four Hundred and Ninety-three Thousand Nine Hundred and Forty-four Pounds to the Service of the Year Ending the Thirtieth Day of June One Thousand Nine Hundred and Two"
"7388","An Act to Grant and Apply Out of the Consolidated Revenue Fund the Sum of Four Hundred and Ten Thousand Seven Hundred and Sixty-seven Pounds to the Service of the Year Ending the Thirtieth Day of June One Thousand Nine Hundred and Two"
"7389","An Act to Grant and Apply Out of the Consolidated Revenue Fund the Sum of Nine Hundred and Twenty-eight Thousand Three Hundred and Twenty-two Pounds to the Service of the Year Ending the Thirtieth Day of June One Thousand Nine Hundred and Two"
"7390","An Act to Grant and Apply Out of the Consolidated Revenue Fund the Sum of One Million Ten Thousand Seven Hundred and Thirty-two Pounds to the Service of the Year Ending the Thirtieth Day of June One Thousand Nine Hundred and Two"
"7391","An Act to Grant and Apply Out of the Consolidated Revenue Fund the Sum of One Million Three Hundred and Sixty-five Thousand Five Hundred and Ninety-seven Pounds to the Service of the Year Ending the Thirtieth Day of June One Thousand Nine Hundred and Three"
"7392","An Act to Grant and Apply Out of the Consolidated Revenue Fund the Sum of Three Hundred and Twenty-thousand Nine Hundred and Fifty-five Pounds to the Service of the Year Ending the Thirtieth Day of June One Thousand Nine Hundred and Two"
"7393","An Act to Grant and Apply Out of the Consolidated Revenue Fund the Sum of Two Hundred and Eighty-two Thousand Eight Hundred and Thirty Four Pounds to the Service of the Year Ending the Thirtieth Day of June One Thousand Nine Hundred and Two"
"7394","An Act to Grant and Apply Out of the Consolidated Revenue Fund the Sum of Two Hundred and Sixty-two Thousand Four Hundred and Fifteen Pounds to the Service of the Year Ending the Thirtieth Day of June One Thousand Nine Hundred and Two"
"7395","Anglo-australian Telescope Agreement Act 1970"
"7396","Anglo-australian Telescope Agreement Act 1971"
"7397","Anglo-australian Telescope Agreement Amendment Act 2006"
"7398","Anl (Conversion into Public Company) Act 1988"
"7399","Anl Guarantee Act 1994"
"7400","Anl Sale Act 1995"
"7401","Anti-dumping Authority Act 1988"
"7402","Anti-money Laundering and Counter-terrorism Financing (Transitional Provisions and Consequential Amendments) Act 2006"
"7403","Anti-money Laundering and Counter-terrorism Financing Act 2006"
"7404","Anti-money Laundering and Counter-terrorism Financing Amendment Act 2007"
"7405","Anti-money Laundering and Counter-terrorism Financing Amendment Act 2017"
"7406","Anti-people Smuggling and Other Measures Act 2010"
"7407","Anti-personnel Mines Convention Act 1998"
"7408","Anti-terrorism Act (No. 2) 2005"
"7409","Apec Public Holiday Act 2007"
"7410","Apple and Pear Bounty Act (No 2) 1936"
"7411","Apple Bounty Act 1918"
"7412","Appropriation (Development Bank) Act 1975"
"7413","Appropriation (Dr Carmen Lawrence's Legal Costs) Act 1999-2000"
"7414","Appropriation (Drought and Equine Influenza Assistance) Act (No. 1) 2007-2008"
"7415","Appropriation (Drought and Equine Influenza Assistance) Act (No. 2) 2007-2008"
"7416","Appropriation (East Timor) Act 1999-2000"
"7417","Appropriation (Economic Security Strategy) Act (No. 1) 2008-2009"
"7418","Appropriation (Economic Security Strategy) Act (No. 2) 2008-2009"
"7419","Appropriation (Hih Assistance) Act 2001"
"7420","Appropriation (Implementation of the Report of the Expert Panel on Asylum Seekers) Act (No. 1) 2012-2013"
"7421","Appropriation (Implementation of the Report of the Expert Panel on Asylum Seekers) Act (No. 2) 2012-2013"
"7422","Appropriation (Nation Building and Jobs) Act (No. 1) 2008-2009"
"7423","Appropriation (Nation Building and Jobs) Act (No. 2) 2008-2009"
"7424","Appropriation (No 2) Act 1932-33"
"7425","Appropriation (Northern Territory National Emergency Response) Act (No. 1) 2007-2008"
"7426","Appropriation (Northern Territory National Emergency Response) Act (No. 2) 2007-2008"
"7427","Appropriation (Parliamentary Departments) Act (No. 1) 2000-2001"
"7428","Appropriation (Parliamentary Departments) Act (No. 1) 2001-2002"
"7429","Appropriation (Parliamentary Departments) Act (No. 1) 2002-2003"
"7430","Appropriation (Parliamentary Departments) Act (No. 1) 2003-2004"
"7431","Appropriation (Parliamentary Departments) Act (No. 1) 2004-2005"
"7432","Appropriation (Parliamentary Departments) Act (No. 1) 2005-2006"
"7433","Appropriation (Parliamentary Departments) Act (No. 1) 2006-2007"
"7434","Appropriation (Parliamentary Departments) Act (No. 1) 2007-2008"
"7435","Appropriation (Parliamentary Departments) Act (No. 1) 2008-2009"
"7436","Appropriation (Parliamentary Departments) Act (No. 1) 2009-2010"
"7437","Appropriation (Parliamentary Departments) Act (No. 1) 2010-2011"
"7438","Appropriation (Parliamentary Departments) Act (No. 1) 2011-2012"
"7439","Appropriation (Parliamentary Departments) Act (No. 1) 2012-2013"
"7440","Appropriation (Parliamentary Departments) Act (No. 1) 2013-2014"
"7441","Appropriation (Parliamentary Departments) Act (No. 1) 2014-2015"
"7442","Appropriation (Parliamentary Departments) Act (No. 1) 2015-2016"
"7443","Appropriation (Parliamentary Departments) Act (No. 2) 1982-83"
"7444","Appropriation (Parliamentary Departments) Act (No. 2) 1983-84"
"7445","Appropriation (Parliamentary Departments) Act (No. 2) 1985-86"
"7446","Appropriation (Parliamentary Departments) Act (No. 2) 1986-87"
"7447","Appropriation (Parliamentary Departments) Act (No. 2) 1987-88"
"7448","Appropriation (Parliamentary Departments) Act (No. 2) 1988-89"
"7449","Appropriation (Parliamentary Departments) Act (No. 2) 1989-90"
"7450","Appropriation (Parliamentary Departments) Act (No. 2) 1990-1991"
"7451","Appropriation (Parliamentary Departments) Act (No. 2) 1991-92"
"7452","Appropriation (Parliamentary Departments) Act (No. 2) 1992-93"
"7453","Appropriation (Parliamentary Departments) Act (No. 2) 1993-94"
"7454","Appropriation (Parliamentary Departments) Act (No. 2) 2000-2001"
"7455","Appropriation (Parliamentary Departments) Act (No. 2) 2001-2002"
"7456","Appropriation (Parliamentary Departments) Act (No. 2) 2003-2004"
"7457","Appropriation (Parliamentary Departments) Act (No. 2) 2004-2005"
"7458","Appropriation (Parliamentary Departments) Act (No. 2) 2013-2014"
"7459","Appropriation (Parliamentary Departments) Act (No. 2) 2014-2015"
"7460","Appropriation (Parliamentary Departments) Act 1982-83"
"7461","Appropriation (Parliamentary Departments) Act 1983-84"
"7462","Appropriation (Parliamentary Departments) Act 1984-85"
"7463","Appropriation (Parliamentary Departments) Act 1985-86"
"7464","Appropriation (Parliamentary Departments) Act 1986-87"
"7465","Appropriation (Parliamentary Departments) Act 1987-88"
"7466","Appropriation (Parliamentary Departments) Act 1988-89"
"7467","Appropriation (Parliamentary Departments) Act 1989-90"
"7468","Appropriation (Parliamentary Departments) Act 1990-91"
"7469","Appropriation (Parliamentary Departments) Act 1991-92"
"7470","Appropriation (Parliamentary Departments) Act 1992-93"
"7471","Appropriation (Parliamentary Departments) Act 1993-94"
"7472","Appropriation (Parliamentary Departments) Act 1999-2000"
"7473","Appropriation (Regional Telecommunications Services) Act 2005-2006"
"7474","Appropriation (Special Expenditure) Act (No. 2) 1964-65"
"7475","Appropriation (Special Expenditure) Act 1964-65"
"7476","Appropriation (Supplementary Measures) Act (No. 2) 1999"
"7477","Appropriation (Tsunami Financial Assistance and Australia-indonesia Partnership) Act 2004-2005"
"7478","Appropriation (Tsunami Financial Assistance) Act 2004-2005"
"7479","Appropriation (Unemployment Relief Works) Act 1931"
"7480","Appropriation (Unemployment Relief) Act 1936"
"7481","Appropriation (Urban Public Transport) Act 1974"
"7482","Appropriation (Urban Public Transport) Act 1976"
"7483","Appropriation (Urban Public Transport) Act 1977"
"7484","Appropriation (Water Entitlements and Home Insulation) Act 2009-2010"
"7485","Appropriation (Water Entitlements) Act 2009-2010"
"7486","Appropriation (Works and Buildings) (No 2) Act 1932-33"
"7487","Appropriation (Works and Buildings) Act 1902-3"
"7488","Appropriation (Works and Buildings) Act 1903-4"
"7489","Appropriation (Works and Buildings) Act 1904-5"
"7490","Appropriation (Works and Buildings) Act 1905-6"
"7491","Appropriation (Works and Buildings) Act 1906-7"
"7492","Appropriation (Works and Buildings) Act 1909-10"
"7493","Appropriation (Works and Buildings) Act 1910-11"
"7494","Appropriation (Works and Buildings) Act 1911-12"
"7495","Appropriation (Works and Buildings) Act 1912-13"
"7496","Appropriation (Works and Buildings) Act 1913-14"
"7497","Appropriation (Works and Buildings) Act 1914-15"
"7498","Appropriation (Works and Buildings) Act 1915-16"
"7499","Appropriation (Works and Buildings) Act 1916-17"
"7500","Appropriation (Works and Buildings) Act 1917-18"
"7501","Appropriation (Works and Buildings) Act 1918-19"
"7502","Appropriation (Works and Buildings) Act 1919-20"
"7503","Appropriation (Works and Buildings) Act 1920-21"
"7504","Appropriation (Works and Buildings) Act 1921-22"
"7505","Appropriation (Works and Buildings) Act 1922-23"
"7506","Appropriation (Works and Buildings) Act 1923-24"
"7507","Appropriation (Works and Buildings) Act 1924-25"
"7508","Appropriation (Works and Buildings) Act 1925-26"
"7509","Appropriation (Works and Buildings) Act 1926-27"
"7510","Appropriation (Works and Buildings) Act 1927-28"
"7511","Appropriation (Works and Buildings) Act 1928-29"
"7512","Appropriation (Works and Buildings) Act 1929-30"
"7513","Appropriation (Works and Buildings) Act 1930-31"
"7514","Appropriation (Works and Buildings) Act 1931-32"
"7515","Appropriation (Works and Buildings) Act 1932-33"
"7516","Appropriation (Works and Buildings) Act 1933-34"
"7517","Appropriation (Works and Buildings) Act 1934-35"
"7518","Appropriation (Works and Buildings) Act 1935-36"
"7519","Appropriation (Works and Buildings) Act 1936-37"
"7520","Appropriation (Works and Buildings) Act 1937-38"
"7521","Appropriation (Works and Buildings) Act 1938-39"
"7522","Appropriation (Works and Buildings) Act 1939-40"
"7523","Appropriation (Works and Buildings) Act 1940-41"
"7524","Appropriation (Works and Buildings) Act 1941-42"
"7525","Appropriation (Works and Buildings) Act 1942-43"
"7526","Appropriation (Works and Buildings) Act 1943-44"
"7527","Appropriation (Works and Buildings) Act 1944-45"
"7528","Appropriation (Works and Buildings) Act 1945-46"
"7529","Appropriation (Works and Buildings) Act 1946-47"
"7530","Appropriation (Works and Buildings) Act 1947-48"
"7531","Appropriation (Works and Services) Act (No 2) 1948-49"
"7532","Appropriation (Works and Services) Act (No 2) 1949"
"7533","Appropriation (Works and Services) Act (No. 2) 1950-51"
"7534","Appropriation (Works and Services) Act (No. 2) 1951-52"
"7535","Appropriation (Works and Services) Act (No. 2) 1952-53"
"7536","Appropriation (Works and Services) Act (No. 2) 1953-54"
"7537","Appropriation (Works and Services) Act (No. 2) 1954-55"
"7538","Appropriation (Works and Services) Act (No. 2) 1955-56"
"7539","Appropriation (Works and Services) Act (No. 2) 1956-57"
"7540","Appropriation (Works and Services) Act (No. 2) 1957-58"
"7541","Appropriation (Works and Services) Act (No. 2) 1958-59"
"7542","Appropriation (Works and Services) Act (No. 2) 1959-60"
"7543","Appropriation (Works and Services) Act (No. 2) 1960-61"
"7544","Appropriation (Works and Services) Act (No. 2) 1961-62"
"7545","Appropriation (Works and Services) Act (No. 2) 1962-63"
"7546","Appropriation (Works and Services) Act (No. 2) 1963-64"
"7547","Appropriation (Works and Services) Act 1934"
"7548","Appropriation (Works and Services) Act 1937"
"7549","Appropriation (Works and Services) Act 1948-49"
"7550","Appropriation (Works and Services) Act 1949-50"
"7551","Appropriation (Works and Services) Act 1950-51"
"7552","Appropriation (Works and Services) Act 1951-52"
"7553","Appropriation (Works and Services) Act 1952-53"
"7554","Appropriation (Works and Services) Act 1953-54"
"7555","Appropriation (Works and Services) Act 1954-55"
"7556","Appropriation (Works and Services) Act 1955-56"
"7557","Appropriation (Works and Services) Act 1956-57"
"7558","Appropriation (Works and Services) Act 1957-58"
"7559","Appropriation (Works and Services) Act 1958-59"
"7560","Appropriation (Works and Services) Act 1959-60"
"7561","Appropriation (Works and Services) Act 1960-61"
"7562","Appropriation (Works and Services) Act 1961-62"
"7563","Appropriation (Works and Services) Act 1962-63"
"7564","Appropriation (Works and Services) Act 1963-64"
"7565","Appropriation Act (No 2) 1938-39"
"7566","Appropriation Act (No 2) 1939-40"
"7567","Appropriation Act (No 2) 1941-42"
"7568","Appropriation Act (No 2) 1942-43"
"7569","Appropriation Act (No 2) 1943-44"
"7570","Appropriation Act (No 2) 1944-45"
"7571","Appropriation Act (No 2) 1945-46"
"7572","Appropriation Act (No 2) 1946-47"
"7573","Appropriation Act (No 2) 1947-48"
"7574","Appropriation Act (No 2) 1948-49"
"7575","Appropriation Act (No 2) 1949-50"
"7576","Appropriation Act (No. 1) 1965-66"
"7577","Appropriation Act (No. 1) 1966-67"
"7578","Appropriation Act (No. 1) 1967-68"
"7579","Appropriation Act (No. 1) 1968-69"
"7580","Appropriation Act (No. 1) 1969-70"
"7581","Appropriation Act (No. 1) 1970-71"
"7582","Appropriation Act (No. 1) 1971-72"
"7583","Appropriation Act (No. 1) 1972-73"
"7584","Appropriation Act (No. 1) 1973-74"
"7585","Appropriation Act (No. 1) 1974-75"
"7586","Appropriation Act (No. 1) 1975-76"
"7587","Appropriation Act (No. 1) 1976-77"
"7588","Appropriation Act (No. 1) 1977-78"
"7589","Appropriation Act (No. 1) 1978-79"
"7590","Appropriation Act (No. 1) 1979-80"
"7591","Appropriation Act (No. 1) 1980-81"
"7592","Appropriation Act (No. 1) 1981-82"
"7593","Appropriation Act (No. 1) 1982-83"
"7594","Appropriation Act (No. 1) 1983-84"
"7595","Appropriation Act (No. 1) 1984-85"
"7596","Appropriation Act (No. 1) 1986-87"
"7597","Appropriation Act (No. 1) 1987-88"
"7598","Appropriation Act (No. 1) 1988-89"
"7599","Appropriation Act (No. 1) 1989-90"
"7600","Appropriation Act (No. 1) 1990-91"
"7601","Appropriation Act (No. 1) 1991-92"
"7602","Appropriation Act (No. 1) 1992-93"
"7603","Appropriation Act (No. 1) 1993-94"
"7604","Appropriation Act (No. 1) 1999-2000"
"7605","Appropriation Act (No. 1) 2000-2001"
"7606","Appropriation Act (No. 1) 2001-2002"
"7607","Appropriation Act (No. 1) 2002-2003"
"7608","Appropriation Act (No. 1) 2003-2004"
"7609","Appropriation Act (No. 1) 2004-2005"
"7610","Appropriation Act (No. 1) 2005-2006"
"7611","Appropriation Act (No. 1) 2006-2007"
"7612","Appropriation Act (No. 1) 2007-2008"
"7613","Appropriation Act (No. 1) 2008-2009"
"7614","Appropriation Act (No. 1) 2009-2010"
"7615","Appropriation Act (No. 1) 2010-2011"
"7616","Appropriation Act (No. 1) 2011-2012"
"7617","Appropriation Act (No. 1) 2012-2013"
"7618","Appropriation Act (No. 1) 2013-2014"
"7619","Appropriation Act (No. 1) 2014-2015"
"7620","Appropriation Act (No. 1) 2015-2016"
"7621","Appropriation Act (No. 2) 1950-51"
"7622","Appropriation Act (No. 2) 1951-52"
"7623","Appropriation Act (No. 2) 1952-53"
"7624","Appropriation Act (No. 2) 1953-54"
"7625","Appropriation Act (No. 2) 1954-55"
"7626","Appropriation Act (No. 2) 1955-56"
"7627","Appropriation Act (No. 2) 1956-57"
"7628","Appropriation Act (No. 2) 1957-58"
"7629","Appropriation Act (No. 2) 1958-59"
"7630","Appropriation Act (No. 2) 1959-60"
"7631","Appropriation Act (No. 2) 1960-61"
"7632","Appropriation Act (No. 2) 1961-62"
"7633","Appropriation Act (No. 2) 1962-63"
"7634","Appropriation Act (No. 2) 1963-64"
"7635","Appropriation Act (No. 2) 1964-65"
"7636","Appropriation Act (No. 2) 1965-66"
"7637","Appropriation Act (No. 2) 1966-67"
"7638","Appropriation Act (No. 2) 1967-68"
"7639","Appropriation Act (No. 2) 1968-69"
"7640","Appropriation Act (No. 2) 1969-70"
"7641","Appropriation Act (No. 2) 1970-71"
"7642","Appropriation Act (No. 2) 1971-72"
"7643","Appropriation Act (No. 2) 1972-73"
"7644","Appropriation Act (No. 2) 1973-74"
"7645","Appropriation Act (No. 2) 1974-75"
"7646","Appropriation Act (No. 2) 1975-76"
"7647","Appropriation Act (No. 2) 1976-77"
"7648","Appropriation Act (No. 2) 1977-78"
"7649","Appropriation Act (No. 2) 1978-79"
"7650","Appropriation Act (No. 2) 1979 80"
"7651","Appropriation Act (No. 2) 1980 81"
"7652","Appropriation Act (No. 2) 1981-82"
"7653","Appropriation Act (No. 2) 1982-83"
"7654","Appropriation Act (No. 2) 1983-84"
"7655","Appropriation Act (No. 2) 1984-85"
"7656","Appropriation Act (No. 2) 1985-86"
"7657","Appropriation Act (No. 2) 1986-87"
"7658","Appropriation Act (No. 2) 1987-88"
"7659","Appropriation Act (No. 2) 1988-89"
"7660","Appropriation Act (No. 2) 1989-90"
"7661","Appropriation Act (No. 2) 1990-91"
"7662","Appropriation Act (No. 2) 1991-92"
"7663","Appropriation Act (No. 2) 1992-93"
"7664","Appropriation Act (No. 2) 1993-94"
"7665","Appropriation Act (No. 2) 1999-2000"
"7666","Appropriation Act (No. 2) 2000-2001"
"7667","Appropriation Act (No. 2) 2001-2002"
"7668","Appropriation Act (No. 2) 2002-2003"
"7669","Appropriation Act (No. 2) 2003-2004"
"7670","Appropriation Act (No. 2) 2004-2005"
"7671","Appropriation Act (No. 2) 2005-2006"
"7672","Appropriation Act (No. 2) 2006-2007"
"7673","Appropriation Act (No. 2) 2007-2008"
"7674","Appropriation Act (No. 2) 2008-2009"
"7675","Appropriation Act (No. 2) 2009-2010"
"7676","Appropriation Act (No. 2) 2010-2011"
"7677","Appropriation Act (No. 2) 2011-2012"
"7678","Appropriation Act (No. 2) 2012-2013"
"7679","Appropriation Act (No. 2) 2013-2014"
"7680","Appropriation Act (No. 2) 2014-2015"
"7681","Appropriation Act (No. 2) 2015-2016"
"7682","Appropriation Act (No. 3) 1964-65"
"7683","Appropriation Act (No. 3) 1965-66"
"7684","Appropriation Act (No. 3) 1966-67"
"7685","Appropriation Act (No. 3) 1967-68"
"7686","Appropriation Act (No. 3) 1968-69"
"7687","Appropriation Act (No. 3) 1969-70"
"7688","Appropriation Act (No. 3) 1970-71"
"7689","Appropriation Act (No. 3) 1971-72"
"7690","Appropriation Act (No. 3) 1972-73"
"7691","Appropriation Act (No. 3) 1973-74"
"7692","Appropriation Act (No. 3) 1974-75"
"7693","Appropriation Act (No. 3) 1975-76"
"7694","Appropriation Act (No. 3) 1976-77"
"7695","Appropriation Act (No. 3) 1977-78"
"7696","Appropriation Act (No. 3) 1978-79"
"7697","Appropriation Act (No. 3) 1979-80"
"7698","Appropriation Act (No. 3) 1980-1981"
"7699","Appropriation Act (No. 3) 1981-82"
"7700","Appropriation Act (No. 3) 1982 83"
"7701","Appropriation Act (No. 3) 1983-84"
"7702","Appropriation Act (No. 3) 1984-85"
"7703","Appropriation Act (No. 3) 1985-86"
"7704","Appropriation Act (No. 3) 1986-87"
"7705","Appropriation Act (No. 3) 1987-88"
"7706","Appropriation Act (No. 3) 1988-89"
"7707","Appropriation Act (No. 3) 1989-90"
"7708","Appropriation Act (No. 3) 1990-91"
"7709","Appropriation Act (No. 3) 1991-92"
"7710","Appropriation Act (No. 3) 1992-93"
"7711","Appropriation Act (No. 3) 1993-94"
"7712","Appropriation Act (No. 3) 1999-2000"
"7713","Appropriation Act (No. 3) 2000-2001"
"7714","Appropriation Act (No. 3) 2001-2002"
"7715","Appropriation Act (No. 3) 2002-2003"
"7716","Appropriation Act (No. 3) 2003-2004"
"7717","Appropriation Act (No. 3) 2004-2005"
"7718","Appropriation Act (No. 3) 2005-2006"
"7719","Appropriation Act (No. 3) 2006-2007"
"7720","Appropriation Act (No. 3) 2007-2008"
"7721","Appropriation Act (No. 3) 2008-2009"
"7722","Appropriation Act (No. 3) 2009-2010"
"7723","Appropriation Act (No. 3) 2010-2011"
"7724","Appropriation Act (No. 3) 2011-2012"
"7725","Appropriation Act (No. 3) 2012-2013"
"7726","Appropriation Act (No. 3) 2013-2014"
"7727","Appropriation Act (No. 3) 2014-2015"
"7728","Appropriation Act (No. 3) 2015-2016"
"7729","Appropriation Act (No. 4) 1965-66"
"7730","Appropriation Act (No. 4) 1966-67"
"7731","Appropriation Act (No. 4) 1967-68"
"7732","Appropriation Act (No. 4) 1968-69"
"7733","Appropriation Act (No. 4) 1969-70"
"7734","Appropriation Act (No. 4) 1970-71"
"7735","Appropriation Act (No. 4) 1971-72"
"7736","Appropriation Act (No. 4) 1972-73"
"7737","Appropriation Act (No. 4) 1973-74"
"7738","Appropriation Act (No. 4) 1974-75"
"7739","Appropriation Act (No. 4) 1975-76"
"7740","Appropriation Act (No. 4) 1976-77"
"7741","Appropriation Act (No. 4) 1977-78"
"7742","Appropriation Act (No. 4) 1978-79"
"7743","Appropriation Act (No. 4) 1979-80"
"7744","Appropriation Act (No. 4) 1980-81"
"7745","Appropriation Act (No. 4) 1981-82"
"7746","Appropriation Act (No. 4) 1982-83"
"7747","Appropriation Act (No. 4) 1983-84"
"7748","Appropriation Act (No. 4) 1984-85"
"7749","Appropriation Act (No. 4) 1985-86"
"7750","Appropriation Act (No. 4) 1986-87"
"7751","Appropriation Act (No. 4) 1987-88"
"7752","Appropriation Act (No. 4) 1988-89"
"7753","Appropriation Act (No. 4) 1989-90"
"7754","Appropriation Act (No. 4) 1990-1991"
"7755","Appropriation Act (No. 4) 1991-92"
"7756","Appropriation Act (No. 4) 1992-93"
"7757","Appropriation Act (No. 4) 1993-94"
"7758","Appropriation Act (No. 4) 1999-2000"
"7759","Appropriation Act (No. 4) 2000-2001"
"7760","Appropriation Act (No. 4) 2001-2002"
"7761","Appropriation Act (No. 4) 2002-2003"
"7762","Appropriation Act (No. 4) 2003-2004"
"7763","Appropriation Act (No. 4) 2004-2005"
"7764","Appropriation Act (No. 4) 2005-2006"
"7765","Appropriation Act (No. 4) 2006-2007"
"7766","Appropriation Act (No. 4) 2007-2008"
"7767","Appropriation Act (No. 4) 2008-2009"
"7768","Appropriation Act (No. 4) 2009-2010"
"7769","Appropriation Act (No. 4) 2010-2011"
"7770","Appropriation Act (No. 4) 2011-2012"
"7771","Appropriation Act (No. 4) 2012-2013"
"7772","Appropriation Act (No. 4) 2013-2014"
"7773","Appropriation Act (No. 4) 2014-2015"
"7774","Appropriation Act (No. 4) 2015-2016"
"7775","Appropriation Act (No. 5) 1971-72"
"7776","Appropriation Act (No. 5) 1972-73"
"7777","Appropriation Act (No. 5) 1973-74"
"7778","Appropriation Act (No. 5) 1974-75"
"7779","Appropriation Act (No. 5) 1982-83"
"7780","Appropriation Act (No. 5) 1990-91"
"7781","Appropriation Act (No. 5) 1991-92"
"7782","Appropriation Act (No. 5) 1992-93"
"7783","Appropriation Act (No. 5) 2003-2004"
"7784","Appropriation Act (No. 5) 2004-2005"
"7785","Appropriation Act (No. 5) 2005-2006"
"7786","Appropriation Act (No. 5) 2006-2007"
"7787","Appropriation Act (No. 5) 2007-2008"
"7788","Appropriation Act (No. 5) 2008-2009"
"7789","Appropriation Act (No. 5) 2011-2012"
"7790","Appropriation Act (No. 5) 2013-2014"
"7791","Appropriation Act (No. 5) 2014-2015"
"7792","Appropriation Act (No. 6) 1972-73"
"7793","Appropriation Act (No. 6) 1974 75"
"7794","Appropriation Act (No. 6) 1982-83"
"7795","Appropriation Act (No. 6) 1992-93"
"7796","Appropriation Act (No. 6) 2003-2004"
"7797","Appropriation Act (No. 6) 2004-2005"
"7798","Appropriation Act (No. 6) 2005-2006"
"7799","Appropriation Act (No. 6) 2006-2007"
"7800","Appropriation Act (No. 6) 2007-2008"
"7801","Appropriation Act (No. 6) 2008-2009"
"7802","Appropriation Act (No. 6) 2011-2012"
"7803","Appropriation Act (No. 6) 2013-2014"
"7804","Appropriation Act (No. 6) 2014-2015"
"7805","Appropriation Act (No.1) 1985-86"
"7806","Appropriation Act 1902-3"
"7807","Appropriation Act 1903-4"
"7808","Appropriation Act 1904-5"
"7809","Appropriation Act 1905-6"
"7810","Appropriation Act 1906-7"
"7811","Appropriation Act 1909-10"
"7812","Appropriation Act 1910-11"
"7813","Appropriation Act 1911-12"
"7814","Appropriation Act 1912-13"
"7815","Appropriation Act 1913-14"
"7816","Appropriation Act 1914-15"
"7817","Appropriation Act 1915-16"
"7818","Appropriation Act 1916-17"
"7819","Appropriation Act 1917-18"
"7820","Appropriation Act 1918-19"
"7821","Appropriation Act 1919-20"
"7822","Appropriation Act 1920-21"
"7823","Appropriation Act 1921-22"
"7824","Appropriation Act 1922-23"
"7825","Appropriation Act 1923-24"
"7826","Appropriation Act 1924-25"
"7827","Appropriation Act 1925-26"
"7828","Appropriation Act 1926-27"
"7829","Appropriation Act 1927-28"
"7830","Appropriation Act 1928-29"
"7831","Appropriation Act 1929-30"
"7832","Appropriation Act 1930-31"
"7833","Appropriation Act 1931-32"
"7834","Appropriation Act 1932-33"
"7835","Appropriation Act 1933-34"
"7836","Appropriation Act 1934-35"
"7837","Appropriation Act 1935-36"
"7838","Appropriation Act 1936-37"
"7839","Appropriation Act 1937-38"
"7840","Appropriation Act 1938-39"
"7841","Appropriation Act 1939-40"
"7842","Appropriation Act 1940-41"
"7843","Appropriation Act 1941-42"
"7844","Appropriation Act 1942-43"
"7845","Appropriation Act 1943-44"
"7846","Appropriation Act 1944-45"
"7847","Appropriation Act 1945-46"
"7848","Appropriation Act 1946-47"
"7849","Appropriation Act 1947-48"
"7850","Appropriation Act 1948-49"
"7851","Appropriation Act 1949-50"
"7852","Appropriation Act 1950-51"
"7853","Appropriation Act 1951-52"
"7854","Appropriation Act 1952-53"
"7855","Appropriation Act 1953-54"
"7856","Appropriation Act 1954-55"
"7857","Appropriation Act 1955-56"
"7858","Appropriation Act 1956-57"
"7859","Appropriation Act 1957-58"
"7860","Appropriation Act 1958-59"
"7861","Appropriation Act 1959-60"
"7862","Appropriation Act 1960-61"
"7863","Appropriation Act 1961-62"
"7864","Appropriation Act 1962-63"
"7865","Appropriation Act 1963-64"
"7866","Appropriation Act 1964-65"
"7867","Arts, Enviroment and Territories Legislation Amendment Act 1992"
"7868","Ashmore and Carter Islands Acceptance Act 1938"
"7869","Ashmore and Cartier Islands Acceptance Amendment Act 1985"
"7870","Asic Supervisory Cost Recovery Levy (Collection) Act 2017"
"7871","Asic Supervisory Cost Recovery Levy (Consequential Amendments) Act 2017"
"7872","Asic Supervisory Cost Recovery Levy Act 2017"
"7873","Asic Supervisory Cost Recovery Levy Amendment Act 2018"
"7874","Asio Legislation Amendment Act 2003"
"7875","Asio Legislation Amendment Act 2006"
"7876","Atomic Energy Amendment Act (No.2) 1980"
"7877","Auditor-general Act 1997"
"7878","Auditor-general Amendment Act 2009"
"7879","Auditor-general Amendment Act 2011"
"7880","Auscheck Act 2007"
"7881","Auscheck Amendment Act 2009"
"7882","Auslink (National Land Transport-consequential and Transitional Provisions) Act 2005"
"7883","Auslink (National Land Transport) Act 2005"
"7884","Auslink (National Land Transport) Amendment Act 2008"
"7885","Aussat Amendment Act 1990"
"7886","Aussat Repeal Act 1991"
"7887","Australia Japan Foundation Act 1976"
"7888","Australia-japan Foundation (Repeal and Transitional Provisions) Act 2006"
