"ACT_NO","YEAR","ACT_NAME_ID"
"19","1941","9178"
"19","1941","9178"
"38","1942","9179"
"38","1942","9179"
"6","1943","9180"
"6","1943","9180"
"68","1946","9181"
"68","1946","9181"
"190","1985","9182"
"32","1922","9183"
"32","1922","9183"
"16","1980","9184"
"133","1994","9185"
"57","1987","9186"
"24","1988","9187"
"75","1989","9188"
"58","1991","9189"
"152","1994","9190"
"14","1902","9191"
"14","1902","9191"
"14","1906","9192"
"14","1906","9192"
"39","1910","9193"
"39","1910","9193"
"19","1911","9194"
"19","1911","9194"
"25","1921","9195"
"25","1921","9195"
"16","1922","9196"
"16","1922","9196"
"22","1923","9197"
"22","1923","9197"
"1","1924","9198"
"1","1924","9198"
"26","1926","9199"
"26","1926","9199"
"2","1928","9200"
"2","1928","9200"
"3","1930","9201"
"3","1930","9201"
"27","1933","9202"
"27","1933","9202"
"14","1936","9203"
"14","1936","9203"
"3","1938","9204"
"3","1938","9204"
"2","1939","9205"
"2","1939","9205"
"1","1948","9206"
"1","1948","9206"
"76","1949","9207"
"76","1949","9207"
"22","1950","9208"
"22","1950","9208"
"82","1952","9209"
"76","1953","9210"
"3","1954","9211"
"15","1956","9212"
"53","1957","9213"
"15","1958","9214"
"21","1959","9215"
"22","1960","9216"
"22","1961","9217"
"22","1962","9218"
"10","1963","9219"
"17","1964","9220"
"28","1965","9221"
"134","1965","9222"
"7","1967","9223"
"39","1968","9224"
"8","1969","9225"
"36","1970","9226"
"38","1971","9227"
"4","1972","9228"
"147","1973","9229"
"113","1982","9230"
"82","1987","9231"
"147","1995","156"
"118","2006","9232"
"74","2009","9233"
"85","2011","9234"
"137","2012","9235"
"78","2016","9236"
"141","1999","9237"
"97","2003","9238"
"98","2009","9239"
"128","2008","9240"
"98","1999","9241"
"85","2010","9242"
"86","2014","9243"
"137","2015","9244"
"131","2005","9245"
"128","2018","9246"
"84","2016","9247"
"100","2015","9248"
"77","2006","9249"
"65","2004","9250"
"46","2004","9251"
"48","2007","9252"
"82","2017","9253"
"2","2007","9254"
"128","2009","9255"
"65","2013","9256"
"114","2018","9257"
"125","2014","9258"
"114","2014","9259"
"173","2012","9260"
"52","1982","9261"
"113","2018","9262"
"70","2014","9263"
"103","2000","9264"
"138","2012","9265"
"121","2017","9266"
"65","2011","9267"
"147","2004","9268"
"131","2004","9269"
"37","2008","9270"
"79","2017","9271"
"77","2010","9272"
"8","2014","9273"
"59","2016","9274"
"189","1999","9275"
"13","1908","9276"
"13","1908","9276"
"32","1996","9277"
"32","1997","9278"
"73","1998","9279"
"190","1999","9280"
"67","2000","9281"
"26","2001","9282"
"38","2002","9283"
"63","2003","9284"
"43","2004","9285"
"88","2005","9286"
"133","2007","9287"
"64","2010","9288"
"203","1976","9289"
"47","1978","9290"
"84","1979","9291"
"172","1980","9292"
"100","1983","9293"
"91","1984","9294"
"176","1985","9295"
"97","1986","9296"
"147","1987","9297"
"60","1988","9298"
"67","1989","9299"
"187","1991","9300"
"236","1992","9301"
"99","1993","9302"
"114","1995","9303"
"192","1997","9304"
"124","1999","9305"
"55","2000","9306"
"40","2001","9307"
"114","2002","9308"
"114","2005","9309"
"101","1978","9310"
"174","1979","9311"
"130","1984","9312"
"150","1986","9313"
"74","1989","9314"
"136","1997","9315"
"116","2000","9316"
"68","2001","9317"
"185","1978","9318"
"175","1979","9319"
"176","1989","9320"
"168","1997","9321"
"145","2001","9322"
"181","1997","9323"
"120","2001","9324"
"40","1976","9325"
"73","1977","9326"
"2","1978","9327"
"80","1979","9328"
"105","1980","9329"
"68","1981","9330"
"30","1982","9331"
"32","1983","9332"
"31","1984","9333"
"42","1985","9334"
"36","1986","9335"
"52","1987","9336"
"27","1989","9337"
"127","1990","9338"
"81","1991","9339"
"96","1992","9340"
"45","1993","9341"
"87","1994","9342"
"8","1995","9343"
"20","2017","9344"
"68","1988","9345"
"142","1995","9346"
"31","1935","9347"
"31","1935","9347"
"42","1941","9348"
"42","1941","9348"
"28","1943","9349"
"28","1943","9349"
"51","1951","9350"
"64","1953","9351"
"113","1965","9352"
"88","1966","9353"
"99","1967","9354"
"124","1971","9355"
"137","1972","9356"
"200","1973","9357"
"119","1974","9358"
"204","1976","9359"
"74","1977","9360"
"178","1979","9361"
"152","1980","9362"
"163","1974","9363"
"144","1977","9364"
"6","1917","9365"
"6","1917","9365"
"17","1919","9366"
"17","1919","9366"
"31","1925","9367"
"31","1925","9367"
"3","1928","9368"
"3","1928","9368"
"21","1929","9369"
"21","1929","9369"
"4","1930","9370"
"4","1930","9370"
"53","1931","9371"
"53","1931","9371"
"23","1934","9372"
"23","1934","9372"
"19","1935","9373"
"19","1935","9373"
"51","1936","9374"
"51","1936","9374"
"31","1937","9375"
"31","1937","9375"
"42","1938","9376"
"42","1938","9376"
"76","1939","9377"
"76","1939","9377"
"53","1940","9378"
"53","1940","9378"
"17","1941","9379"
"17","1941","9379"
"36","1942","9380"
"36","1942","9380"
"4","1943","9381"
"4","1943","9381"
"47","1946","9382"
"47","1946","9382"
"7","1947","9383"
"7","1947","9383"
"24","1948","9384"
"24","1948","9384"
"3","1951","9385"
"86","1952","9386"
"19","1953","9387"
"72","1954","9388"
"48","1955","9389"
"88","1956","9390"
"99","1957","9391"
"79","1958","9392"
"96","1959","9393"
"97","1961","9394"
"94","1963","9395"
"128","1964","9396"
"31","1965","9397"
"1","1966","9398"
"45","1967","9399"
"137","1968","9400"
"84","1969","9401"
"104","1970","9402"
"45","1971","9403"
"51","1972","9404"
"58","1973","9405"
"9","1974","9406"
"78","1975","9407"
"65","1976","9408"
"12","1977","9409"
"49","1978","9410"
"82","1979","9411"
"101","1980","9412"
"87","1981","9413"
"55","1987","9414"
"29","2009","9415"
"47","1981","158"
"177","1985","9416"
"85","1995","9417"
"161","2001","2568"
"120","2012","1677"
"166","1974","23"
"77","1976","4670"
"19","2000","24"
"20","2000","25"
"21","2000","26"
"123","2008","1427"
"22","2000","1176"
"54","1977","4671"
"55","1977","4672"
"64","1983","4673"
"84","2002","2569"
"32","2003","1177"
"51","1977","4674"
"94","1978","4675"
"57","1986","1178"
"52","1977","4676"
"95","1978","4677"
"66","1983","4678"
"59","1986","27"
"153","1994","9418"
"58","1933","4680"
"58","1933","4680"
"22","1935","4681"
"22","1935","4681"
"82","1975","4682"
"54","1986","28"
"30","2016","2571"
"53","1977","4683"
"96","1978","4684"
"162","1987","4685"
"67","1992","4686"
"16","1993","4687"
"45","1995","4688"
"3","1996","4689"
"32","2004","2570"
"48","1962","4690"
"45","1965","4691"
"39","1924","4692"
"39","1924","4692"
"15","1929","4693"
"15","1929","4693"
"40","1937","4694"
"40","1937","4694"
"38","1924","7237"
"38","1924","7237"
"70","1935","4695"
"70","1935","4695"
"26","1936","4696"
"26","1936","4696"
"20","1937","4697"
"20","1937","4697"
"18","1938","4698"
"18","1938","4698"
"24","1942","4699"
"24","1942","4699"
"53","1947","4700"
"53","1947","4700"
"37","1953","4701"
"17","1954","4702"
"74","1958","4703"
"49","1962","4704"
"79","1963","4705"
"43","1965","4706"
"3","1972","4707"
"94","2001","2572"
"55","1986","4710"
"18","1988","4713"
"131","1989","9419"
"68","1992","9420"
"46","1995","9421"
"4","1996","9422"
"77","1997","9423"
"56","1986","4711"
"47","1995","9424"
"75","1958","4708"
"40","1964","4709"
"46","1965","4712"
"51","1985","9425"
"73","1958","9426"
"80","1963","9427"
"41","1964","9428"
"44","1965","9429"
"33","1972","9430"
"83","1975","9431"
"14","1979","9432"
"10","1982","9433"
"155","1984","9434"
"11","1982","9435"
"156","1984","9436"
"97","1952","9437"
"31","1957","9438"
"46","1962","9439"
"23","1967","9440"
"47","1970","9441"
"35","1972","9442"
"58","1942","9443"
"58","1942","9443"
"37","1943","9444"
"37","1943","9444"
"45","1970","9445"
"46","1970","9446"
"43","1970","9447"
"44","1970","9448"
"79","1976","9449"
"58","1986","9450"
"78","1976","9451"
"200","1976","9452"
"138","1978","9453"
"170","1980","9454"
"65","1983","9455"
"13","1986","9456"
"139","1978","9457"
"30","1972","9458"
"12","1981","9459"
"31","1972","9460"
"32","1972","9461"
"107","1999","752"
"7","1970","29"
"43","1975","9462"
"24","1945","9463"
"24","1945","9463"
"2","1975","9464"
"20","1991","442"
"205","1992","9465"
"111","1998","9466"
"98","1998","275"
"109","2000","2573"
"49","2005","2574"
"154","2006","1331"
"40","1916","9467"
"35","1917","9468"
"35","1917","9468"
"100","1973","160"
"136","1990","4714"
"52","1931","9469"
"52","1931","9469"
"14","1931","4715"
"14","1931","4715"
"44","1918","4717"
"44","1918","4717"
"23","1919","9470"
"23","1919","9470"
"25","1969","4719"
"94","1965","4720"
"31","1992","4722"
"30","1992","4723"
"28","1992","4724"
"29","1992","4725"
"2","1943","4754"
"2","1943","4754"
"17","1918","4755"
"17","1918","4755"
"6","1922","4756"
"6","1922","4756"
"87","1966","9471"
"60","1969","322"
"84","1973","9472"
"54","1965","9473"
"89","1967","9474"
"10","1968","9475"
"101","1973","9476"
"54","1985","9477"
"4","2006","1269"
"19","1952","323"
"67","1988","9478"
"77","1946","9479"
"77","1946","9479"
"78","1947","9480"
"78","1947","9480"
"88","1948","9481"
"88","1948","9481"
"70","1949","9482"
"70","1949","9482"
"78","1950","9483"
"78","1950","9483"
"43","1951","9484"
"5","1939","9485"
"5","1939","9485"
"81","1963","163"
"47","1918","9486"
"47","1918","9486"
"38","1939","9487"
"38","1939","9487"
"70","1939","9488"
"70","1939","9488"
"59","1951","4749"
"20","1903","2575"
"20","1903","2575"
"12","1904","4726"
"12","1904","4726"
"15","1909","4727"
"15","1909","4727"
"37","1910","4728"
"37","1910","4728"
"15","1911","4729"
"15","1911","4729"
"5","1912","4730"
"5","1912","4730"
"36","1914","4731"
"3","1915","4732"
"36","1917","4733"
"36","1917","4733"
"16","1918","4734"
"16","1918","4734"
"1","1927","4735"
"1","1927","4735"
"50","1932","4736"
"50","1932","4736"
"13","1939","4737"
"13","1939","4737"
"4","1941","4738"
"4","1941","4738"
"71","1949","4739"
"71","1949","4739"
"19","1951","4740"
"98","1952","4741"
"20","1953","4742"
"72","1956","4743"
"92","1964","4744"
"51","1965","4745"
"33","1970","4746"
"178","1981","2576"
"158","2018","2578"
"20","1977","4753"
"4","1977","4751"
"132","1979","4752"
"26","2005","2577"
"18","1924","4757"
"18","1924","4757"
"25","1926","4758"
"25","1926","4758"
"6","1928","4759"
"6","1928","4759"
"20","1934","4760"
"20","1934","4760"
"55","1936","4761"
"55","1936","4761"
"30","1937","9489"
"30","1937","9489"
"73","1938","9490"
"73","1938","9490"
"25","1939","9491"
"25","1939","9491"
"67","1940","9492"
"67","1940","9492"
"14","1991","313"
"152","1991","9493"
"61","1994","9494"
"137","2006","2579"
"81","2007","2580"
"153","1982","9495"
"86","1973","9496"
"161","1977","9497"
"135","1979","9498"
"13","1977","9499"
"15","1979","9500"
"152","1982","312"
"57","1967","9501"
"96","1975","9502"
"105","1974","2581"
"34","1976","2582"
"81","1973","314"
"33","1976","9503"
"144","1981","9504"
"22","2014","2583"
"126","1991","9505"
"87","1961","2584"
"91","1967","2585"
"74","1971","2586"
"85","1973","2587"
"98","1965","9506"
"56","1968","9507"
"135","1965","9508"
"128","1968","9509"
"31","1948","1104"
"31","1948","1104"
"37","1949","9510"
"37","1949","9510"
"73","1950","9511"
"73","1950","9511"
"29","1951","9512"
"93","1952","9513"
"80","1953","9514"
"20","1954","9515"
"19","1955","9516"
"24","1956","9517"
"95","1957","9518"
"46","1958","9519"
"103","1959","9520"
"15","1961","9521"
"67","1962","9522"
"103","1963","9523"
"25","1965","9524"
"70","1966","9525"
"55","1968","9526"
"61","1969","9527"
"34","1970","9528"
"47","1971","9529"
"82","1973","9530"
"128","1976","317"
"68","1960","319"
"28","2008","2588"
"27","2008","1439"
"101","1987","320"
"45","2006","2589"
"18","1913","9531"
"18","1913","9531"
"106","2015","2612"
"18","2009","2613"
"117","2017","2590"
"119","2000","2601"
"3","2006","2602"
"141","2001","2603"
"10","2001","2604"
"164","2015","2605"
"113","2000","2606"
"125","2017","2607"
"46","2015","9532"
"19","2011","2609"
"120","2015","9533"
"95","2014","2611"
"56","1996","9534"
"1","1997","9535"
"116","1999","2592"
"121","2005","2597"
"46","2009","2599"
"95","2010","2600"
"104","1988","9536"
"21","1991","9537"
"142","2005","2598"
"164","1984","9538"
"65","1987","9539"
"100","1988","9540"
"41","1989","9541"
"75","1990","9542"
"91","1992","2591"
"95","1993","9543"
"43","1995","9544"
"135","2003","2593"
"159","2006","2594"
"6","2008","2595"
"183","2011","2596"
"34","1961","9545"
"2","1971","9546"
"20","1951","9547"
"11","2001","321"
"9","1922","9548"
"9","1922","9548"
"31","1973","9549"
"125","1974","9550"
"128","1980","9551"
"185","1976","9552"
"79","1977","9553"
"137","1978","9554"
"4","1980","9555"
"124","1988","9556"
"86","1989","9557"
"183","1997","9558"
"153","2012","1685"
"31","2015","9559"
"104","1952","9560"
"5","1970","566"
"113","1972","9561"
"129","1973","9562"
"108","1974","9563"
"116","1980","9564"
"42","2008","9565"
"41","2008","1476"
"183","2012","9566"
"115","2014","9567"
"118","1978","9568"
"131","1981","9569"
"47","1988","9570"
"77","1991","9571"
"96","1993","9572"
"146","1994","9573"
"119","1978","9574"
"132","1981","9575"
"38","1986","9576"
"48","1988","9577"
"159","1994","9578"
"88","1962","9579"
"148","2003","9580"
"4","1906","641"
"4","1906","641"
"14","1912","9581"
"14","1912","9581"
"53","1932","9582"
"53","1932","9582"
"36","1933","9583"
"36","1933","9583"
"42","1934","9584"
"42","1934","9584"
"108","1967","9585"
"64","1968","9586"
"147","2003","1207"
"42","1981","9587"
"135","2011","9588"
"99","1992","892"
"129","1992","9589"
"2","1994","9590"
"29","1926","9591"
"29","1926","9591"
"11","1930","9592"
"11","1930","9592"
"201","1999","4762"
"88","1999","893"
"77","2000","2614"
"46","2002","2615"
"87","1977","4777"
"88","1977","4778"
"96","1957","4763"
"60","1965","4764"
"79","1970","4765"
"105","1971","4766"
"26","1972","4767"
"143","1973","4773"
"97","1957","4772"
"61","1965","4768"
"80","1970","4769"
"106","1971","4770"
"27","1972","4771"
"144","1973","4774"
"109","1982","4775"
"110","1982","4776"
"98","1957","4779"
"62","1965","4780"
"63","1980","4781"
"108","1982","4782"
"98","1978","525"
"15","1988","4783"
"67","1952","4784"
"2","1958","4785"
"16","1967","526"
"69","1972","4786"
"41","1980","4787"
"114","1983","4790"
"113","1983","164"
"64","1985","4788"
"88","1986","4789"
"135","1992","165"
"19","2005","2617"
"62","2002","2616"
"70","2009","2618"
"130","1986","4791"
"129","1986","443"
"28","2002","2619"
"36","2017","2620"
"86","2013","9593"
"37","2013","9594"
"63","1963","4792"
"106","1968","4805"
"8","1901","894"
"8","1901","894"
"34","1918","4794"
"34","1918","4794"
"9","1923","4795"
"9","1923","4795"
"13","1925","4796"
"13","1925","4796"
"3","1931","4797"
"3","1931","4797"
"8","1934","4798"
"8","1934","4798"
"86","1947","4799"
"86","1947","4799"
"54","1952","4800"
"55","1954","4801"
"74","1956","4802"
"16","1968","4803"
"24","1972","4804"
"56","1980","4806"
"21","2017","2104"
"89","2006","2622"
"88","2006","1267"
"46","2010","2623"
"100","1993","30"
"2","1982","4807"
"1","1982","166"
"59","1981","4809"
"60","1981","4810"
"12","1929","9595"
"12","1929","9595"
"11","1928","4811"
"11","1928","4811"
"59","1933","4812"
"59","1933","4812"
"5","1935","4813"
"5","1935","4813"
"20","1924","9596"
"20","1924","9596"
"13","1926","4814"
"13","1926","4814"
"41","1924","4815"
"41","1924","4815"
"6","1927","4816"
"6","1927","4816"
"90","1964","4818"
"136","1965","4819"
"18","1970","4820"
"73","1975","4821"
"196","1978","4822"
"144","1982","4823"
"161","1987","4824"
"40","1924","4825"
"40","1924","4825"
"46","1930","4826"
"46","1930","4826"
"3","1935","4827"
"3","1935","4827"
"21","1937","4828"
"21","1937","4828"
"21","1938","4829"
"21","1938","4829"
"57","1952","4830"
"9","1953","4831"
"89","1964","4832"
"19","1971","4833"
"72","1975","4834"
"29","1984","4835"
"22","1986","4836"
"74","1990","4837"
"20","1971","4838"
"21","1971","4839"
"6","1982","4840"
"31","1985","4841"
"69","2001","31"
"70","2001","32"
"44","1964","4843"
"43","1964","4842"
"195","1978","4844"
"147","1984","4845"
"194","1978","4846"
"32","1985","4847"
"45","1991","4848"
"131","1971","4849"
"11","1976","4850"
"136","1978","4851"
"132","1971","4852"
"42","1964","4853"
"74","1966","4854"
"133","1971","4855"
"12","1976","9597"
"135","1978","9598"
"13","1981","9599"
"99","1982","9600"
"17","1945","9601"
"17","1945","9601"
"125","1994","2624"
"110","2013","1819"
"26","1983","7238"
"9","1929","4857"
"9","1929","4857"
"12","1982","4858"
"45","1983","4859"
"13","1982","4860"
"55","1945","4861"
"55","1945","4861"
"29","1959","4862"
"116","2018","9602"
"31","2017","2625"
"13","1996","2627"
"88","2017","2628"
"154","2015","2631"
"83","2017","2632"
"66","1997","2629"
"142","2008","2630"
"112","1970","342"
"165","2000","344"
"166","2000","345"
"18","1997","346"
"172","2015","2648"
"10","2012","2649"
"167","2000","2645"
"89","2003","2646"
"105","2011","2647"
"114","1991","4863"
"41","1996","9603"
"19","1997","4866"
"114","1993","9604"
"135","1994","9605"
"115","1998","4865"
"11","2012","9606"
"98","2017","9607"
"164","2000","343"
"10","2010","2638"
"106","2011","2637"
"171","2015","2639"
"101","2002","2633"
"157","2005","2634"
"2","2014","2635"
"97","2017","2636"
"143","2006","2640"
"144","2006","2641"
"9","2012","2644"
"70","2007","2642"
"11","2011","2643"
"147","2001","2653"
"77","1947","4867"
"77","1947","4867"
"137","1965","4868"
"186","1973","4869"
"76","1947","4870"
"76","1947","4870"
"63","1948","4871"
"63","1948","4871"
"63","1950","4872"
"63","1950","4872"
"21","1951","4873"
"24","1953","4874"
"18","1954","4875"
"159","1984","4876"
"70","1987","4877"
"107","1987","4878"
"132","1989","4879"
"84","1987","4880"
"115","2002","1096"
"116","2002","1095"
"14","1982","4881"
"44","1983","4882"
"157","1984","4883"
"15","1982","4884"
"158","1984","4885"
"59","1974","4886"
"20","1908","4887"
"20","1908","4887"
"99","2017","2654"
"78","2004","2655"
"65","2006","2659"
"29","2011","2660"
"115","2004","2661"
"108","2010","9608"
"26","2013","2663"
"19","2013","2664"
"110","2012","2665"
"110","2010","2666"
"109","2010","2667"
"123","2004","2668"
"111","2012","2669"
"37","2011","2670"
"134","1999","2657"
"34","2001","2658"
"133","1984","4888"
"24","1990","4889"
"167","1991","4890"
"219","1992","4891"
"166","1995","4892"
"94","1998","2656"
"22","2007","2671"
"9","1903","4893"
"147","2018","2672"
"12","1906","4894"
"12","1906","4894"
"162","1999","167"
"33","2011","2673"
"13","1932","4895"
"13","1932","4895"
"26","1910","4896"
"26","1910","4896"
"13","1938","4897"
"13","1938","4897"
"11","1941","4898"
"11","1941","4898"
"37","2009","2674"
"64","2006","2676"
"154","2005","2675"
"65","2007","2677"
"177","1994","2679"
"176","1994","370"
"148","1995","4903"
"80","1988","4904"
"47","1991","9609"
"5","1993","9610"
"176","1995","9611"
"10","2000","2678"
"79","1994","4902"
"142","2001","2680"
"195","1992","4906"
"194","1992","4905"
"11","1915","4907"
"97","2014","4909"
"31","2006","1311"
"40","2007","4908"
"42","2004","2683"
"41","2004","1216"
"66","2011","2682"
"54","2003","1135"
"53","2003","1134"
"81","2015","2681"
"60","2006","2684"
"96","2018","2686"
"25","2015","2010"
"24","2015","2009"
"51","2017","2685"
"11","1919","9612"
"11","1919","9612"
"7","1944","9613"
"7","1944","9613"
"6","1944","9614"
"6","1944","9614"
"39","1953","4910"
"64","1949","9615"
"64","1949","9615"
"38","1916","4911"
"25","1918","4912"
"25","1918","4912"
"15","1922","4914"
"15","1922","4914"
"23","1925","4915"
"23","1925","4915"
"42","1942","4916"
"42","1942","4916"
"5","1946","4918"
"5","1946","4918"
"4","1949","4919"
"4","1949","4919"
"36","1916","4921"
"52","1924","4922"
"52","1924","4922"
"41","1942","4923"
"41","1942","4923"
"4","1946","4925"
"4","1946","4925"
"5","1949","4926"
"5","1949","4926"
"150","1977","4927"
"164","2006","2691"
"15","2001","2692"
"88","2003","2689"
"165","2006","2690"
"107","2000","2687"
"97","2005","2688"
"11","2015","2693"
"28","1978","404"
"17","1987","4928"
"17","1994","4929"
"164","1974","4930"
"36","1975","2699"
"12","1987","4931"
"30","1978","168"
"32","1978","4932"
"101","1981","405"
"141","1986","4933"
"16","1994","4934"
"91","1999","403"
"75","2014","2695"
"131","2012","1742"
"145","2012","2696"
"107","2010","2697"
"82","2001","2698"
"60","2013","2694"
"113","1994","4935"
"25","1995","4936"
"118","1997","4937"
"118","2001","2700"
"92","1999","2701"
"148","1981","567"
"20","1987","371"
"183","1999","2702"
"179","2012","2703"
"25","1914","895"
"13","1940","4938"
"13","1940","4938"
"51","1941","4939"
"51","1941","4939"
"23","1978","4940"
"138","1965","4958"
"22","1914","896"
"29","1916","4941"
"34","1922","4942"
"34","1922","4942"
"47","1928","4943"
"47","1928","4943"
"12","1940","4944"
"12","1940","4944"
"18","1942","4945"
"18","1942","4945"
"16","1947","4946"
"16","1947","4946"
"52","1953","4947"
"94","1956","4948"
"60","1957","4949"
"97","1962","4950"
"72","1963","4951"
"32","1965","4952"
"53","1966","4953"
"40","1967","4954"
"9","1970","4955"
"95","1972","4956"
"130","1974","4957"
"169","1976","4959"
"22","1978","4960"
"60","1979","4961"
"83","1953","897"
"129","1990","898"
"164","2005","2704"
"17","1997","753"
"3","1995","172"
"4","1905","2705"
"4","1905","2705"
"43","1934","4962"
"43","1934","4962"
"48","1956","4963"
"28","1963","4964"
"53","1964","4965"
"80","1973","4966"
"31","1974","4967"
"2","1995","169"
"116","2007","2708"
"21","2011","2707"
"14","1978","4968"
"139","1979","4969"
"198","1985","4970"
"135","2008","2706"
"112","1994","171"
"111","1994","170"
"17","2015","2035"
"17","1910","4994"
"17","1910","4994"
"105","1968","4986"
"145","1973","4987"
"26","1918","4971"
"26","1918","4971"
"8","1923","4972"
"8","1923","4972"
"44","1934","4973"
"44","1934","4973"
"16","1942","4974"
"16","1942","4974"
"88","1947","4975"
"88","1947","4975"
"46","1949","4976"
"46","1949","4976"
"55","1952","4977"
"10","1957","4978"
"49","1958","4979"
"37","1962","2709"
"49","1963","4980"
"139","1965","4981"
"15","1968","4982"
"23","1972","4983"
"24","1973","4984"
"29","1974","4985"
"85","2000","2710"
"115","2000","2711"
"36","2012","2712"
"50","1979","4992"
"165","1979","4993"
"110","1978","4988"
"11","1979","4989"
"42","1980","4990"
"65","1981","4991"
"91","2004","2713"
"74","2006","2715"
"107","2002","2714"
"108","2008","2716"
"140","2011","2717"
"119","2018","2718"
"15","1906","9616"
"15","1906","9616"
"24","1982","9617"
"56","1993","9618"
"161","1997","9619"
"21","1933","9620"
"21","1933","9620"
"70","1938","9621"
"70","1938","9621"
"54","1939","9622"
"54","1939","9622"
"4","1948","9623"
"4","1948","9623"
"82","1949","9624"
"82","1949","9624"
"62","1950","9625"
"62","1950","9625"
"65","1939","9626"
"65","1939","9626"
"14","1948","9627"
"14","1948","9627"
"93","1948","9628"
"93","1948","9628"
"59","1956","9629"
"65","1959","9630"
"57","1960","9631"
"55","1961","9632"
"91","1963","9633"
"140","1965","9634"
"82","1967","9635"
"75","1968","9636"
"33","1969","9637"
"64","1972","9638"
"23","1973","4995"
"87","1956","9639"
"66","1959","9640"
"119","1972","9641"
"146","1973","9642"
"45","1982","9643"
"14","1908","9644"
"14","1908","9644"
"24","1905","4997"
"24","1905","4997"
"16","1906","4998"
"20","1906","4998"
"16","1906","4998"
"20","1906","4998"
"6","1913","5000"
"6","1913","5000"
"26","1921","7240"
"26","1921","7240"
"28","1924","5001"
"28","1924","5001"
"28","1926","5002"
"28","1926","5002"
"4","1928","5003"
"4","1928","5003"
"20","1933","5004"
"20","1933","5004"
"17","1936","5005"
"17","1936","5005"
"24","1938","5006"
"24","1938","5006"
"29","1939","5007"
"29","1939","5007"
"3","1948","5008"
"3","1948","5008"
"77","1949","5009"
"77","1949","5009"
"61","1950","5010"
"61","1950","5010"
"83","1952","5011"
"78","1953","5012"
"16","1956","5013"
"82","1957","5014"
"19","1958","5015"
"26","1959","5016"
"26","1960","5017"
"21","1961","5018"
"73","1962","5019"
"41","1963","9645"
"125","1964","9646"
"83","1965","9647"
"18","1967","9648"
"74","1968","9649"
"5","1969","9650"
"81","1970","9651"
"108","1971","9652"
"22","1972","9653"
"20","1973","9654"
"121","1974","9655"
"104","1975","9656"
"73","2009","2719"
"99","1999","9657"
"84","2010","2727"
"87","2014","2728"
"137","2018","2729"
"109","2008","2730"
"134","2011","2731"
"164","2001","2732"
"82","2015","2733"
"101","2015","2734"
"75","2006","2735"
"66","2004","2736"
"54","1982","9658"
"200","2012","2737"
"71","2014","2738"
"104","2000","2739"
"67","2011","2740"
"80","2017","2744"
"76","2010","2741"
"9","2014","2742"
"60","2016","2743"
"178","1997","9659"
"64","1998","9660"
"68","2000","2721"
"39","2001","2722"
"113","2002","2724"
"44","2004","2726"
"136","1977","9661"
"184","1978","9662"
"83","1979","9663"
"44","1980","9664"
"99","1983","9665"
"131","1984","9666"
"189","1985","9667"
"160","1986","9668"
"150","1987","9669"
"149","1988","9670"
"177","1989","9671"
"115","1993","9672"
"162","1995","9673"
"78","1997","9674"
"67","2001","2723"
"108","2002","2725"
"164","1979","9675"
"45","1980","9676"
"135","1997","9677"
"122","1980","9678"
"169","1997","9679"
"182","1997","9680"
"104","1977","9681"
"48","1978","9682"
"81","1979","9683"
"43","1980","9684"
"50","1981","9685"
"27","1983","9686"
"53","1984","9687"
"41","1985","9688"
"20","1986","9689"
"53","1987","9690"
"29","1988","9691"
"77","1989","9692"
"112","1990","2720"
"186","1991","9693"
"9","1993","9694"
"62","1994","9695"
"9","1995","9696"
"5","1996","9697"
"134","1994","9698"
"21","1944","9699"
"21","1944","9699"
"25","1951","9700"
"33","1943","9701"
"33","1943","9701"
"69","1946","9702"
"69","1946","9702"
"7","1917","9703"
"7","1917","9703"
"18","1919","9704"
"18","1919","9704"
"30","1925","9705"
"30","1925","9705"
"22","1929","9706"
"22","1929","9706"
"54","1931","9707"
"54","1931","9707"
"25","1934","9708"
"25","1934","9708"
"34","1937","9709"
"34","1937","9709"
"58","1940","9710"
"58","1940","9710"
"47","1941","9711"
"47","1941","9711"
"9","1943","9712"
"9","1943","9712"
"48","1946","9713"
"48","1946","9713"
"9","1947","9714"
"9","1947","9714"
"25","1948","9715"
"25","1948","9715"
"52","1951","9716"
"87","1952","9717"
"65","1953","9718"
"73","1954","9719"
"49","1955","9720"
"100","1957","9721"
"97","1959","9722"
"46","1967","9723"
"120","1972","9724"
"179","1979","9725"
"153","1980","9726"
"56","1987","9727"
"30","2009","1497"
"130","1989","9728"
"80","1995","9729"
"99","1952","9730"
"33","1957","9731"
"66","1960","9732"
"65","1961","324"
"47","1964","9733"
"92","2015","1990"
"93","2015","9734"
"94","2015","9735"
"95","2015","9736"
"48","1982","9737"
"47","1982","33"
"167","2015","1994"
"87","1991","2745"
"80","2003","2746"
"162","1978","527"
"149","1991","529"
"122","1974","9738"
"148","1991","528"
"18","2015","9739"
"30","2013","9740"
"100","2017","9741"
"148","1976","9742"
"102","1976","9743"
"163","1978","9744"
"138","1983","9745"
"65","1997","9746"
"11","2000","9747"
"6","2007","9748"
"119","1981","9749"
"42","1924","9750"
"42","1924","9750"
"4","1925","9751"
"4","1925","9751"
"110","1971","9752"
"180","1973","9753"
"117","1985","9754"
"159","1987","9755"
"40","2014","9756"
"33","1989","9757"
"38","2014","9758"
"116","1985","37"
"26","1988","9759"
"39","2014","9760"
"26","1985","9761"
"27","1985","9762"
"115","1985","9763"
"158","1987","9764"
