"ID","ACT_NO","YEAR","DATE","ACT_NAME_ID"
"C2004A04274","199","1991","1991-12-18","3401"
"C2004A00816","49","2001","2001-06-21","3402"
"C2004A04709","33","1994","1994-03-15","3403"
"C2018C00456","119","1988","2018-11-15","232"
"C2006C00121","49","2004","2006-04-11","3404"
"C2015C00053","197","2012","2015-03-06","3405"
"C2017A00012","12","2017","2017-02-22","3406"
"C2009C00386","2","2000","2009-08-05","3407"
"C2004A00748","155","2000","2000-12-21","3408"
"C2006A00099","99","2006","2006-09-14","3409"
"C2006A00148","148","2006","2006-12-06","3410"
"C2015C00461","87","1976","2015-08-26","237"
"C2017C00109","60","1951","2017-03-22","1112"
"C1965A00079","79","1965","1965-11-25","3411"
"C2004A01501","70","1976","1976-06-09","3412"
"C2004A02197","187","1979","1979-12-04","3413"
"C2004A02828","111","1983","1983-12-08","3414"
"C2016C00201","36","2015","2016-03-15","3415"
"C2017A00092","92","2017","2017-08-23","3416"
"C2017C00269","123","2013","2017-08-28","1830"
"C2014A00058","58","2014","2014-06-26","3417"
"C2016C00418","62","2014","2016-05-09","1904"
"C2014A00060","60","2014","2014-06-30","3418"
"C2014A00061","61","2014","2014-06-30","3419"
"C2014A00059","59","2014","2014-06-30","3420"
"C2018C00019","133","2013","2018-01-12","1844"
"C2013A00134","134","2013","2013-07-15","3421"
"C2017C00100","200","1985","2017-03-22","285"
"C2018C00190","26","1971","2018-05-25","238"
"C2018A00080","80","2018","2018-08-24","3422"
"C2017C00270","147","1999","2017-08-29","703"
"C2004A02670","111","1982","1982-11-05","3423"
"C2013A00002","2","2013","2013-02-14","3424"
"C2004A02378","177","1980","1980-12-17","3425"
"C2004A02809","92","1983","1983-11-22","3426"
"C2004A03205","166","1985","1985-12-11","3427"
"C2004A03394","153","1986","1986-12-18","3428"
"C2004A02927","63","1984","1984-06-25","3429"
"C2017C00098","92","1969","2017-03-22","494"
"C2006A00132","132","2006","2006-11-07","3430"
"C2004C00596","19","1978",,"3431"
"C2004A02061","51","1979","1979-06-14","3432"
"C2004A02230","29","1980","1980-05-08","3433"
"C2004A02973","109","1984","1984-10-17","3434"
"C2004A03153","114","1985","1985-10-21","3435"
"C2004A03677","84","1988","1988-10-31","3436"
"C2004A03767","19","1989","1989-04-20","3437"
"C2004A01985","186","1978","1978-12-04","3438"
"C2018C00091","196","1992","2018-04-05","3439"
"C2004A04615","60","1993","1993-11-03","496"
"C2004A04841","168","1994","1994-12-16","3440"
"C2004A04897","44","1995","1995-06-15","3441"
"C2014A00094","94","2014","2014-08-08","3442"
"C2004A02432","54","1981","1981-05-25","3443"
"C2004A02883","19","1984","1984-04-26","3444"
"C2004A03041","2","1985","1985-03-29","3445"
"C2004A04209","134","1991","1991-09-02","3446"
"C2004A04842","169","1994","1994-12-16","3447"
"C2004A00585","196","1999","1999-12-23","3448"
"C2004A00954","17","2002","2002-04-04","3449"
"C2007A00158","158","2007","2007-09-24","3450"
"C2004C01375","91","2003",,"3451"
"C2008A00068","68","2008","2008-07-01","3452"
"C2015A00047","47","2015","2015-05-26","3453"
"C2015A00048","48","2015","2015-05-26","3454"
"C2015A00049","49","2015","2015-05-26","3455"
"C2016C00089","52","1975","2016-01-29","239"
"C2004A04951","101","1995","1995-09-15","3456"
"C2004A03475","66","1987","1987-06-05","3457"
"C2004A04259","184","1991","1991-12-06","3458"
"C2005A00053","53","2005","2005-04-01","3459"
"C2007A00069","69","2007","2007-05-28","3460"
"C2004A03525","116","1987","1987-12-16","3461"
"C2018C00336","174","1992","2018-08-14","286"
"C2004A05139","41","1997","1997-04-22","3462"
"C2010A00146","146","2010","2010-12-16","3463"
"C2004A00626","34","2000","2000-05-03","3464"
"C2004A02625","66","1982","1982-06-16","3465"
"C2013C00540","132","1983","2013-09-19","287"
"C2004A04437","146","1992","1992-12-07","3466"
"C2004A05140","42","1997","1997-04-22","3467"
"C2004A00627","35","2000","2000-05-03","3468"
"C2005A00050","50","2005","2005-04-01","3469"
"C2013C00543","144","1997","2013-09-19","288"
"C2005A00051","51","2005","2005-04-01","3470"
"C2017C00352","133","1983","2017-11-07","289"
"C2004A04438","147","1992","1992-12-07","3471"
"C2014C00747","136","1983","2014-11-03","3472"
"C2014C00746","167","1992","2014-11-03","290"
"C2017C00347","137","1983","2017-10-30","291"
"C2004A04435","144","1992","1992-12-07","3473"
"C2004A05141","43","1997","1997-04-22","3474"
"C2004A00628","36","2000","2000-05-03","3475"
"C2004A00944","7","2002","2002-04-04","3476"
"C2005A00052","52","2005","2005-04-01","3477"
"C2014A00072","72","2014","2014-06-30","3478"
"C2004A00879","112","2001","2001-09-17","3479"
"C2004A00416","22","1999","1999-04-19","3480"
"C2018C00075","44","1984","2018-03-27","497"
"C2013A00034","34","2013","2013-05-17","3481"
"C2014C00720","30","2002","2014-10-29","1184"
"C2018A00006","6","2018","2018-02-20","2053"
"C2016A00096","96","2016","2016-12-07","3482"
"C2016C01145","151","2015","2016-12-14","2110"
"C2017C00041","169","1984","2017-02-16","548"
"C2016A00057","57","2016","2016-09-16","3483"
"C2017C00359","93","2014","2017-11-09","1880"
"C2018C00435","124","2017","2018-11-07","3484"
"C2004C06403","82","1968","2009-12-07","3485"
"C2008C00388","14","1923","2008-07-23","3486"
"C2018C00018","71","1990","2018-01-12","382"
"C2004A03346","105","1986","1986-10-23","383"
"C2004A01749","111","1977","1977-10-28","3487"
"C2004A02498","121","1981","1981-09-09","3488"
"C2011A00075","75","2011","2011-07-25","3489"
"C2018C00028","215","1973","2018-01-22","384"
"C2004A00791","27","2001","2001-04-06","3490"
"C2018C00217","174","2000","2018-06-19","426"
"C2006A00090","90","2006","2006-06-30","3491"
"C2009A00078","78","2009","2009-09-07","3492"
"C2012C00857","69","2010","2012-11-27","3493"
"C2015A00090","90","2015","2015-06-26","3494"
"C2004A00741","150","2000","2000-12-21","3495"
"C2009A00079","79","2009","2009-09-07","3496"
"C2010A00070","70","2010","2010-06-28","3497"
"C2018C00236","129","2000","2018-06-20","1623"
"C2018C00228","71","2010","2018-06-19","1550"
"C2004A00148","90","1974","1974-10-31","3498"
"C2004A02028","18","1979","1979-03-28","3499"
"C2004A02787","70","1983","1983-10-24","3500"
"C2004A03129","90","1985","1985-06-06","3501"
"C2004C00214","109","1983",,"498"
"C2013C00287","125","2009","2013-06-20","1460"
"C2004A01035","98","2002","2002-11-10","3502"
"C2016C00968","145","2002","2016-10-24","1120"
"C2015C00201","4","1959","2015-04-21","1015"
"C1973A00118","118","1973","1973-10-26","3503"
"C2004A00710","118","2000","2000-09-07","3504"
"C2016C00092","59","1998","2016-02-01","1017"
"C2005A00017","17","2005","2005-02-22","3505"
"C2018C00300","61","1997","2018-07-31","1016"
"C2008A00148","148","2008","2008-12-11","1485"
"C2012A00047","47","2012","2012-04-16","1691"
"C2016A00035","35","2016","2016-04-19","3506"
"C2004A00634","42","2000","2000-05-03","3507"
"C2004A00956","19","2002","2002-04-04","3508"
"C2009A00104","104","2009","2009-10-08","3509"
"C2018A00163","163","2018","2018-12-10","3510"
"C2018A00165","165","2018","2018-12-10","3511"
"C2018A00166","166","2018","2018-12-10","3512"
"C2018A00167","167","2018","2018-12-10","3513"
"C2018A00164","164","2018","2018-12-10","3514"
"C2014C00545","92","1953","2014-08-08","329"
"C2018C00049","12","1902","2018-02-27","705"
"C2006A00052","52","2006","2006-06-14","3515"
"C2013A00024","24","2013","2013-03-28","3516"
"C2006A00167","167","2006","2006-12-12","3517"
"C2004A00894","166","2001","2001-10-01","3518"
"C2008C00329","74","1953","2008-07-16","706"
"C2004A00044","114","1973","1973-10-19","707"
"C2012C00351","240","1992","2012-03-29","85"
"C2009A00053","53","2009","2009-06-25","3519"
"C2013A00146","146","2013","2013-12-13","3520"
"C2017C00260","84","2009","2017-08-22","1453"
"C2017A00086","86","2017","2017-08-16","3521"
"C2008A00157","157","2008","2008-12-18","1454"
"C2010A00005","5","2010","2010-02-19","3522"
"C2011A00182","182","2011","2011-12-06","3523"
"C2006C00126","144","2001","2006-04-11","3524"
"C2007A00054","54","2007","2007-04-12","3525"
"C2011A00181","181","2011","2011-12-06","3526"
"C2018C00443","156","1988","2018-11-12","2113"
"C2017A00108","108","2017","2017-09-14","3527"
"C2016A00003","3","2016","2016-02-10","3528"
"C2018C00095","75","1988","2018-04-06","385"
"C2004C06524","18","1955","2009-12-07","3529"
"C1956A00018","18","1956","1956-05-12","1240"
"C1930A00062","62","1930","1930-12-16","3530"
"C1960A00065","65","1960","1960-11-30","3531"
"C2008A00144","144","2008","2008-12-09","3532"
"C2015C00455","134","2008","2015-08-26","3533"
"C2004A03721","128","1988","1988-12-14","3534"
"C2016C00447","153","2008","2016-05-13","1455"
"C2011A00122","122","2011","2011-10-14","3535"
"C2011A00026","26","2011","2011-04-21","3536"
"C2007A00120","120","2007","2007-06-28","3537"
"C2006A00029","29","2006","2006-04-06","3538"
"C2007A00046","46","2007","2007-04-10","3539"
"C2006A00117","117","2006","2006-11-04","3540"
"C2016C00429","135","2004","2016-05-10","1885"
"C2004C00158","21","1926",,"353"
"C2014C00389","13","1949","2014-07-16","354"
"C2004A03362","121","1986","1986-12-02","3541"
"C2016C01002","31","1924","2016-10-28","672"
"C2016C00421","12","2008","2016-05-10","1461"
"C2016C00432","13","2008","2016-05-11","1882"
"C2011A00020","20","2011","2011-04-12","1653"
"C2018C00044","102","1987","2018-02-23","428"
"C2004A03513","104","1987","1987-11-06","3542"
"C2017C00393","234","1992","2017-12-09","386"
"C2015A00051","51","2015","2015-05-26","3543"
"C2004C00281","231","1992",,"387"
"C2004C00776","232","1992",,"388"
"C2004A04524","233","1992","1992-12-24","389"
"C2008C00399","161","1973","2008-07-23","242"
"C2004C00608","23","1909",,"3544"
"C1922A00028","28","1922","1922-10-18","3545"
"C2004C00607","24","1908",,"806"
"C2017C00093","25","1910","2017-03-22","807"
"C2004A02381","3","1981","1981-03-05","3546"
"C2004A02473","96","1981","1981-06-18","3547"
"C2004A02474","97","1981","1981-06-18","3548"
"C2004C01314","65","2002",,"3549"
"C2018A00029","29","2018","2018-04-11","3550"
"C2018A00030","30","2018","2018-04-11","3551"
"C1952A00006","6","1952","1952-03-13","549"
"C2004A04213","138","1991","1991-09-27","708"
"C2018C00175","172","1992","2018-05-22","244"
"C2010A00143","143","2010","2010-12-15","3552"
"C2004A04457","166","1992","1992-12-11","245"
"C2014C00415","23","1947","2014-07-18","330"
"C2005C00099","204","1973","2005-03-01","3553"
"C2005C00098","73","1974","2005-03-01","3554"
"C2011A00040","40","2011","2011-06-20","3555"
"C2018C00499","4","1984","2018-12-14","246"
"C2004A01186","103","2003","2003-10-15","3556"
"C2013A00098","98","2013","2013-06-28","3557"
"C2004A04470","179","1992","1992-12-16","3558"
"C1970A00084","84","1970","1970-10-26","3559"
"C2016C00434","53","2012","2016-05-11","1734"
"C2016C00957","8","1981","2016-10-21","803"
"C2018A00140","140","2018","2018-11-29","3560"
"C2012A00054","54","2012","2012-06-21","3561"
"C2005A00076","76","2005","2005-06-29","1254"
"C2012A00069","69","2012","2012-06-27","3562"
"C2018C00105","52","1995","2018-04-10","1034"
"C2014C00390","176","1997","2014-07-16","673"
"C2004A01093","8","2003","2003-03-19","3563"
"C2004A03814","66","1989","1989-06-19","676"
"C2018C00103","54","1993","2018-04-09","677"
"C2017C00248","150","2012","2017-07-20","1703"
"C2012A00151","151","2012","2012-11-08","3564"
"C2018C00413","46","1991","2018-10-16","452"
"C2018C00414","191","1999","2018-10-16","453"
"C2004C01311","192","1999",,"3565"
"C2007A00172","172","2007","2007-09-28","3566"
"C2007A00173","173","2007","2007-09-28","3567"
"C2007A00114","114","2007","2007-06-28","3568"
"C2005A00066","66","2005","2005-06-26","3569"
"C2010A00088","88","2010","2010-06-29","3570"
"C2004A01258","23","2004","2004-03-25","3571"
"C2009A00025","25","2009","2009-03-26","3572"
"C2009A00116","116","2009","2009-12-04","3573"
"C2011A00049","49","2011","2011-06-27","3574"
"C2011A00179","179","2011","2011-12-05","3575"
"C2012A00106","106","2012","2012-07-22","3576"
"C2013A00121","121","2013","2013-06-29","3577"
"C2009A00043","43","2009","2009-06-23","3578"
"C2009A00035","35","2009","2009-05-27","3579"
"C2008C00437","108","2006","2008-07-30","3580"
"C2010A00045","45","2010","2010-04-14","3581"
"C2010A00089","89","2010","2010-06-29","3582"
"C2012A00098","98","2012","2012-06-29","3583"
"C2011A00145","145","2011","2011-11-29","3584"
"C2009A00052","52","2009","2009-06-24","3585"
"C2013C00602","51","2012","2013-10-03","3586"
"C2008A00131","131","2008","2008-12-01","3587"
"C2008A00064","64","2008","2008-06-30","3588"
"C2012A00154","154","2012","2012-11-17","3589"
"C2012A00052","52","2012","2012-05-26","3590"
"C2013A00005","5","2013","2013-03-05","3591"
"C2010A00017","17","2010","2010-03-24","3592"
"C2011A00091","91","2011","2011-08-04","3593"
"C2009A00060","60","2009","2009-06-29","3594"
"C2011C00056","130","2007","2011-01-12","3595"
"C2010A00093","93","2010","2010-06-29","3596"
"C2004A02942","78","1984","1984-06-25","3597"
"C2008A00005","5","2008","2008-03-20","3598"
"C2008C00141","66","2007","2008-06-04","3599"
"C2004A03539","130","1987","1987-12-16","3600"
"C2004A00998","54","2002","2002-06-29","3601"
"C2005C00507","94","2000","2005-07-26","3602"
"C2010C00286","19","2008","2010-04-15","3603"
"C2010C00287","41","2006","2010-04-15","1294"
"C2005C00508","132","2000","2005-07-26","3604"
"C2004A00927","151","2001","2001-10-01","3605"
"C2008A00149","149","2008","2008-12-11","3606"
"C2004A04731","55","1994","1994-04-07","3607"
"C2018C00017","173","1999","2018-01-12","454"
"C2018C00229","55","2005","2018-06-19","1293"
"C2016C01070","123","1998","2016-11-10","678"
"C2004A01037","100","2002","2002-11-10","3608"
"C2004A00868","101","2001","2001-09-04","3609"
"C2018A00092","92","2018","2018-08-31","3610"
"C2016C00614","129","2003","2016-06-09","1147"
"C2004A01215","130","2003","2003-12-12","3611"
"C2018C00086","180","1991","2018-04-04","293"
"C2012C00358","79","1982","2012-03-29","247"
"C2004C00620","4","1927",,"1036"
"C1972A00058","58","1972","1972-06-09","3612"
"C1961A00020","20","1961","1961-05-19","3613"
"C1968A00077","77","1968","1968-10-31","3614"
"C2004A00372","109","1998","1998-12-07","3615"
"C1973A00127","127","1973","1973-11-13","3616"
"C2004A01912","113","1978","1978-09-22","3617"
"C2004A01584","154","1976","1976-12-09","3618"
"C1969A00090","90","1969","1969-09-27","3619"
"C1965A00153","153","1965","1965-12-18","3620"
"C2004A00877","110","2001","2001-09-17","3621"
"C2004A00951","14","2002","2002-04-04","3622"
"C2004A01230","145","2003","2003-12-17","3623"
"C2004A01029","92","2002","2002-10-31","3624"
"C2004A01372","137","2004","2004-12-13","3625"
"C2004A02114","104","1979","1979-10-25","3626"
"C2004A04530","239","1992","1992-12-24","3627"
"C1971A00114","114","1971","1971-12-09","3628"
"C2004A01193","106","2003","2003-10-21","3629"
"C2004A02553","176","1981","1981-12-02","3630"
"C2004A02585","26","1982","1982-05-07","3631"
"C2004A02639","80","1982","1982-09-22","3632"
"C2004A03550","141","1987","1987-12-18","3633"
"C2004A02756","39","1983","1983-06-20","3634"
"C2004A02808","91","1983","1983-11-22","3635"
"C2004A02936","72","1984","1984-06-25","3636"
"C2004A03029","165","1984","1984-10-25","3637"
"C2004A03104","65","1985","1985-06-05","3638"
"C2004A03232","193","1985","1985-12-16","3639"
"C2004A03409","168","1986","1986-12-18","3640"
"C2004A02439","61","1981","1981-06-12","3641"
"C2004C01252","43","1996",,"3642"
"C2005C00512","63","2002","2005-07-26","248"
"C2005A00100","100","2005","2005-07-06","3643"
"C2007C00187","9","2006","2007-04-03","3644"
"C2008C00442","8","2007","2008-07-31","3645"
"C2008A00073","73","2008","2008-07-03","3646"
"C2012C00916","8","2010","2012-12-18","3647"
"C2012C00841","5","2011","2012-11-21","3648"
"C2014C00183","136","2012","2014-06-04","3649"
"C2013A00103","103","2013","2013-06-29","3650"
"C2014A00031","31","2014","2014-05-27","3651"
"C2015A00005","5","2015","2015-02-25","3652"
"C2015A00145","145","2015","2015-11-12","3653"
"C2016A00004","4","2016","2016-02-11","3654"
"C2016A00067","67","2016","2016-10-20","3655"
"C2004C00661","56","1942",,"249"
"C2004A00509","118","1999","1999-09-22","250"
"C2011A00100","100","2011","2011-09-15","3656"
"C2012A00141","141","2012","2012-09-25","3657"
"C2016C00970","61","1963","2016-10-24","817"
"C2004A03833","85","1989","1989-06-27","3658"
"C2015A00023","23","2015","2015-03-24","2093"
"C2014C00036","113","2013","2014-01-13","1809"
"C2013A00115","115","2013","2013-06-29","3659"
"C2013A00114","114","2013","2013-06-29","3660"
"C2018C00325","110","2003","2018-08-08","1140"
"C2018C00476","33","1922","2018-12-04","3661"
"C1948A00019","19","1948","1948-05-18","3662"
"C1950A00076","76","1950","1950-12-15","3663"
"C1951A00049","49","1951","1951-12-11","3664"
"C1954A00011","11","1954","1954-04-20","3665"
"C1957A00094","94","1957","1957-12-12","3666"
"C1958A00045","45","1958","1958-09-29","3667"
"C1959A00102","102","1959","1959-12-04","3668"
"C1963A00102","102","1963","1963-11-01","3669"
"C1965A00097","97","1965","1965-12-10","3670"
"C1966A00069","69","1966","1966-10-29","3671"
"C1967A00052","52","1967","1967-05-26","3672"
"C1968A00049","49","1968","1968-06-21","3673"
"C1971A00046","46","1971","1971-05-25","3674"
"C2018C00471","31","1976","2018-11-30","3675"
"C2016C00214","38","1990","2016-03-18","3676"
"C2017C00379","80","2005","2017-12-05","3677"
"C1951A00062","62","1951","1951-12-11","3678"
"C1956A00112","112","1956","1956-11-15","3679"
"C1965A00154","154","1965","1965-12-18","3680"
"C1966A00086","86","1966","1966-10-29","3681"
"C1968A00057","57","1968","1968-06-25","3682"
"C1969A00026","26","1969","1969-06-04","3683"
"C2004A01816","17","1978","1978-04-24","3684"
"C2004A01463","32","1976","1976-05-07","3685"
"C2004A03723","130","1988","1988-12-14","3686"
"C2017A00068","68","2017","2017-06-23","3687"
"C2004A03334","93","1986","1986-10-13","3688"
"C2004A03873","125","1989","1989-10-17","3689"
"C2018C00249","161","2012","2018-07-06","1770"
"C2018A00057","57","2018","2018-06-28","3690"
"C2005C00431","39","1990","2005-07-07","501"
"C2004A01341","106","2004","2004-06-30","3691"
"C2008C00222","81","2005","2008-07-01","3692"
"C2004A00522","131","1999","1999-10-13","3693"
"C2018C00080","70","1997","2018-03-28","1045"
"C2009C00451","68","1997","2009-09-28","1043"
"C2005C00531","69","1997","2005-08-16","1963"
"C2004A05169","71","1997","1997-06-05","3694"
"C2005C00530","72","1997","2005-08-16","1048"
"C2016C00699","185","1997","2016-07-01","1046"
"C2005C00533","184","1997","2005-08-16","1047"
"C2004A00863","96","2001","2001-08-15","3695"
"C2015C00154","134","1995","2015-04-10","818"
"C2016C00441","173","1997","2016-05-12","819"
"C2004A00812","45","2001","2001-06-05","3696"
"C2008A00083","83","2008","2008-07-12","3697"
"C2016C00881","2","2001","2016-07-25","430"
"C2007A00151","151","2007","2007-09-24","3698"
"C2017C00085","13","2009","2017-03-15","1504"
"C2009A00114","114","2009","2009-11-16","3699"
"C2012A00075","75","2012","2012-06-27","3700"
"C2014C00672","88","2013","2014-10-08","3701"
"C2015C00309","85","2013","2015-07-08","3702"
"C2015C00292","11","2014","2015-07-01","3703"
"C2014A00068","68","2014","2014-06-30","3704"
"C2014A00069","69","2014","2014-06-30","3705"
"C2014A00110","110","2014","2014-10-16","3706"
"C2014A00133","133","2014","2014-12-12","3707"
"C2015A00020","20","2015","2015-03-19","3708"
"C2017C00118","70","2015","2017-04-03","3709"
"C2015A00162","162","2015","2015-11-30","3710"
"C2015A00130","130","2015","2015-09-16","3711"
"C2015A00135","135","2015","2015-10-13","3712"
"C2016A00010","10","2016","2016-02-25","3713"
"C2017A00015","15","2017","2017-02-28","3714"
"C2016A00052","52","2016","2016-05-05","3715"
"C2018C00085","21","2015","2018-04-04","3716"
"C2015A00149","149","2015","2015-11-12","3717"
"C2015A00105","105","2015","2015-06-30","3718"
"C2013A00082","82","2013","2013-06-28","3719"
"C2015A00069","69","2015","2015-06-25","3720"
"C2016A00039","39","2016","2016-05-04","3721"
"C2015A00053","53","2015","2015-05-26","3722"
"C2009A00006","6","2009","2009-02-18","3723"
"C2014A00032","32","2014","2014-05-27","3724"
"C2004C00927","121","1997",,"3725"
"C2004C00958","46","1998",,"3726"
"C2018C00087","19","2010","2018-04-04","3727"
"C2016C00501","90","2010","2016-05-20","3728"
"C2016C00523","62","2011","2016-05-26","3729"
"C2014C00709","84","2013","2014-10-27","3730"
"C2016C01035","145","2010","2016-11-02","3731"
"C2016C00485","53","2016","2016-05-19","3732"
"C2010C00613","95","2004","2010-08-19","3733"
"C2010C00648","83","2004","2010-09-06","3734"
"C2010C00601","105","2004","2010-08-17","3735"
"C2010C00603","23","2005","2010-08-17","3736"
"C2010C00584","41","2005","2010-08-17","3737"
"C2005A00077","77","2005","2005-06-29","3738"
"C2005A00078","78","2005","2005-06-29","3739"
"C2005A00063","63","2005","2005-06-26","3740"
"C2005A00160","160","2005","2005-12-19","3741"
"C2005A00162","162","2005","2005-12-19","3742"
"C2006A00013","13","2006","2006-03-29","3743"
"C2010C00260","32","2006","2010-04-08","3744"
"C2010C00300","58","2006","2010-04-21","3745"
"C2012C00388","80","2006","2012-04-11","3746"
"C2010C00261","168","2006","2010-04-08","3747"
"C2018C00495","47","1997","2018-12-13","294"
"C2004A01525","94","1976","1976-09-20","3748"
"C2004A03714","121","1988","1988-12-14","3749"
"C2004A04743","67","1994","1994-05-30","3750"
"C2004A05320","4","1998","1998-03-26","3751"
"C2006A00155","155","2006","2006-12-08","3752"
"C2009A00016","16","2009","2009-03-26","3753"
"C2018C00385","111","2017","2018-09-21","3754"
"C2018A00148","148","2018","2018-12-08","3755"
"C2005A00104","104","2005","2005-08-23","3756"
"C2014C00761","63","1989","2014-11-06","295"
"C2018C00218","49","1997","2018-06-19","296"
"C2005A00046","46","2005","2005-04-01","3757"
"C2005A00116","116","2005","2005-09-23","3758"
"C2004A04916","66","1995","1995-06-30","3759"
"C2004A05046","26","1996","1996-06-28","3760"
"C2004A05148","50","1997","1997-04-22","3761"
"C2004A01077","140","2002","2002-12-19","3762"
"C2016C00474","50","1999","2016-05-17","297"
"C2004A00625","33","2000","2000-04-19","3763"
"C2004A00687","95","2000","2000-06-30","3764"
"C2004A00735","142","2000","2000-11-29","3765"
"C2005A00024","24","2005","2005-03-21","3766"
"C2018C00225","45","2012","2018-06-19","1683"
"C2015A00037","37","2015","2015-04-13","3767"
"C2004A04658","103","1993","1993-12-22","3768"
"C2004A04991","141","1995","1995-12-12","3769"
"C2004A00542","151","1999","1999-11-11","3770"
"C2004A01289","55","2004","2004-04-27","3771"
"C2007C00643","40","2006","2007-10-12","3772"
"C2004A01383","148","2004","2004-12-14","3773"
"C2005A00152","152","2005","2005-12-14","3774"
"C2018C00503","114","1979","2018-12-18","1263"
"C2007A00177","177","2007","2007-09-28","3775"
"C2008A00023","23","2008","2008-05-26","3776"
"C2010A00002","2","2010","2010-02-12","3777"
"C2015A00039","39","2015","2015-04-13","3778"
"C2011A00004","4","2011","2011-03-22","3779"
"C2004C01072","160","1997",,"3780"
"C2004A01198","113","2003","2003-11-12","3781"
"C2012A00074","74","2012","2012-06-27","3782"
"C2004A00655","63","2000","2000-06-22","3783"
"C2004A00980","67","2002","2002-07-05","3784"
"C2008A00095","95","2008","2008-10-03","3785"
"C2009A00032","32","2009","2009-05-22","3786"
"C2004A00433","42","1999","1999-06-11","3787"
"C2004C01232","200","1997",,"3788"
"C2004A00443","52","1999","1999-07-05","3789"
"C2004A00743","152","2000","2000-12-21","3790"
"C2005A00119","119","2005","2005-09-23","3791"
"C2018C00422","21","1990","2018-10-23","598"
"C2009A00076","76","2009","2009-08-27","3792"
"C2009A00096","96","2009","2009-09-29","3793"
"C2010A00054","54","2010","2010-05-31","3794"
"C2010A00141","141","2010","2010-12-15","3795"
"C2011A00077","77","2011","2011-07-25","3796"
"C2014A00004","4","2014","2014-02-28","3797"
"C2017A00047","47","2017","2017-06-19","3798"
"C2018A00007","7","2018","2018-03-05","3799"
"C2018A00104","104","2018","2018-09-21","3800"
"C2007C00653","39","2006","2007-10-15","3801"
"C2004A00604","12","2000","2000-03-31","3802"
"C2004A00781","14","2001","2001-03-22","3803"
"C2007A00140","140","2007","2007-09-14","3804"
"C2004A00648","56","2000","2000-05-30","3805"
"C2004A00712","120","2000","2000-09-12","3806"
"C2004A00960","23","2002","2002-04-04","3807"
"C2004A01124","39","2003","2003-05-27","3808"
"C2006A00002","2","2006","2006-03-01","3809"
"C2006A00096","96","2006","2006-09-05","3810"
"C2007C00652","24","2002","2007-10-15","3811"
"C2009A00038","38","2009","2009-06-17","3812"
"C2008A00009","9","2008","2008-03-20","3813"
"C2006A00005","5","2006","2006-03-03","3814"
"C2004A01000","56","2002","2002-07-03","3815"
"C2018C00066","22","1990","2018-03-20","599"
"C2004A00967","25","2002","2002-04-04","3816"
"C2010A00053","53","2010","2010-05-31","3817"
"C2018A00008","8","2018","2018-03-05","3818"
"C2008A00096","96","2008","2008-10-03","3819"
"C2011A00039","39","2011","2011-05-27","3820"
"C2004A00617","25","2000","2000-04-03","683"
"C2017C00302","218","1992","2017-09-20","600"
"C2004A00728","135","2000","2000-11-24","3821"
"C2012A00005","5","2012","2012-03-06","3822"
"C2018C00450","148","2011","2018-11-14","1641"
"C2018A00120","120","2018","2018-10-03","3823"
"C2016C00677","23","1984","2016-06-21","95"
"C2004A01040","103","2002","2002-11-10","3824"
"C2004A02886","22","1984","1984-04-26","3825"
"C2016C00443","74","2004","2016-05-12","1209"
"C2007A00047","47","2007","2007-04-10","3826"
"C2006C00085","75","2004","2006-03-28","1210"
"C2016A00031","31","2016","2016-03-23","3827"
"C2018C00377","119","1995","2018-09-18","684"
"C2006A00114","114","2006","2006-10-23","3828"
"C2004A00709","117","2000","2000-09-07","3829"
"C2011A00149","149","2011","2011-12-01","3830"
"C2004A00866","99","2001","2001-08-22","3831"
"C2004A00285","63","1975","1975-06-19","3832"
"C2008A00007","7","2008","2008-03-20","3833"
"C2004A01519","88","1976","1976-08-31","3834"
"C2004A01719","81","1977","1977-06-16","3835"
"C2004A02005","206","1978","1978-12-06","3836"
"C2004C01253","63","2001",,"3837"
"C2004A01789","151","1977","1977-11-10","3838"
"C2004A02006","207","1978","1978-12-06","3839"
"C2004A01065","128","2002","2002-12-11","3840"
"C2010A00044","44","2010","2010-04-14","3841"
"C2012C00868","103","2010","2012-11-30","3842"
"C2004A01343","108","2004","2004-06-30","3843"
"C2009A00059","59","2009","2009-06-26","3844"
"C2008A00126","126","2008","2008-11-25","3845"
"C2010A00102","102","2010","2010-07-13","3846"
"C2004A00716","123","2000","2000-10-05","3847"
"C2004A01083","146","2002","2002-12-19","3848"
"C2006A00092","92","2006","2006-08-18","3849"
"C2006A00011","11","2006","2006-03-23","3850"
"C2004A01348","113","2004","2004-07-13","3851"
"C2004A00913","124","2001","2001-09-27","3852"
"C2004A01219","134","2003","2003-12-17","3853"
"C2008A00116","116","2008","2008-11-21","3854"
"C2006A00131","131","2006","2006-11-06","3855"
"C2007A00159","159","2007","2007-09-24","3856"
"C2004A04001","70","1990","1990-06-16","3857"
"C2016C00299","74","1933","2016-04-14","551"
"C2018C00192","81","2014","2018-05-25","1886"
"C2014A00082","82","2014","2014-07-17","3858"
"C1958A00053","53","1958","1958-10-01","3859"
"C2016C00893","186","1999","2016-07-25","686"
"C2016C00896","187","1999","2016-07-25","688"
"C2016C00891","188","1999","2016-07-25","687"
"C2017C00053","185","1999","2017-03-01","689"
"C2008A00018","18","2008","2008-04-08","3860"
