aaoID,dept,matter,
20100506,THE DEPARTMENT OF HEALTH AND AGEING,Aboriginal and Torres Strait Islander health programs and policies,
20100629,THE DEPARTMENT OF HEALTH AND AGEING,Aboriginal and Torres Strait Islander health programs and policies,
20100914,THE DEPARTMENT OF HEALTH AND AGEING,Aboriginal and Torres Strait Islander health programs and policies,
20101014,THE DEPARTMENT OF HEALTH AND AGEING,Aboriginal and Torres Strait Islander health programs and policies,
20111019,THE DEPARTMENT OF HEALTH AND AGEING,Aboriginal and Torres Strait Islander health programs and policies,
20111207,THE DEPARTMENT OF HEALTH AND AGEING,Aboriginal and Torres Strait Islander health programs and policies,
20111214,THE DEPARTMENT OF HEALTH AND AGEING,Aboriginal and Torres Strait Islander health programs and policies,
20120209,THE DEPARTMENT OF HEALTH AND AGEING,Aboriginal and Torres Strait Islander health programs and policies,
20130325,THE DEPARTMENT OF HEALTH AND AGEING,Aboriginal and Torres Strait Islander health programs and policies,
20130516,THE DEPARTMENT OF HEALTH AND AGEING,Aboriginal and Torres Strait Islander health programs and policies,
20171220,THE ATTORNEY GENERAL'S DEPARTMENT,"Administration of criminal justice, including - criminal law policy and principles of criminal responsibility; matters relating to prosecution; sentencing and management of federal offenders; international crime co-operation, including extradition and mutual assistance in criminal matters",
20180419,THE ATTORNEY GENERAL'S DEPARTMENT,"Administration of criminal justice, including - criminal law policy and principles of criminal responsibility; matters relating to prosecution; sentencing and management of federal offenders; international crime co-operation, including extradition and mutual assistance in criminal matters",
20180510,THE ATTORNEY GENERAL'S DEPARTMENT,"Administration of criminal justice, including - criminal law policy and principles of criminal responsibility; matters relating to prosecution; sentencing and management of federal offenders; international crime co-operation, including extradition and mutual assistance in criminal matters",
20180828,THE ATTORNEY GENERAL'S DEPARTMENT,"Administration of criminal justice, including - criminal law policy and principles of criminal responsibility; matters relating to prosecution; sentencing and management of federal offenders; international crime co-operation, including extradition and mutual assistance in criminal matters",
20071203,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Administration of export controls on agricultural, fisheries and forestry industries products",
20080125,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Administration of export controls on agricultural, fisheries and forestry industries products",
20080501,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Administration of export controls on agricultural, fisheries and forestry industries products",
20100308,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Administration of export controls on agricultural, fisheries and forestry industries products",
20100506,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Administration of export controls on agricultural, fisheries and forestry industries products",
20100629,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Administration of export controls on agricultural, fisheries and forestry industries products",
20100914,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Administration of export controls on agricultural, fisheries and forestry industries products",
20101014,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Administration of export controls on agricultural, fisheries and forestry industries products",
20111019,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Administration of export controls on agricultural, fisheries and forestry industries products",
20111207,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Administration of export controls on agricultural, fisheries and forestry industries products",
20111214,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Administration of export controls on agricultural, fisheries and forestry industries products",
20120209,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Administration of export controls on agricultural, fisheries and forestry industries products",
20130325,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Administration of export controls on agricultural, fisheries and forestry industries products",
20130516,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY","Administration of export controls on agricultural, fisheries and forestry industries products",
20130918,THE DEPARTMENT OF AGRICULTURE,"Administration of export controls on agricultural, fisheries and forestry industries products",
20131003,THE DEPARTMENT OF AGRICULTURE,"Administration of export controls on agricultural, fisheries and forestry industries products",
20141223,THE DEPARTMENT OF AGRICULTURE,"Administration of export controls on agricultural, fisheries and forestry industries products",
20150709,THE DEPARTMENT OF AGRICULTURE,"Administration of export controls on agricultural, fisheries and forestry industries products",
20150930,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,"Administration of export controls on agricultural, fisheries and forestry industries products",
20160901,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,"Administration of export controls on agricultural, fisheries and forestry industries products",
20161027,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,"Administration of export controls on agricultural, fisheries and forestry industries products",
20170413,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,"Administration of export controls on agricultural, fisheries and forestry industries products",
20171130,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,"Administration of export controls on agricultural, fisheries and forestry industries products",
20171220,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,"Administration of export controls on agricultural, fisheries and forestry industries products",
20180419,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,"Administration of export controls on agricultural, fisheries and forestry industries products",
20180510,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,"Administration of export controls on agricultural, fisheries and forestry industries products",
20180828,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,"Administration of export controls on agricultural, fisheries and forestry industries products",
20071203,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Administration of export controls on rough diamonds, uranium and thorium",
20080125,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Administration of export controls on rough diamonds, uranium and thorium",
20080501,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Administration of export controls on rough diamonds, uranium and thorium",
20100308,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Administration of export controls on rough diamonds, uranium and thorium",
20100506,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Administration of export controls on rough diamonds, uranium and thorium",
20100629,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Administration of export controls on rough diamonds, uranium and thorium",
20100914,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Administration of export controls on rough diamonds, uranium and thorium",
20101014,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Administration of export controls on rough diamonds, uranium and thorium",
20111019,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Administration of export controls on rough diamonds, uranium and thorium",
20111207,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Administration of export controls on rough diamonds, uranium and thorium",
20111214,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Administration of export controls on rough diamonds, uranium and thorium",
20120209,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Administration of export controls on rough diamonds, uranium and thorium",
20130325,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Administration of export controls on rough diamonds, uranium and thorium",
20130516,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM","Administration of export controls on rough diamonds, uranium and thorium",
20130918,THE DEPARTMENT OF INDUSTRY,"Administration of export controls on rough diamonds, uranium and thorium",
20131003,THE DEPARTMENT OF INDUSTRY,"Administration of export controls on rough diamonds, uranium and thorium",
20141223,THE DEPARTMENT OF INDUSTRY AND SCIENCE,"Administration of export controls on rough diamonds, uranium and thorium",
20150709,THE DEPARTMENT OF INDUSTRY AND SCIENCE,"Administration of export controls on rough diamonds, uranium and thorium",
20150930,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE","Administration of export controls on rough diamonds, uranium and thorium",
20160901,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE","Administration of export controls on rough diamonds, uranium and thorium",
20161027,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE","Administration of export controls on rough diamonds, uranium and thorium",
20170413,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE","Administration of export controls on rough diamonds, uranium and thorium",
20171130,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE","Administration of export controls on rough diamonds, uranium and thorium",
20171220,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)","Administration of export controls on rough diamonds, uranium and thorium",
20180419,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)","Administration of export controls on rough diamonds, uranium and thorium",
20180510,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)","Administration of export controls on rough diamonds, uranium and thorium",
20180828,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE","Administration of export controls on rough diamonds, uranium and thorium",
20071203,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Administration of international commodity agreements,
20080125,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Administration of international commodity agreements,
20080501,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Administration of international commodity agreements,
20100308,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Administration of international commodity agreements,
20100506,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Administration of international commodity agreements,
20100629,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Administration of international commodity agreements,
20100914,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Administration of international commodity agreements,
20101014,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Administration of international commodity agreements,
20111019,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Administration of international commodity agreements,
20111207,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Administration of international commodity agreements,
20111214,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Administration of international commodity agreements,
20120209,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Administration of international commodity agreements,
20130325,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Administration of international commodity agreements,
20130516,"THE DEPARTMENT OF AGRICULTURE, FISHERIES AND FORESTRY",Administration of international commodity agreements,
20130918,THE DEPARTMENT OF AGRICULTURE,Administration of international commodity agreements,
20131003,THE DEPARTMENT OF AGRICULTURE,Administration of international commodity agreements,
20141223,THE DEPARTMENT OF AGRICULTURE,Administration of international commodity agreements,
20150709,THE DEPARTMENT OF AGRICULTURE,Administration of international commodity agreements,
20150930,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Administration of international commodity agreements,
20160901,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Administration of international commodity agreements,
20161027,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Administration of international commodity agreements,
20170413,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Administration of international commodity agreements,
20171130,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Administration of international commodity agreements,
20171220,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Administration of international commodity agreements,
20180419,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Administration of international commodity agreements,
20180510,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Administration of international commodity agreements,
20180828,THE DEPARTMENT OF AGRICULTURE AND WATER RESOURCES,Administration of international commodity agreements,
20071203,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of Parliamentarians’ entitlements,
20080125,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of Parliamentarians’ entitlements,
20080501,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of Parliamentarians’ entitlements,
20100308,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of Parliamentarians’ entitlements,
20100506,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of Parliamentarians’ entitlements,
20100629,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of Parliamentarians’ entitlements,
20100914,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of Parliamentarians’ entitlements,
20101014,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of Parliamentarians’ entitlements,
20111019,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of Parliamentarians’ entitlements,
20111207,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of Parliamentarians’ entitlements,
20111214,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of Parliamentarians’ entitlements,
20120209,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of Parliamentarians’ entitlements,
20130325,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of Parliamentarians’ entitlements,
20130516,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of Parliamentarians’ entitlements,
20130918,THE DEPARTMENT OF FINANCE,Administration of Parliamentarians’ entitlements,
20131003,THE DEPARTMENT OF FINANCE,Administration of Parliamentarians’ entitlements,
20141223,THE DEPARTMENT OF FINANCE,Administration of Parliamentarians’ entitlements,
20150709,THE DEPARTMENT OF FINANCE,Administration of Parliamentarians’ entitlements,
20150930,THE DEPARTMENT OF FINANCE,Administration of Parliamentarians’ entitlements,
20160901,THE DEPARTMENT OF FINANCE,Administration of Parliamentarians’ entitlements,
20161027,THE DEPARTMENT OF FINANCE,Administration of Parliamentarians’ entitlements,
20170413,THE DEPARTMENT OF FINANCE,Administration of Parliamentarians’ entitlements,
20171130,THE DEPARTMENT OF FINANCE,Administration of Parliamentarians’ entitlements,
20171220,THE DEPARTMENT OF FINANCE,Administration of Parliamentarians’ entitlements,
20180419,THE DEPARTMENT OF FINANCE,Administration of Parliamentarians’ work expenses,
20180510,THE DEPARTMENT OF FINANCE,Administration of Parliamentarians’ work expenses,
20180828,THE DEPARTMENT OF FINANCE,Administration of Parliamentarians’ work expenses,
20071203,"THE DEPARTMENT OF THE ENVIRONMENT, WATER, HERITAGE AND THE ARTS","Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20080125,"THE DEPARTMENT OF THE ENVIRONMENT, WATER, HERITAGE AND THE ARTS","Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20080501,"THE DEPARTMENT OF THE ENVIRONMENT, WATER, HERITAGE AND THE ARTS","Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20100308,"THE DEPARTMENT OF THE ENVIRONMENT, WATER, HERITAGE AND THE ARTS","Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20100506,"THE DEPARTMENT OF THE ENVIRONMENT, WATER, HERITAGE AND THE ARTS","Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20100629,"THE DEPARTMENT OF THE ENVIRONMENT, WATER, HERITAGE AND THE ARTS","Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20100914,"THE DEPARTMENT OF SUSTAINABILITY, ENVIRONMENT, WATER, POPULATION AND COMMUNITIES","Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20101014,"THE DEPARTMENT OF SUSTAINABILITY, ENVIRONMENT, WATER, POPULATION AND COMMUNITIES","Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20111019,"THE DEPARTMENT OF SUSTAINABILITY, ENVIRONMENT, WATER, POPULATION AND COMMUNITIES","Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20111207,"THE DEPARTMENT OF SUSTAINABILITY, ENVIRONMENT, WATER, POPULATION AND COMMUNITIES","Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20111214,"THE DEPARTMENT OF SUSTAINABILITY, ENVIRONMENT, WATER, POPULATION AND COMMUNITIES","Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20120209,"THE DEPARTMENT OF SUSTAINABILITY, ENVIRONMENT, WATER, POPULATION AND COMMUNITIES","Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20130325,"THE DEPARTMENT OF SUSTAINABILITY, ENVIRONMENT, WATER, POPULATION AND COMMUNITIES","Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20130516,"THE DEPARTMENT OF SUSTAINABILITY, ENVIRONMENT, WATER, POPULATION AND COMMUNITIES","Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20130918,THE DEPARTMENT OF THE ENVIRONMENT,"Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20131003,THE DEPARTMENT OF THE ENVIRONMENT,"Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20141223,THE DEPARTMENT OF THE ENVIRONMENT,"Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20150709,THE DEPARTMENT OF THE ENVIRONMENT,"Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20150930,THE DEPARTMENT OF THE ENVIRONMENT,"Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20160901,THE DEPARTMENT OF THE ENVIRONMENT AND ENERGY,"Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20161027,THE DEPARTMENT OF THE ENVIRONMENT AND ENERGY,"Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20170413,THE DEPARTMENT OF THE ENVIRONMENT AND ENERGY,"Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20171130,THE DEPARTMENT OF THE ENVIRONMENT AND ENERGY,"Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20171220,THE DEPARTMENT OF JOBS AND SMALL BUSINESS (Part of the Jobs and Innovation Portfolio),"Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20180419,THE DEPARTMENT OF THE ENVIRONMENT AND ENERGY,"Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20180510,THE DEPARTMENT OF THE ENVIRONMENT AND ENERGY,"Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20180828,THE DEPARTMENT OF THE ENVIRONMENT AND ENERGY,"Administration of the Australian Antarctic Territory, and the Territory of Heard Island and McDonald Islands",
20071203,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20080125,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20080501,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20100308,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20100506,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20100629,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20100914,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20101014,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20111019,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20111207,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20111214,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20120209,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20130325,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20130516,THE DEPARTMENT OF FINANCE AND DEREGULATION,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20130918,THE DEPARTMENT OF FINANCE,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20131003,THE DEPARTMENT OF FINANCE,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20141223,THE DEPARTMENT OF FINANCE,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20150709,THE DEPARTMENT OF FINANCE,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20150930,THE DEPARTMENT OF FINANCE,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20160901,THE DEPARTMENT OF FINANCE,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20161027,THE DEPARTMENT OF FINANCE,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20170413,THE DEPARTMENT OF FINANCE,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20171130,THE DEPARTMENT OF FINANCE,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20171220,THE DEPARTMENT OF FINANCE,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20180419,THE DEPARTMENT OF FINANCE,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20180510,THE DEPARTMENT OF FINANCE,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20180828,THE DEPARTMENT OF FINANCE,Administration of the Australian Government’s self-managed general insurance fund (Comcover),
20071203,THE ATTORNEY GENERAL'S DEPARTMENT,"Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20080125,THE ATTORNEY GENERAL'S DEPARTMENT,"Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20080501,THE ATTORNEY GENERAL'S DEPARTMENT,"Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20100308,THE ATTORNEY GENERAL'S DEPARTMENT,"Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20100506,THE ATTORNEY GENERAL'S DEPARTMENT,"Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20100629,THE ATTORNEY GENERAL'S DEPARTMENT,"Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20100914,"THE DEPARTMENT OF REGIONAL AUSTRALIA, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT (Part of the Prime Minister and Cabinet Portfolio)","Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20101014,"THE DEPARTMENT OF REGIONAL AUSTRALIA, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT (Part of the Prime Minister and Cabinet Portfolio)","Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20111019,"THE DEPARTMENT OF REGIONAL AUSTRALIA, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT (Part of the Prime Minister and Cabinet Portfolio)","Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20111207,"THE DEPARTMENT OF REGIONAL AUSTRALIA, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT (Part of the Prime Minister and Cabinet Portfolio)","Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20111214,"THE DEPARTMENT OF REGIONAL AUSTRALIA, LOCAL GOVERNMENT, ARTS AND SPORT","Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20120209,"THE DEPARTMENT OF REGIONAL AUSTRALIA, LOCAL GOVERNMENT, ARTS AND SPORT","Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20130325,"THE DEPARTMENT OF REGIONAL AUSTRALIA, LOCAL GOVERNMENT, ARTS AND SPORT","Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20130516,"THE DEPARTMENT OF REGIONAL AUSTRALIA, LOCAL GOVERNMENT, ARTS AND SPORT","Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20130918,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,"Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20131003,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,"Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20141223,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,"Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20150709,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,"Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20150930,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,"Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20160901,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,"Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
20161027,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,"Administration of the Jervis Bay Territory, the Territory of Cocos (Keeling) Islands, the Territory of Christmas Island, the Coral Sea Islands Territory, the Territory of Ashmore and Cartier Islands, and of Commonwealth responsibilities on Norfolk Island",
