aaoID,dept,matter,
20101014,THE ATTORNEY GENERAL'S DEPARTMENT,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Censorship; Constitutional law; Copyright; Courts and tribunals; Human rights; Indigenous law and justice programs; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Native Title; Personal property securities,
20111019,THE ATTORNEY GENERAL'S DEPARTMENT,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Censorship; Constitutional law; Copyright; Courts and tribunals; Human rights; Indigenous law and justice programs; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Native Title; Personal property securities,
20111207,THE ATTORNEY GENERAL'S DEPARTMENT,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Censorship; Constitutional law; Copyright; Courts and tribunals; Human rights; Indigenous law and justice programs; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Native Title; Personal property securities,
20111214,THE ATTORNEY GENERAL'S DEPARTMENT,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Censorship; Constitutional law; Copyright; Courts and tribunals; Human rights; Indigenous law and justice programs; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Native Title; Personal property securities,
20120209,THE ATTORNEY GENERAL'S DEPARTMENT,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Censorship; Constitutional law; Copyright; Courts and tribunals; Human rights; Indigenous law and justice; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Native Title; Personal property securities,
20130325,THE ATTORNEY GENERAL'S DEPARTMENT,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Censorship; Constitutional law; Copyright; Courts and tribunals; Human rights; Indigenous law and justice; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Native Title; Personal property securities,
20130516,THE ATTORNEY GENERAL'S DEPARTMENT,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Censorship; Constitutional law; Copyright; Courts and tribunals; Human rights; Indigenous law and justice; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Native Title; Personal property securities,
20130918,THE ATTORNEY GENERAL'S DEPARTMENT,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Censorship; Constitutional law; Copyright; Courts and tribunals; Human rights; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Personal property securities,
20131003,THE ATTORNEY GENERAL'S DEPARTMENT,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Censorship; Constitutional law; Copyright; Courts and tribunals; Human rights; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Personal property securities,
20141223,THE DEPARTMENT OF AGRICULTURE,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Censorship; Constitutional law; Copyright; Courts and tribunals; Human rights; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Personal property securities,
20150709,THE ATTORNEY GENERAL'S DEPARTMENT,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Censorship; Constitutional law; Copyright; Courts and tribunals; Human rights; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Personal property securities,
20150930,THE ATTORNEY GENERAL'S DEPARTMENT,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Constitutional law; Courts and tribunals; Human rights; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Personal property securities,
20160901,THE ATTORNEY GENERAL'S DEPARTMENT,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Constitutional law; Courts and tribunals; Human rights; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Personal property securities,
20161027,THE ATTORNEY GENERAL'S DEPARTMENT,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Constitutional law; Courts and tribunals; Human rights; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Personal property securities,
20170413,THE ATTORNEY GENERAL'S DEPARTMENT,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Constitutional law; Courts and tribunals; Human rights; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Personal property securities,
20171130,THE ATTORNEY GENERAL'S DEPARTMENT,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Constitutional law; Courts and tribunals; Human rights; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Personal property securities,
20171220,THE ATTORNEY GENERAL'S DEPARTMENT,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Constitutional law; Courts and tribunals; Human rights; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Personal property securities,
20180419,THE ATTORNEY GENERAL'S DEPARTMENT,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Constitutional law; Courts and tribunals; Human rights; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Personal property securities,
20180510,THE ATTORNEY GENERAL'S DEPARTMENT,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Constitutional law; Courts and tribunals; Human rights; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Personal property securities,
20180828,THE ATTORNEY GENERAL'S DEPARTMENT,Law and justice including - Administrative law; Alternative dispute resolution; Bankruptcy; Constitutional law; Courts and tribunals; Human rights; International law; Law reform; Legal assistance; Legislative drafting; Marriage and family law; Personal property securities,
20171220,THE DEPARTMENT OF HOME AFFAIRS,Law enforcement policy and operations,
20180419,THE DEPARTMENT OF HOME AFFAIRS,Law enforcement policy and operations,
20180510,THE DEPARTMENT OF HOME AFFAIRS,Law enforcement policy and operations,
20180828,THE DEPARTMENT OF HOME AFFAIRS,Law enforcement policy and operations,
20071203,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20080125,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20080501,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20100308,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20100506,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20100629,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20100914,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20101014,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20111019,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20111207,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20111214,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20120209,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20130325,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20130516,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20130918,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20131003,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20141223,THE DEPARTMENT OF AGRICULTURE,Legal services to the Commonwealth,
20150709,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20150930,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20160901,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20161027,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20170413,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20171130,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20171220,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20180419,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20180510,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20180828,THE ATTORNEY GENERAL'S DEPARTMENT,Legal services to the Commonwealth,
20101014,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM",Low emissions fossil fuel energy,
20111019,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM",Low emissions fossil fuel energy,
20111207,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM",Low emissions fossil fuel energy,
20111214,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM",Low emissions fossil fuel energy,
20120209,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM",Low emissions fossil fuel energy,
20130325,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM",Low emissions fossil fuel energy,
20130516,"THE DEPARTMENT OF RESOURCES, ENERGY AND TOURISM",Low emissions fossil fuel energy,
20130918,THE DEPARTMENT OF INDUSTRY,Low emissions fossil fuel energy,
20131003,THE DEPARTMENT OF INDUSTRY,Low emissions fossil fuel energy,
20141223,THE DEPARTMENT OF INDUSTRY AND SCIENCE,Low emissions fossil fuel energy,
20150709,THE DEPARTMENT OF INDUSTRY AND SCIENCE,Low emissions fossil fuel energy,
20150930,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Low emissions fossil fuel energy,
20160901,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Low emissions fossil fuel energy,
20161027,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Low emissions fossil fuel energy,
20170413,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Low emissions fossil fuel energy,
20171130,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Low emissions fossil fuel energy,
20171220,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)",Low emissions fossil fuel energy,
20180419,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)",Low emissions fossil fuel energy,
20180510,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)",Low emissions fossil fuel energy,
20180828,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Low emissions fossil fuel energy,
20071203,"THE DEPARTMENT OF INFRASTRUCTURE, TRANSPORT, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT",Major projects facilitation,
20080125,"THE DEPARTMENT OF INFRASTRUCTURE, TRANSPORT, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT",Major projects facilitation,
20080501,"THE DEPARTMENT OF INFRASTRUCTURE, TRANSPORT, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT",Major projects facilitation,
20100308,"THE DEPARTMENT OF INFRASTRUCTURE, TRANSPORT, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT",Major projects facilitation,
20100506,"THE DEPARTMENT OF INFRASTRUCTURE, TRANSPORT, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT",Major projects facilitation,
20100629,"THE DEPARTMENT OF INFRASTRUCTURE, TRANSPORT, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT",Major projects facilitation,
20100914,THE DEPARTMENT OF INFRASTRUCTURE AND TRANSPORT,Major projects facilitation,
20170413,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Major projects facilitation,
20171130,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Major projects facilitation,
20171220,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)",Major projects facilitation,
20180419,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)",Major projects facilitation,
20180510,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)",Major projects facilitation,
20180828,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Major projects facilitation,
20130325,THE DEPARTMENT OF INFRASTRUCTURE AND TRANSPORT,"Major projects office, including facilitation and implementation of all non-Defence development projects",
20130516,THE DEPARTMENT OF INFRASTRUCTURE AND TRANSPORT,"Major projects office, including facilitation and implementation of all non-Defence development projects",
20130918,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,"Major projects office, including facilitation and implementation of all non-Defence development projects",
20131003,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,"Major projects office, including facilitation and implementation of all non-Defence development projects",
20141223,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,"Major projects office, including facilitation and implementation of all non-Defence development projects",
20150709,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,"Major projects office, including facilitation and implementation of all non-Defence development projects",
20150930,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,"Major projects office, including facilitation and implementation of all non-Defence development projects",
20160901,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,"Major projects office, including facilitation and implementation of all non-Defence development projects",
20161027,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,"Major projects office, including facilitation and implementation of all non-Defence development projects",
20101014,THE DEPARTMENT OF INFRASTRUCTURE AND TRANSPORT,"Major projects office, including facilitation and implementation of all non-Defence development projects",
20111019,THE DEPARTMENT OF INFRASTRUCTURE AND TRANSPORT,"Major projects office, including facilitation and implementation of all non-Defence development projects",
20111207,THE DEPARTMENT OF INFRASTRUCTURE AND TRANSPORT,"Major projects office, including facilitation and implementation of all non-Defence development projects",
20111214,THE DEPARTMENT OF INFRASTRUCTURE AND TRANSPORT,"Major projects office, including facilitation and implementation of all non-Defence development projects",
20120209,THE DEPARTMENT OF INFRASTRUCTURE AND TRANSPORT,"Major projects office, including facilitation and implementation of all non-Defence development projects",
20170413,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,"Major projects, including implementation of all non-Defence development projects",
20171130,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,"Major projects, including implementation of all non-Defence development projects",
20171220,"THE DEPARTMENT OF INFRASTRUCTURE, REGIONAL DEVELOPMENT AND CITIES","Major projects, including implementation of all non-Defence development projects",
20180419,"THE DEPARTMENT OF INFRASTRUCTURE, REGIONAL DEVELOPMENT AND CITIES","Major projects, including implementation of all non-Defence development projects",
20180510,"THE DEPARTMENT OF INFRASTRUCTURE, REGIONAL DEVELOPMENT AND CITIES","Major projects, including implementation of all non-Defence development projects",
20180828,"THE DEPARTMENT OF INFRASTRUCTURE, REGIONAL DEVELOPMENT AND CITIES","Major projects, including implementation of all non-Defence development projects",
20071203,THE DEPARTMENT OF FINANCE AND DEREGULATION,Management of government records,
20080125,THE DEPARTMENT OF FINANCE AND DEREGULATION,Management of government records,
20080501,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Management of government records,
20100308,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Management of government records,
20100506,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Management of government records,
20100629,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Management of government records,
20100914,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Management of government records,
20101014,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Management of government records,
20111019,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Management of government records,
20111207,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Management of government records,
20111214,"THE DEPARTMENT OF REGIONAL AUSTRALIA, LOCAL GOVERNMENT, ARTS AND SPORT",Management of government records,
20130516,"THE DEPARTMENT OF REGIONAL AUSTRALIA, LOCAL GOVERNMENT, ARTS AND SPORT",Management of government records,
20130918,THE ATTORNEY GENERAL'S DEPARTMENT,Management of government records,
20131003,THE ATTORNEY GENERAL'S DEPARTMENT,Management of government records,
20141223,THE DEPARTMENT OF AGRICULTURE,Management of government records,
20150709,THE ATTORNEY GENERAL'S DEPARTMENT,Management of government records,
20150930,THE ATTORNEY GENERAL'S DEPARTMENT,Management of government records,
20160901,THE ATTORNEY GENERAL'S DEPARTMENT,Management of government records,
20161027,THE ATTORNEY GENERAL'S DEPARTMENT,Management of government records,
20170413,THE ATTORNEY GENERAL'S DEPARTMENT,Management of government records,
20171130,THE ATTORNEY GENERAL'S DEPARTMENT,Management of government records,
20171220,THE ATTORNEY GENERAL'S DEPARTMENT,Management of government records,
20180419,THE ATTORNEY GENERAL'S DEPARTMENT,Management of government records,
20180510,THE ATTORNEY GENERAL'S DEPARTMENT,Management of government records,
20180828,THE ATTORNEY GENERAL'S DEPARTMENT,Management of government records,
20130516,THE DEPARTMENT OF FINANCE AND DEREGULATION,"Management of non-Defence Commonwealth property in Australia, including construction, major refurbishment, sustainability, acquisition, ownership and disposal of real property",
20130918,THE DEPARTMENT OF FINANCE,"Management of non-Defence Commonwealth property in Australia, including construction, major refurbishment, sustainability, acquisition, ownership and disposal of real property",
20131003,THE DEPARTMENT OF FINANCE,"Management of non-Defence Commonwealth property in Australia, including construction, major refurbishment, sustainability, acquisition, ownership and disposal of real property",
20141223,THE DEPARTMENT OF FINANCE,"Management of non-Defence Commonwealth property in Australia, including construction, major refurbishment, sustainability, acquisition, ownership and disposal of real property",
20150709,THE DEPARTMENT OF FINANCE,"Management of non-Defence Commonwealth property in Australia, including construction, major refurbishment, sustainability, acquisition, ownership and disposal of real property",
20160901,THE DEPARTMENT OF FINANCE,"Management of non-Defence Commonwealth property in Australia, including construction, major refurbishment, sustainability, acquisition, ownership and disposal of real property",
20161027,THE DEPARTMENT OF FINANCE,"Management of non-Defence Commonwealth property in Australia, including construction, major refurbishment, sustainability, acquisition, ownership and disposal of real property",
20170413,THE DEPARTMENT OF FINANCE,"Management of non-Defence Commonwealth property in Australia, including construction, major refurbishment, sustainability, acquisition, ownership and disposal of real property",
20171130,THE DEPARTMENT OF FINANCE,"Management of non-Defence Commonwealth property in Australia, including construction, major refurbishment, sustainability, acquisition, ownership and disposal of real property",
20171220,THE DEPARTMENT OF FINANCE,"Management of non-Defence Commonwealth property in Australia, including construction, major refurbishment, sustainability, acquisition, ownership and disposal of real property",
20180419,THE DEPARTMENT OF FINANCE,"Management of non-Defence Commonwealth property in Australia, including construction, major refurbishment, sustainability, acquisition, ownership and disposal of real property",
20180510,THE DEPARTMENT OF FINANCE,"Management of non-Defence Commonwealth property in Australia, including construction, major refurbishment, sustainability, acquisition, ownership and disposal of real property",
20180828,THE DEPARTMENT OF FINANCE,"Management of non-Defence Commonwealth property in Australia, including construction, major refurbishment, sustainability, acquisition, ownership and disposal of real property",
20150930,THE DEPARTMENT OF FINANCE,"Management of non-Defence Commonwealth property in Australia, including construction, major refurbishment, sustainability, acquisition, ownership and disposal of real property",
20080125,THE DEPARTMENT OF CLIMATE CHANGE (Part of the Prime Minister and Cabinet Portfolio),"Mandatory renewable energy target policy, regulation and co-ordination",
20080501,THE DEPARTMENT OF CLIMATE CHANGE (Part of the Prime Minister and Cabinet Portfolio),"Mandatory renewable energy target policy, regulation and co-ordination",
20100308,THE DEPARTMENT OF CLIMATE CHANGE AND ENERGY EFFICIENCY,"Mandatory renewable energy target policy, regulation and co-ordination",
20100506,THE DEPARTMENT OF CLIMATE CHANGE AND ENERGY EFFICIENCY,"Mandatory renewable energy target policy, regulation and co-ordination",
20100629,THE DEPARTMENT OF CLIMATE CHANGE AND ENERGY EFFICIENCY,"Mandatory renewable energy target policy, regulation and co-ordination",
20100914,THE DEPARTMENT OF CLIMATE CHANGE AND ENERGY EFFICIENCY,"Mandatory renewable energy target policy, regulation and co-ordination",
20101014,THE DEPARTMENT OF CLIMATE CHANGE AND ENERGY EFFICIENCY,"Mandatory renewable energy target policy, regulation and co-ordination",
20111019,THE DEPARTMENT OF CLIMATE CHANGE AND ENERGY EFFICIENCY,"Mandatory renewable energy target policy, regulation and co-ordination",
20111207,THE DEPARTMENT OF CLIMATE CHANGE AND ENERGY EFFICIENCY,"Mandatory renewable energy target policy, regulation and co-ordination",
20111214,THE DEPARTMENT OF CLIMATE CHANGE AND ENERGY EFFICIENCY,"Mandatory renewable energy target policy, regulation and co-ordination",
20120209,THE DEPARTMENT OF CLIMATE CHANGE AND ENERGY EFFICIENCY,"Mandatory renewable energy target policy, regulation and co-ordination",
20071203,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Manufacturing and commerce including industry and market development,
20080125,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Manufacturing and commerce including industry and market development,
20080501,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Manufacturing and commerce including industry and market development,
20100308,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Manufacturing and commerce including industry and market development,
20100506,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Manufacturing and commerce including industry and market development,
20100629,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Manufacturing and commerce including industry and market development,
20100914,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Manufacturing and commerce including industry and market development,
20101014,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Manufacturing and commerce including industry and market development,
20111019,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Manufacturing and commerce including industry and market development,
20111207,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Manufacturing and commerce including industry and market development,
20111214,"THE DEPARTMENT OF INDUSTRY, INNOVATION, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Manufacturing and commerce including industry and market development,
20120209,"THE DEPARTMENT OF INDUSTRY, INNOVATION, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Manufacturing and commerce including industry and market development,
20130325,"THE DEPARTMENT OF INDUSTRY, INNOVATION, CLIMATE CHANGE, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Manufacturing and commerce including industry and market development,
20130516,"THE DEPARTMENT OF INDUSTRY, INNOVATION, CLIMATE CHANGE, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Manufacturing and commerce including industry and market development,
20130918,THE DEPARTMENT OF INDUSTRY,Manufacturing and commerce including industry and market development,
20131003,THE DEPARTMENT OF INDUSTRY,Manufacturing and commerce including industry and market development,
20141223,THE DEPARTMENT OF INDUSTRY AND SCIENCE,Manufacturing and commerce including industry and market development,
20150709,THE DEPARTMENT OF INDUSTRY AND SCIENCE,Manufacturing and commerce including industry and market development,
20150930,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Manufacturing and commerce including industry and market development,
20160901,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Manufacturing and commerce including industry and market development,
20161027,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Manufacturing and commerce including industry and market development,
20170413,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Manufacturing and commerce including industry and market development,
20171130,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Manufacturing and commerce including industry and market development,
20171220,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)",Manufacturing and commerce including industry and market development,
20180419,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)",Manufacturing and commerce including industry and market development,
20180510,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE (Part of the Jobs and Innovation Portfolio)",Manufacturing and commerce including industry and market development,
20180828,"THE DEPARTMENT OF INDUSTRY, INNOVATION AND SCIENCE",Manufacturing and commerce including industry and market development,
20071203,"THE DEPARTMENT OF INFRASTRUCTURE, TRANSPORT, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT",Maritime transport including shipping,
20080125,"THE DEPARTMENT OF INFRASTRUCTURE, TRANSPORT, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT",Maritime transport including shipping,
20080501,"THE DEPARTMENT OF INFRASTRUCTURE, TRANSPORT, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT",Maritime transport including shipping,
20100308,"THE DEPARTMENT OF INFRASTRUCTURE, TRANSPORT, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT",Maritime transport including shipping,
20100506,"THE DEPARTMENT OF INFRASTRUCTURE, TRANSPORT, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT",Maritime transport including shipping,
20100629,"THE DEPARTMENT OF INFRASTRUCTURE, TRANSPORT, REGIONAL DEVELOPMENT AND LOCAL GOVERNMENT",Maritime transport including shipping,
20100914,THE DEPARTMENT OF INFRASTRUCTURE AND TRANSPORT,Maritime transport including shipping,
20101014,THE DEPARTMENT OF INFRASTRUCTURE AND TRANSPORT,Maritime transport including shipping,
20111019,THE DEPARTMENT OF INFRASTRUCTURE AND TRANSPORT,Maritime transport including shipping,
20111207,THE DEPARTMENT OF INFRASTRUCTURE AND TRANSPORT,Maritime transport including shipping,
20111214,THE DEPARTMENT OF INFRASTRUCTURE AND TRANSPORT,Maritime transport including shipping,
20120209,THE DEPARTMENT OF INFRASTRUCTURE AND TRANSPORT,Maritime transport including shipping,
20130325,THE DEPARTMENT OF INFRASTRUCTURE AND TRANSPORT,Maritime transport including shipping,
20130516,THE DEPARTMENT OF INFRASTRUCTURE AND TRANSPORT,Maritime transport including shipping,
20130918,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,Maritime transport including shipping,
20131003,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,Maritime transport including shipping,
20141223,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,Maritime transport including shipping,
20150709,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,Maritime transport including shipping,
20150930,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,Maritime transport including shipping,
20160901,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,Maritime transport including shipping,
20161027,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,Maritime transport including shipping,
20170413,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,Maritime transport including shipping,
20171130,THE DEPARTMENT OF INFRASTRUCTURE AND REGIONAL DEVELOPMENT,Maritime transport including shipping,
20171220,"THE DEPARTMENT OF INFRASTRUCTURE, REGIONAL DEVELOPMENT AND CITIES",Maritime transport including shipping,
20180419,"THE DEPARTMENT OF INFRASTRUCTURE, REGIONAL DEVELOPMENT AND CITIES",Maritime transport including shipping,
20180510,"THE DEPARTMENT OF INFRASTRUCTURE, REGIONAL DEVELOPMENT AND CITIES",Maritime transport including shipping,
20180828,"THE DEPARTMENT OF INFRASTRUCTURE, REGIONAL DEVELOPMENT AND CITIES",Maritime transport including shipping,
20100506,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Marketing of manufactures and services,
20100629,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Marketing of manufactures and services,
20100914,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Marketing of manufactures and services,
20101014,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Marketing of manufactures and services,
20111019,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Marketing of manufactures and services,
20111207,"THE DEPARTMENT OF INNOVATION, INDUSTRY, SCIENCE AND RESEARCH",Marketing of manufactures and services,
20111214,"THE DEPARTMENT OF INDUSTRY, INNOVATION, SCIENCE, RESEARCH AND TERTIARY EDUCATION",Marketing of manufactures and services,
